"",BBDR1.A.DE0007.N.BBK.BRHBBWK.P.I11.A,BBDR1.A.DE0007.N.BBK.BRHBBWK.P.I11.A_FLAGS
"",Residential property price index Deutsche Bundesbank / Re-occupied terraced housing and single-family detached homes; housing-stock-based property and regional weighting / 7 large cities - Bundesbank calculation / Unadjusted figure,
unit,2011=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 09:12:56,
2004,90.1,
2005,90.6,
2006,90.8,
2007,91.6,
2008,92.6,
2009,93.2,
2010,95.9,
2011,100.0,
2012,107.1,
2013,114.0,
2014,121.3,
