"",BBK01.PC3759,BBK01.PC3759_FLAGS
"",Lending to other real estate enterprises / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:09,
1989-01,.,No value available
1989-04,.,No value available
1989-07,0.374,
1989-10,0.422,
1990-01,0.423,
1990-04,0.441,
1990-07,0.450,
1990-10,0.541,
1991-01,0.643,
1991-04,0.679,
1991-07,0.732,
1991-10,0.774,
1992-01,0.745,
1992-04,0.822,
1992-07,0.868,
1992-10,1.690,
1993-01,1.660,
1993-04,1.792,
1993-07,1.951,
1993-10,2.434,
1994-01,2.368,
1994-04,2.436,
1994-07,3.005,
1994-10,3.095,
1995-01,3.099,
1995-04,2.965,
1995-07,2.891,
1995-10,3.024,
1996-01,3.006,
1996-04,3.047,
1996-07,3.195,
1996-10,3.205,
1997-01,3.059,
1997-04,3.059,
1997-07,3.070,
1997-10,3.114,
1998-01,3.126,
1998-04,3.159,
1998-07,3.237,
1998-10,3.417,
1999-01,3.018,
1999-04,3.033,
1999-07,2.994,
1999-10,3.107,
2000-01,3.050,
2000-04,3.049,
2000-07,3.106,
2000-10,3.449,
2001-01,3.651,
2001-04,3.821,
2001-07,3.742,
2001-10,3.815,
2002-01,3.893,
2002-04,5.586,
2002-07,5.545,
2002-10,5.644,
2003-01,5.560,
2003-04,5.582,
2003-07,6.034,
2003-10,5.980,
2004-01,6.145,
2004-04,5.811,
2004-07,5.959,
2004-10,5.653,
2005-01,5.932,
2005-04,6.110,
2005-07,6.203,
2005-10,24.801,
2006-01,23.919,
2006-04,23.443,
2006-07,23.115,
2006-10,22.630,
2007-01,21.346,
2007-04,21.010,
2007-07,22.414,
2007-10,22.582,
2008-01,22.118,
2008-04,22.015,
2008-07,22.110,
2008-10,20.187,
2009-01,20.400,
2009-04,19.460,
2009-07,19.270,
2009-10,17.941,
2010-01,17.529,
2010-04,17.741,
2010-07,16.366,
2010-10,17.423,
2011-01,16.965,
2011-04,16.268,
2011-07,16.297,
2011-10,16.173,
2012-01,15.922,
2012-04,15.190,
2012-07,14.651,
2012-10,13.276,
2013-01,13.027,
2013-04,12.866,
2013-07,12.620,
2013-10,12.550,
2014-01,12.383,
2014-04,12.517,
2014-07,12.234,
2014-10,12.370,
