"",BBK01.QUX601,BBK01.QUX601_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Greece / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:31,
2002-03,9.280,
2002-04,9.030,
2002-05,9.264,
2002-06,8.345,
2002-07,8.312,
2002-08,8.521,
2002-09,9.067,
2002-10,9.186,
2002-11,9.987,
2002-12,11.219,
2003-01,10.912,
2003-02,11.129,
2003-03,11.549,
2003-04,11.149,
2003-05,10.979,
2003-06,10.323,
2003-07,9.978,
2003-08,10.221,
2003-09,9.879,
2003-10,9.827,
2003-11,10.802,
2003-12,10.886,
2004-01,11.384,
2004-02,10.973,
2004-03,11.420,
2004-04,11.341,
2004-05,11.264,
2004-06,11.692,
2004-07,11.662,
2004-08,11.641,
2004-09,11.480,
2004-10,11.705,
2004-11,11.434,
2004-12,11.282,
2005-01,11.096,
2005-02,11.659,
2005-03,11.872,
2005-04,11.715,
2005-05,11.986,
2005-06,11.812,
2005-07,12.617,
2005-08,12.542,
2005-09,11.963,
2005-10,11.838,
2005-11,11.613,
2005-12,9.256,
2006-01,9.416,
2006-02,9.103,
2006-03,9.486,
2006-04,9.673,
2006-05,10.449,
2006-06,9.625,
2006-07,10.417,
2006-08,10.264,
2006-09,10.892,
2006-10,9.793,
2006-11,9.662,
2006-12,10.195,
2007-01,9.510,
2007-02,9.485,
2007-03,9.198,
2007-04,9.167,
2007-05,9.849,
2007-06,9.605,
2007-07,9.045,
2007-08,9.030,
2007-09,8.706,
2007-10,9.564,
2007-11,9.646,
2007-12,9.068,
2008-01,10.757,
2008-02,10.450,
2008-03,10.443,
2008-04,11.529,
2008-05,12.112,
2008-06,11.665,
2008-07,12.325,
2008-08,12.572,
2008-09,13.311,
2008-10,12.834,
2008-11,12.649,
2008-12,12.083,
2009-01,11.813,
2009-02,12.382,
2009-03,12.377,
2009-04,12.659,
2009-05,11.595,
2009-06,11.489,
2009-07,13.975,
2009-08,14.639,
2009-09,13.756,
2009-10,14.187,
2009-11,14.156,
2009-12,14.958,
2010-01,18.004,
2010-02,15.335,
2010-03,15.230,
2010-04,11.477,
2010-05,15.331,
2010-06,15.413,
2010-07,14.391,
2010-08,13.538,
2010-09,15.278,
2010-10,15.208,
2010-11,14.755,
2010-12,14.140,
2011-01,14.112,
2011-02,13.963,
2011-03,14.524,
2011-04,14.054,
2011-05,13.871,
2011-06,13.392,
2011-07,18.355,
2011-08,18.326,
2011-09,17.960,
2011-10,17.725,
2011-11,17.996,
2011-12,19.569,
2012-01,19.248,
2012-02,19.232,
2012-03,19.166,
2012-04,19.074,
2012-05,19.254,
2012-06,19.147,
2012-07,19.179,
2012-08,19.156,
2012-09,19.106,
2012-10,19.062,
2012-11,19.058,
2012-12,18.972,
2013-01,18.862,
2013-02,18.943,
2013-03,19.071,
2013-04,19.126,
2013-05,20.571,
2013-06,22.100,
2013-07,22.700,
2013-08,22.562,
2013-09,22.536,
2013-10,22.500,
2013-11,22.598,
2013-12,22.631,
2014-01,22.670,
2014-02,22.652,
2014-03,22.709,
2014-04,22.505,
2014-05,22.525,
2014-06,22.611,
2014-07,22.737,
2014-08,22.651,
2014-09,23.119,
2014-10,23.131,
