"",BBK01.TS5153,BBK01.TS5153_FLAGS
"",Deposits of non-MFIs / Non-financial corporations / Short term / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:44,
1999-01,163.7,
1999-02,163.1,
1999-03,164.8,
1999-04,165.3,
1999-05,164.1,
1999-06,164.4,
1999-07,165.2,
1999-08,167.1,
1999-09,167.9,
1999-10,168.8,
1999-11,172.7,
1999-12,170.7,
2000-01,168.7,
2000-02,173.3,
2000-03,173.2,
2000-04,175.6,
2000-05,175.1,
2000-06,175.1,
2000-07,177.1,
2000-08,179.2,
2000-09,177.2,
2000-10,179.9,
2000-11,182.1,
2000-12,186.2,
2001-01,184.1,
2001-02,184.6,
2001-03,185.8,
2001-04,184.7,
2001-05,185.1,
2001-06,185.5,
2001-07,185.6,
2001-08,184.7,
2001-09,185.6,
2001-10,184.1,
2001-11,186.4,
2001-12,191.6,
2002-01,187.9,
2002-02,186.9,
2002-03,189.6,
2002-04,189.9,
2002-05,192.5,
2002-06,195.5,
2002-07,195.8,
2002-08,192.8,
2002-09,196.3,
2002-10,203.7,
2002-11,198.8,
2002-12,204.2,
2003-01,195.0,
2003-02,199.6,
2003-03,195.7,
2003-04,198.4,
2003-05,201.8,
2003-06,202.8,
2003-07,202.9,
2003-08,204.5,
2003-09,205.1,
2003-10,208.1,
2003-11,209.9,
2003-12,208.0,
2004-01,205.6,
2004-02,208.5,
2004-03,209.6,
2004-04,210.8,
2004-05,211.5,
2004-06,212.1,
2004-07,212.1,
2004-08,212.6,
2004-09,213.2,
2004-10,215.1,
2004-11,213.0,
2004-12,215.4,
2005-01,217.2,
2005-02,219.2,
2005-03,221.2,
2005-04,223.8,
2005-05,225.0,
2005-06,227.4,
2005-07,230.4,
2005-08,232.9,
2005-09,233.0,
2005-10,238.0,
2005-11,240.0,
2005-12,240.5,
2006-01,241.4,
2006-02,241.8,
2006-03,244.5,
2006-04,248.4,
2006-05,248.5,
2006-06,249.9,
2006-07,251.4,
2006-08,257.8,
2006-09,256.1,
2006-10,256.3,
2006-11,258.4,
2006-12,263.9,
2007-01,269.0,
2007-02,270.7,
2007-03,273.5,
2007-04,276.2,
2007-05,275.4,
2007-06,278.8,
2007-07,278.9,
2007-08,282.4,
2007-09,285.9,
2007-10,283.8,
2007-11,288.1,
2007-12,289.8,
2008-01,290.1,
2008-02,303.7,
2008-03,295.5,
2008-04,296.4,
2008-05,296.5,
2008-06,297.4,
2008-07,296.9,
2008-08,299.4,
2008-09,304.4,
2008-10,311.6,
2008-11,312.6,
2008-12,305.6,
2009-01,313.4,
2009-02,316.0,
2009-03,316.6,
2009-04,320.7,
2009-05,323.4,
2009-06,325.6,
2009-07,327.2,
2009-08,329.6,
2009-09,331.1,
2009-10,332.6,
2009-11,333.5,
2009-12,332.5,
2010-01,339.3,
2010-02,338.2,
2010-03,341.1,
2010-04,341.1,
2010-05,343.5,
2010-06,345.0,
2010-07,342.0,
2010-08,345.8,
2010-09,345.9,
2010-10,347.9,
2010-11,351.1,
2010-12,354.6,
2011-01,354.3,
2011-02,350.2,
2011-03,356.1,
2011-04,353.9,
2011-05,358.4,
2011-06,356.8,
2011-07,359.2,
2011-08,359.9,
2011-09,364.7,
2011-10,367.2,
2011-11,368.3,
2011-12,368.9,
2012-01,367.9,
2012-02,370.5,
2012-03,372.3,
2012-04,370.6,
2012-05,372.8,
2012-06,377.6,
2012-07,383.4,
2012-08,387.0,
2012-09,387.7,
2012-10,389.0,
2012-11,389.3,
2012-12,389.3,
2013-01,394.0,
2013-02,396.3,
2013-03,395.0,
2013-04,398.2,
2013-05,398.9,
2013-06,400.1,
2013-07,400.8,
2013-08,403.2,
2013-09,404.7,
2013-10,404.9,
2013-11,404.9,
2013-12,411.1,
2014-01,411.6,
2014-02,418.8,
2014-03,416.5,
2014-04,419.1,
2014-05,422.5,
2014-06,420.5,
2014-07,424.6,
2014-08,427.6,
2014-09,430.9,
2014-10,432.0,
2014-11,433.5,
2014-12,427.1,Provisional value
2015-01,429.2,
