"",BBK01.QUW821,BBK01.QUW821_FLAGS
"",Foreign subsidiaries: Long-term loans and advances to foreign non-banks / Emerging market economies and developing countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:12:29,
2001-12,25.832,
2002-01,26.573,
2002-02,26.643,
2002-03,26.094,
2002-04,25.867,
2002-05,26.190,
2002-06,25.493,
2002-07,25.298,
2002-08,24.801,
2002-09,24.726,
2002-10,25.379,
2002-11,25.345,
2002-12,25.081,
2003-01,25.147,
2003-02,25.040,
2003-03,24.722,
2003-04,24.334,
2003-05,23.543,
2003-06,24.067,
2003-07,24.352,
2003-08,25.401,
2003-09,24.880,
2003-10,25.079,
2003-11,24.703,
2003-12,24.704,
2004-01,25.141,
2004-02,25.320,
2004-03,25.777,
2004-04,26.722,
2004-05,10.609,
2004-06,10.574,
2004-07,10.651,
2004-08,10.585,
2004-09,10.563,
2004-10,10.679,
2004-11,10.463,
2004-12,10.818,
2005-01,11.071,
2005-02,11.764,
2005-03,11.358,
2005-04,11.406,
2005-05,14.383,
2005-06,14.490,
2005-07,15.290,
2005-08,14.801,
2005-09,15.147,
2005-10,15.055,
2005-11,14.873,
2005-12,14.961,
2006-01,14.818,
2006-02,14.963,
2006-03,17.482,
2006-04,15.078,
2006-05,15.587,
2006-06,14.444,
2006-07,14.478,
2006-08,13.311,
2006-09,13.477,
2006-10,13.526,
2006-11,13.771,
2006-12,14.446,
2007-01,5.311,
2007-02,5.324,
2007-03,5.434,
2007-04,5.474,
2007-05,5.700,
2007-06,6.039,
2007-07,5.660,
2007-08,5.562,
2007-09,6.040,
2007-10,7.296,
2007-11,7.007,
2007-12,15.936,
2008-01,16.051,
2008-02,15.576,
2008-03,16.085,
2008-04,16.419,
2008-05,16.685,
2008-06,16.941,
2008-07,17.407,
2008-08,18.263,
2008-09,19.070,
2008-10,19.824,
2008-11,19.734,
2008-12,19.508,
2009-01,20.413,
2009-02,20.353,
2009-03,20.433,
2009-04,20.522,
2009-05,20.062,
2009-06,20.128,
2009-07,20.748,
2009-08,20.500,
2009-09,20.387,
2009-10,20.282,
2009-11,20.044,
2009-12,9.568,
2010-01,9.687,
2010-02,9.850,
2010-03,9.564,
2010-04,9.637,
2010-05,10.298,
2010-06,10.679,
2010-07,9.553,
2010-08,10.173,
2010-09,9.560,
2010-10,9.366,
2010-11,9.935,
2010-12,9.643,
2011-01,9.293,
2011-02,9.129,
2011-03,8.948,
2011-04,8.832,
2011-05,9.127,
2011-06,9.015,
2011-07,9.112,
2011-08,8.904,
2011-09,9.068,
2011-10,9.096,
2011-11,9.646,
2011-12,8.143,
2012-01,7.854,
2012-02,7.469,
2012-03,7.557,
2012-04,7.537,
2012-05,8.211,
2012-06,8.413,
2012-07,8.722,
2012-08,8.466,
2012-09,8.535,
2012-10,8.582,
2012-11,8.200,
2012-12,8.317,
2013-01,8.251,
2013-02,8.530,
2013-03,9.416,
2013-04,9.814,
2013-05,9.931,
2013-06,9.775,
2013-07,9.295,
2013-08,9.556,
2013-09,9.396,
2013-10,9.383,
2013-11,9.594,
2013-12,9.682,
2014-01,10.550,
2014-02,10.390,
2014-03,9.336,
2014-04,9.239,
2014-05,9.613,
2014-06,9.561,
2014-07,9.613,
2014-08,9.185,
2014-09,8.756,
2014-10,8.984,
2014-11,8.698,
