"",BBK01.OUH371,BBK01.OUH371_FLAGS
"",Loans to foreign enterprises and households for over five years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:27,
1999-01,1.729,
1999-02,1.707,
1999-03,1.709,
1999-04,1.697,
1999-05,1.723,
1999-06,1.781,
1999-07,1.801,
1999-08,1.817,
1999-09,1.835,
1999-10,1.885,
1999-11,1.927,
1999-12,1.952,
2000-01,1.918,
2000-02,1.932,
2000-03,1.994,
2000-04,2.018,
2000-05,2.024,
2000-06,2.072,
2000-07,2.120,
2000-08,2.143,
2000-09,2.154,
2000-10,2.166,
2000-11,2.176,
2000-12,2.190,
2001-01,2.601,
2001-02,2.653,
2001-03,2.711,
2001-04,2.678,
2001-05,2.731,
2001-06,2.732,
2001-07,2.696,
2001-08,2.728,
2001-09,2.734,
2001-10,2.744,
2001-11,2.745,
2001-12,2.782,
2002-01,2.806,
2002-02,2.824,
2002-03,2.834,
2002-04,2.849,
2002-05,2.838,
2002-06,2.840,
2002-07,2.836,
2002-08,2.874,
2002-09,2.868,
2002-10,2.897,
2002-11,2.900,
2002-12,2.897,
2003-01,2.874,
2003-02,2.874,
2003-03,2.866,
2003-04,2.884,
2003-05,2.874,
2003-06,2.877,
2003-07,2.902,
2003-08,2.908,
2003-09,2.865,
2003-10,2.913,
2003-11,2.838,
2003-12,2.861,
2004-01,2.859,
2004-02,2.879,
2004-03,2.888,
2004-04,2.909,
2004-05,2.878,
2004-06,2.863,
2004-07,2.829,
2004-08,2.839,
2004-09,2.847,
2004-10,2.892,
2004-11,2.940,
2004-12,2.906,
2005-01,2.902,
2005-02,2.907,
2005-03,2.886,
2005-04,2.896,
2005-05,2.948,
2005-06,2.972,
2005-07,2.912,
2005-08,2.923,
2005-09,2.930,
2005-10,2.913,
2005-11,2.939,
2005-12,2.954,
2006-01,2.983,
2006-02,2.990,
2006-03,3.029,
2006-04,3.058,
2006-05,3.096,
2006-06,3.079,
2006-07,3.105,
2006-08,3.107,
2006-09,3.150,
2006-10,3.160,
2006-11,3.194,
2006-12,3.202,
2007-01,3.243,
2007-02,3.277,
2007-03,3.312,
2007-04,3.302,
2007-05,3.363,
2007-06,3.426,
2007-07,3.500,
2007-08,3.520,
2007-09,3.587,
2007-10,3.659,
2007-11,3.826,
2007-12,3.923,
2008-01,3.958,
2008-02,3.966,
2008-03,3.964,
2008-04,4.075,
2008-05,4.134,
2008-06,4.376,
2008-07,4.408,
2008-08,4.509,
2008-09,4.589,
2008-10,4.687,
2008-11,4.745,
2008-12,4.792,
2009-01,4.795,
2009-02,4.819,
2009-03,4.822,
2009-04,4.910,
2009-05,4.888,
2009-06,4.906,
2009-07,4.928,
2009-08,4.960,
2009-09,4.963,
2009-10,5.012,
2009-11,5.006,
2009-12,5.044,
2010-01,5.025,
2010-02,5.043,
2010-03,5.048,
2010-04,5.064,
2010-05,5.071,
2010-06,5.090,
2010-07,5.072,
2010-08,5.147,
2010-09,5.172,
2010-10,5.176,
2010-11,5.192,
2010-12,5.200,
2011-01,5.021,
2011-02,5.042,
2011-03,5.077,
2011-04,5.079,
2011-05,5.113,
2011-06,5.137,
2011-07,5.151,
2011-08,5.147,
2011-09,5.256,
2011-10,5.250,
2011-11,5.282,
2011-12,5.264,
2012-01,5.259,
2012-02,5.343,
2012-03,5.366,
2012-04,5.477,
2012-05,5.554,
2012-06,5.563,
2012-07,5.623,
2012-08,5.711,
2012-09,5.739,
2012-10,5.777,
2012-11,5.780,
2012-12,5.839,
2013-01,5.843,
2013-02,5.894,
2013-03,5.904,
2013-04,5.870,
2013-05,5.929,
2013-06,6.021,
2013-07,6.028,
2013-08,6.068,
2013-09,6.024,
2013-10,6.050,
2013-11,6.073,
2013-12,6.080,
2014-01,6.097,
2014-02,6.110,
2014-03,6.145,
2014-04,6.168,
2014-05,6.183,
2014-06,6.201,
2014-07,6.289,
2014-08,6.282,
2014-09,6.309,
2014-10,6.313,
2014-11,6.322,
2014-12,6.361,Provisional value
