"",BBK01.PQA358,BBK01.PQA358_FLAGS
"",Lending to domestic self-employed persons / Total / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:50,
1968-10,28.714,
1969-01,29.627,
1969-04,30.814,
1969-07,31.707,
1969-10,33.349,
1970-01,34.402,
1970-04,35.568,
1970-07,36.397,
1970-10,37.927,
1971-01,38.763,
1971-04,40.148,
1971-07,41.625,
1971-10,43.333,
1972-01,44.535,
1972-04,46.515,
1972-07,48.247,
1972-10,50.851,
1973-01,52.834,
1973-04,55.008,
1973-07,56.004,
1973-10,57.752,
1974-01,58.338,
1974-04,59.413,
1974-07,59.884,
1974-10,60.605,
1975-01,60.859,
1975-04,61.564,
1975-07,62.125,
1975-10,63.670,
1976-01,64.599,
1976-04,66.576,
1976-07,68.414,
1976-10,70.597,
1977-01,71.639,
1977-04,74.106,
1977-07,75.775,
1977-10,78.339,
1978-01,79.627,
1978-04,82.702,
1978-07,85.189,
1978-10,88.576,
1979-01,90.888,
1979-04,94.851,
1979-07,97.952,
1979-10,101.872,
1980-01,103.697,
1980-04,106.811,
1980-07,108.688,
1980-10,112.721,
1981-01,115.492,
1981-04,117.825,
1981-07,119.849,
1981-10,124.645,
1982-01,125.564,
1982-04,128.594,
1982-07,131.403,
1982-10,136.683,
1983-01,138.066,
1983-04,141.726,
1983-07,144.789,
1983-10,150.411,
1984-01,152.136,
1984-04,155.529,
1984-07,157.931,
1984-10,162.317,
1985-01,163.827,
1985-04,166.066,
1985-07,167.698,
1985-10,176.332,
1986-01,176.906,
1986-04,178.972,
1986-07,180.170,
1986-10,183.459,
1987-01,183.095,
1987-04,184.810,
1987-07,187.077,
1987-10,189.933,
1988-01,190.404,
1988-04,192.965,
1988-07,195.307,
1988-10,198.746,
1989-01,200.131,
1989-04,203.973,
1989-07,205.387,
1989-10,211.942,
1990-01,214.471,
1990-04,218.088,
1990-07,221.182,
1990-10,228.751,
1991-01,231.349,
1991-04,237.230,
1991-07,242.503,
1991-10,253.735,
1992-01,257.487,
1992-04,264.595,
1992-07,270.337,
1992-10,279.224,
1993-01,282.635,
1993-04,289.245,
1993-07,296.479,
1993-10,309.249,
1994-01,313.332,
1994-04,319.506,
1994-07,326.373,
1994-10,338.455,
1995-01,338.961,
1995-04,344.135,
1995-07,349.142,
1995-10,359.615,
1996-01,360.860,
1996-04,364.758,
1996-07,369.636,
1996-10,383.556,
1997-01,384.747,
1997-04,389.377,
1997-07,392.014,
1997-10,399.387,
1998-01,400.264,
1998-04,405.009,
1998-07,409.599,
1998-10,419.887,
1999-01,435.875,
1999-04,444.928,
1999-07,447.637,
1999-10,449.360,
2000-01,449.535,
2000-04,452.610,
2000-07,456.215,
2000-10,458.977,
2001-01,457.544,
2001-04,459.333,
2001-07,458.471,
2001-10,458.585,
2002-01,455.469,
2002-04,456.053,
2002-07,453.475,
2002-10,451.849,
2003-01,448.060,
2003-04,444.523,
2003-07,441.791,
2003-10,436.976,
2004-01,429.516,
2004-04,428.430,
2004-07,426.816,
2004-10,418.992,
2005-01,413.688,
2005-04,412.669,
2005-07,410.863,
2005-10,407.528,
2006-01,406.133,
2006-04,404.179,
2006-07,401.005,
2006-10,396.556,
2007-01,392.660,
2007-04,390.523,
2007-07,388.050,
2007-10,386.584,
2008-01,384.243,
2008-04,383.902,
2008-07,382.445,
2008-10,381.413,
2009-01,378.303,
2009-04,380.341,
2009-07,379.746,
2009-10,378.927,
2010-01,378.145,
2010-04,381.052,
2010-07,381.211,
2010-10,380.383,
2011-01,378.218,
2011-04,379.531,
2011-07,381.757,
2011-10,382.872,
2012-01,381.895,
2012-04,387.929,
2012-07,388.049,
2012-10,388.398,
2013-01,387.268,
2013-04,387.968,
2013-07,388.690,
2013-10,388.008,
2014-01,387.534,
2014-04,388.032,
2014-07,389.318,
2014-10,389.799,
