"",BBK01.QUY131,BBK01.QUY131_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Syria / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:48,
2002-03,0.013,
2002-04,0.013,
2002-05,0.013,
2002-06,0.022,
2002-07,0.027,
2002-08,0.027,
2002-09,0.029,
2002-10,0.029,
2002-11,0.029,
2002-12,0.017,
2003-01,0.027,
2003-02,0.026,
2003-03,0.028,
2003-04,0.027,
2003-05,0.027,
2003-06,0.018,
2003-07,0.026,
2003-08,0.027,
2003-09,0.028,
2003-10,0.027,
2003-11,0.027,
2003-12,0.021,
2004-01,0.027,
2004-02,0.025,
2004-03,0.030,
2004-04,0.028,
2004-05,0.031,
2004-06,0.023,
2004-07,0.028,
2004-08,0.029,
2004-09,0.029,
2004-10,0.027,
2004-11,0.040,
2004-12,0.033,
2005-01,0.043,
2005-02,0.042,
2005-03,0.045,
2005-04,0.039,
2005-05,0.035,
2005-06,0.022,
2005-07,0.033,
2005-08,0.035,
2005-09,0.038,
2005-10,0.041,
2005-11,0.050,
2005-12,0.037,
2006-01,0.037,
2006-02,0.047,
2006-03,0.048,
2006-04,0.040,
2006-05,0.061,
2006-06,0.040,
2006-07,0.055,
2006-08,0.063,
2006-09,0.051,
2006-10,0.055,
2006-11,0.053,
2006-12,0.035,
2007-01,0.045,
2007-02,0.051,
2007-03,0.046,
2007-04,0.053,
2007-05,0.048,
2007-06,0.046,
2007-07,0.044,
2007-08,0.039,
2007-09,0.038,
2007-10,0.037,
2007-11,0.040,
2007-12,0.054,
2008-01,0.035,
2008-02,0.039,
2008-03,0.053,
2008-04,0.036,
2008-05,0.037,
2008-06,0.032,
2008-07,0.030,
2008-08,0.029,
2008-09,0.030,
2008-10,0.035,
2008-11,0.034,
2008-12,0.033,
2009-01,0.034,
2009-02,0.033,
2009-03,0.033,
2009-04,0.037,
2009-05,0.035,
2009-06,0.038,
2009-07,0.039,
2009-08,0.033,
2009-09,0.034,
2009-10,0.040,
2009-11,0.038,
2009-12,0.035,
2010-01,0.043,
2010-02,0.043,
2010-03,0.042,
2010-04,0.041,
2010-05,0.043,
2010-06,0.039,
2010-07,0.041,
2010-08,0.038,
2010-09,0.033,
2010-10,0.034,
2010-11,0.037,
2010-12,0.036,
2011-01,0.039,
2011-02,0.040,
2011-03,0.038,
2011-04,0.038,
2011-05,0.040,
2011-06,0.038,
2011-07,0.041,
2011-08,0.041,
2011-09,0.041,
2011-10,0.041,
2011-11,0.039,
2011-12,0.030,
2012-01,0.030,
2012-02,0.043,
2012-03,0.027,
2012-04,0.025,
2012-05,0.024,
2012-06,0.023,
2012-07,0.022,
2012-08,0.022,
2012-09,0.022,
2012-10,0.022,
2012-11,0.022,
2012-12,0.007,
2013-01,0.007,
2013-02,0.007,
2013-03,0.007,
2013-04,0.006,
2013-05,0.006,
2013-06,0.004,
2013-07,0.003,
2013-08,0.004,
2013-09,0.003,
2013-10,0.003,
2013-11,0.003,
2013-12,0.002,
2014-01,0.002,
2014-02,0.002,
2014-03,0.002,
2014-04,0.002,
2014-05,0.002,
2014-06,0.002,
2014-07,0.002,
2014-08,0.002,
2014-09,0.002,
2014-10,0.003,
