"",BBK01.SU0051,BBK01.SU0051_FLAGS
"","Lending rates of banks / Mortgage loans secured by residential real estate with variable interest rates, effective interest rate / Highest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:08,
1982-06,12.88,
1982-07,13.17,
1982-08,13.41,
1982-09,12.78,
1982-10,12.31,
1982-11,11.24,
1982-12,10.68,
1983-01,10.12,
1983-02,10.53,
1983-03,10.12,
1983-04,9.15,
1983-05,9.15,
1983-06,9.25,
1983-07,9.47,
1983-08,9.44,
1983-09,9.75,
1983-10,9.63,
1983-11,9.52,
1983-12,9.58,
1984-01,9.48,
1984-02,9.52,
1984-03,9.39,
1984-04,9.18,
1984-05,9.39,
1984-06,9.41,
1984-07,9.48,
1984-08,9.39,
1984-09,9.23,
1984-10,9.24,
1984-11,9.26,
1984-12,9.15,
1985-01,8.85,
1985-02,8.97,
1985-03,8.99,
1985-04,9.15,
1985-05,9.14,
1985-06,8.97,
1985-07,8.90,
1985-08,8.61,
1985-09,8.31,
1985-10,8.37,
1985-11,8.34,
1985-12,8.39,
1986-01,8.37,
1986-02,8.34,
1986-03,8.30,
1986-04,7.87,
1986-05,7.80,
1986-06,7.87,
1986-07,7.87,
1986-08,7.80,
1986-09,7.77,
1986-10,7.76,
1986-11,7.80,
1986-12,7.87,
1987-01,7.85,
1987-02,7.77,
1987-03,7.60,
1987-04,7.37,
1987-05,7.33,
1987-06,7.33,
1987-07,7.23,
1987-08,7.34,
1987-09,7.33,
1987-10,7.60,
1987-11,7.53,
1987-12,7.45,
1988-01,7.45,
1988-02,7.07,
1988-03,7.18,
1988-04,7.03,
1988-05,7.03,
1988-06,6.98,
1988-07,7.23,
1988-08,7.52,
1988-09,7.77,
1988-10,7.56,
1988-11,7.56,
1988-12,7.77,
1989-01,7.82,
1989-02,8.07,
1989-03,8.58,
1989-04,8.58,
1989-05,8.57,
1989-06,8.57,
1989-07,8.63,
1989-08,8.78,
1989-09,8.87,
1989-10,9.68,
1989-11,9.72,
1989-12,9.93,
1990-01,9.94,
1990-02,10.22,
1990-03,10.48,
1990-04,10.43,
1990-05,10.43,
1990-06,10.48,
1990-07,10.76,
1990-08,10.64,
1990-09,10.78,
1990-10,10.79,
1990-11,11.03,
1990-12,11.10,
1991-01,11.31,
1991-02,11.39,
1991-03,11.31,
1991-04,11.37,
1991-05,11.10,
1991-06,11.31,
1991-07,11.31,
1991-08,11.59,
1991-09,11.60,
1991-10,11.60,
1991-11,11.60,
1991-12,11.60,
1992-01,12.14,
1992-02,12.10,
1992-03,12.10,
1992-04,12.14,
1992-05,12.38,
1992-06,12.14,
1992-07,12.14,
1992-08,12.38,
1992-09,12.38,
1992-10,12.14,
1992-11,12.14,
1992-12,12.02,
1993-01,12.14,
1993-02,11.59,
1993-03,11.31,
1993-04,11.59,
1993-05,11.31,
1993-06,11.59,
1993-07,11.31,
1993-08,10.76,
1993-09,10.76,
1993-10,10.48,
1993-11,10.21,
1993-12,9.94,
1994-01,9.94,
1994-02,9.83,
1994-03,9.66,
1994-04,9.66,
1994-05,9.12,
1994-06,8.85,
1994-07,8.85,
1994-08,8.85,
1994-09,8.85,
1994-10,9.12,
1994-11,9.06,
1994-12,9.32,
1995-01,9.12,
1995-02,9.12,
1995-03,9.06,
1995-04,8.96,
1995-05,8.90,
1995-06,8.85,
1995-07,8.85,
1995-08,8.58,
1995-09,8.52,
1995-10,8.58,
1995-11,8.58,
1995-12,8.31,
1996-01,8.31,
1996-02,8.04,
1996-03,8.04,
1996-04,8.04,
1996-05,7.83,
1996-06,7.77,
1996-07,7.98,
1996-08,7.77,
1996-09,7.77,
1996-10,7.77,
1996-11,7.77,
1996-12,7.77,
1997-01,7.77,
1997-02,7.77,
1997-03,7.77,
1997-04,7.72,
1997-05,7.61,
1997-06,7.61,
1997-07,7.61,
1997-08,7.61,
1997-09,7.55,
1997-10,7.61,
1997-11,7.72,
1997-12,7.50,
1998-01,7.61,
1998-02,7.61,
1998-03,7.72,
1998-04,7.61,
1998-05,7.61,
1998-06,7.61,
1998-07,7.61,
1998-08,7.61,
1998-09,7.50,
1998-10,7.50,
1998-11,7.23,
1998-12,7.23,
1999-01,7.18,
1999-02,7.16,
1999-03,7.01,
1999-04,7.01,
1999-05,6.97,
1999-06,6.97,
1999-07,7.01,
1999-08,6.97,
1999-09,6.97,
1999-10,7.07,
1999-11,6.97,
1999-12,7.07,
2000-01,7.34,
2000-02,7.48,
2000-03,7.45,
2000-04,7.50,
2000-05,7.67,
2000-06,7.77,
2000-07,7.77,
2000-08,8.04,
2000-09,7.87,
2000-10,8.03,
2000-11,8.03,
2000-12,8.03,
2001-01,8.11,
2001-02,8.03,
2001-03,8.03,
2001-04,8.03,
2001-05,8.03,
2001-06,8.03,
2001-07,8.03,
2001-08,8.03,
2001-09,7.82,
2001-10,7.73,
2001-11,7.71,
2001-12,7.60,
2002-01,7.50,
2002-02,7.50,
2002-03,7.50,
2002-04,7.60,
2002-05,7.50,
2002-06,7.50,
2002-07,7.49,
2002-08,7.23,
2002-09,7.49,
2002-10,7.34,
2002-11,7.34,
2002-12,7.50,
2003-01,7.23,
2003-02,7.23,
2003-03,7.23,
2003-04,7.23,
2003-05,7.23,
2003-06,7.23,
"",General: Since January 1991 the rates of banks in the new Länder have been included in the interest rate survey. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.,
