"",BBK01.WX4661,BBK01.WX4661_FLAGS
"",Yields on debt securities outstanding issued by residents / State government securities (Bundeslaender) / Mean residual maturity of more than 9 and up to 10 years / Monthly average,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:11,
2011-01,3.4,
2011-02,3.5,
2011-03,3.6,
2011-04,3.7,
2011-05,3.6,
2011-06,3.5,
2011-07,3.4,
2011-08,3.1,
2011-09,2.8,
2011-10,2.8,
2011-11,2.8,
2011-12,2.8,
2012-01,2.6,
2012-02,2.6,
2012-03,2.5,
2012-04,2.4,
2012-05,2.1,
2012-06,2.1,
2012-07,1.9,
2012-08,1.9,
2012-09,1.9,
2012-10,1.9,
2012-11,1.8,
2012-12,1.7,
2013-01,1.8,
2013-02,1.9,
2013-03,1.8,
2013-04,1.7,
2013-05,1.7,
2013-06,1.9,
2013-07,2.0,
2013-08,2.1,
2013-09,2.2,
2013-10,2.1,
2013-11,2.1,
2013-12,2.1,
2014-01,2.2,
2014-02,2.0,
2014-03,1.9,
2014-04,1.8,
2014-05,1.7,
2014-06,1.6,
2014-07,1.5,
2014-08,1.3,
2014-09,1.2,
2014-10,1.1,
2014-11,1.0,
2014-12,0.9,
2015-01,0.8,
