"",BBK01.WT4106,BBK01.WT4106_FLAGS
"","DE0001135275 / Yields / 4,000 Bund 05/37",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:35:07,
2005-01-26,4.08,
2005-01-27,4.08,
2005-01-28,4.06,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,4.05,
2005-02-01,4.02,
2005-02-02,4.01,
2005-02-03,3.99,
2005-02-04,4.01,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,3.92,
2005-02-08,3.91,
2005-02-09,3.84,
2005-02-10,3.84,
2005-02-11,3.88,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,3.95,
2005-02-15,3.94,
2005-02-16,3.96,
2005-02-17,4.00,
2005-02-18,4.07,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,4.12,
2005-02-22,4.14,
2005-02-23,4.15,
2005-02-24,4.20,
2005-02-25,4.19,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,4.15,
2005-03-01,4.18,
2005-03-02,4.21,
2005-03-03,4.27,
2005-03-04,4.24,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,4.15,
2005-03-08,4.15,
2005-03-09,4.22,
2005-03-10,4.27,
2005-03-11,4.26,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,4.30,
2005-03-15,4.24,
2005-03-16,4.21,
2005-03-17,4.16,
2005-03-18,4.18,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,4.18,
2005-03-22,4.16,
2005-03-23,4.17,
2005-03-24,4.17,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,4.18,
2005-03-30,4.14,
2005-03-31,4.12,
2005-04-01,4.10,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,4.08,
2005-04-05,4.10,
2005-04-06,4.11,
2005-04-07,4.14,
2005-04-08,4.13,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,4.11,
2005-04-12,4.10,
2005-04-13,4.09,
2005-04-14,4.09,
2005-04-15,4.07,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,4.04,
2005-04-19,4.00,
2005-04-20,4.04,
2005-04-21,4.04,
2005-04-22,4.03,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,4.01,
2005-04-26,3.99,
2005-04-27,3.98,
2005-04-28,3.96,
2005-04-29,3.94,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,3.95,
2005-05-03,3.95,
2005-05-04,3.95,
2005-05-05,3.98,
2005-05-06,3.96,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,3.99,
2005-05-10,3.93,
2005-05-11,3.88,
2005-05-12,3.88,
2005-05-13,3.84,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,3.86,
2005-05-17,3.86,
2005-05-18,3.83,
2005-05-19,3.81,
2005-05-20,3.83,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,3.84,
2005-05-24,3.76,
2005-05-25,3.77,
2005-05-26,3.81,
2005-05-27,3.83,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,3.89,
2005-05-31,3.84,
2005-06-01,3.82,
2005-06-02,3.78,
2005-06-03,3.74,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,3.74,
2005-06-07,3.67,
2005-06-08,3.62,
2005-06-09,3.62,
2005-06-10,3.63,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,3.66,
2005-06-14,3.70,
2005-06-15,3.76,
2005-06-16,3.87,
2005-06-17,3.78,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,3.80,
2005-06-21,3.74,
2005-06-22,3.64,
2005-06-23,3.66,
2005-06-24,3.65,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,3.62,
2005-06-28,3.65,
2005-06-29,3.72,
2005-06-30,3.67,
2005-07-01,3.66,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,3.70,
2005-07-05,3.73,
2005-07-06,3.72,
2005-07-07,3.63,
2005-07-08,3.70,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,3.70,
2005-07-12,3.75,
2005-07-13,3.76,
2005-07-14,3.78,
2005-07-15,3.80,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,3.77,
2005-07-19,3.81,
2005-07-20,3.80,
2005-07-21,3.77,
2005-07-22,3.78,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,3.75,
2005-07-26,3.75,
2005-07-27,3.71,
2005-07-28,3.75,
2005-07-29,3.72,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,3.78,
2005-08-02,3.79,
2005-08-03,3.82,
2005-08-04,3.81,
2005-08-05,3.81,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,3.83,
2005-08-09,3.83,
2005-08-10,3.80,
2005-08-11,3.82,
2005-08-12,3.77,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,3.75,
2005-08-16,3.76,
2005-08-17,3.72,
2005-08-18,3.69,
2005-08-19,3.67,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,3.67,
2005-08-23,3.67,
2005-08-24,3.65,
2005-08-25,3.63,
2005-08-26,3.63,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,3.67,
2005-08-30,3.65,
2005-08-31,3.61,
2005-09-01,3.59,
2005-09-02,3.56,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,3.54,
2005-09-06,3.56,
2005-09-07,3.56,
2005-09-08,3.58,
2005-09-09,3.55,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,3.54,
2005-09-13,3.64,
2005-09-14,3.58,
2005-09-15,3.59,
2005-09-16,3.62,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,3.61,
2005-09-20,3.58,
2005-09-21,3.53,
2005-09-22,3.48,
2005-09-23,3.52,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,3.58,
2005-09-27,3.61,
2005-09-28,3.62,
2005-09-29,3.56,
2005-09-30,3.57,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,3.60,
2005-10-04,3.62,
2005-10-05,3.58,
2005-10-06,3.62,
2005-10-07,3.62,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,3.60,
2005-10-11,3.59,
2005-10-12,3.63,
2005-10-13,3.69,
2005-10-14,3.71,
