"",BBK01.QUV838,BBK01.QUV838_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Indonesia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:23:50,
2001-12,5.221,
2002-01,5.221,
2002-02,5.205,
2002-03,5.198,
2002-04,5.114,
2002-05,5.031,
2002-06,4.882,
2002-07,4.861,
2002-08,4.808,
2002-09,4.798,
2002-10,4.756,
2002-11,4.774,
2002-12,4.646,
2003-01,4.568,
2003-02,4.586,
2003-03,4.551,
2003-04,4.527,
2003-05,4.509,
2003-06,4.457,
2003-07,4.441,
2003-08,4.522,
2003-09,4.427,
2003-10,4.351,
2003-11,4.309,
2003-12,4.226,
2004-01,4.214,
2004-02,4.195,
2004-03,4.222,
2004-04,4.219,
2004-05,4.175,
2004-06,4.096,
2004-07,4.080,
2004-08,4.080,
2004-09,4.053,
2004-10,4.008,
2004-11,3.949,
2004-12,3.827,
2005-01,3.837,
2005-02,3.825,
2005-03,3.832,
2005-04,3.811,
2005-05,3.825,
2005-06,3.826,
2005-07,3.764,
2005-08,3.753,
2005-09,3.724,
2005-10,3.792,
2005-11,3.797,
2005-12,3.763,
2006-01,3.701,
2006-02,3.718,
2006-03,3.685,
2006-04,3.642,
2006-05,3.634,
2006-06,3.575,
2006-07,3.535,
2006-08,3.543,
2006-09,3.541,
2006-10,3.514,
2006-11,3.469,
2006-12,3.351,
2007-01,3.333,
2007-02,3.307,
2007-03,3.293,
2007-04,3.256,
2007-05,3.181,
2007-06,3.153,
2007-07,3.083,
2007-08,3.072,
2007-09,3.042,
2007-10,2.993,
2007-11,2.962,
2007-12,2.864,
2008-01,2.836,
2008-02,2.839,
2008-03,2.811,
2008-04,2.809,
2008-05,2.795,
2008-06,2.684,
2008-07,2.683,
2008-08,2.705,
2008-09,2.712,
2008-10,2.753,
2008-11,2.733,
2008-12,2.569,
2009-01,2.584,
2009-02,2.585,
2009-03,2.594,
2009-04,2.585,
2009-05,2.527,
2009-06,2.414,
2009-07,2.401,
2009-08,1.552,
2009-09,1.537,
2009-10,1.523,
2009-11,1.526,
2009-12,1.448,
2010-01,1.435,
2010-02,1.424,
2010-03,1.422,
2010-04,1.418,
2010-05,1.441,
2010-06,1.356,
2010-07,1.316,
2010-08,1.333,
2010-09,1.308,
2010-10,1.308,
2010-11,1.343,
2010-12,1.308,
2011-01,1.287,
2011-02,1.298,
2011-03,1.294,
2011-04,1.270,
2011-05,1.280,
2011-06,1.254,
2011-07,1.264,
2011-08,1.258,
2011-09,1.286,
2011-10,1.281,
2011-11,1.300,
2011-12,1.266,
2012-01,1.233,
2012-02,1.222,
2012-03,1.245,
2012-04,1.245,
2012-05,1.266,
2012-06,1.210,
2012-07,1.203,
2012-08,1.197,
2012-09,1.197,
2012-10,1.155,
2012-11,1.176,
2012-12,1.133,
2013-01,1.129,
2013-02,1.142,
2013-03,1.164,
2013-04,1.160,
2013-05,1.167,
2013-06,1.132,
2013-07,1.129,
2013-08,1.125,
2013-09,1.116,
2013-10,1.118,
2013-11,1.137,
2013-12,1.079,
2014-01,1.086,
2014-02,1.104,
2014-03,1.116,
2014-04,1.127,
2014-05,1.132,
2014-06,1.082,
2014-07,1.094,
2014-08,1.116,
2014-09,1.182,
2014-10,1.196,
2014-11,1.359,
2014-12,1.320,
