"",BBK01.CEF509,BBK01.CEF509_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Total           creditor: Non-MMF investment funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:20,
1999-01,237.9,
1999-04,265.8,
1999-07,262.8,
1999-10,360.3,
2000-01,394.4,
2000-04,390.8,
2000-07,415.6,
2000-10,387.5,
2001-01,346.3,
2001-04,360.2,
2001-07,272.4,
2001-10,325.9,
2002-01,334.4,
2002-04,277.7,
2002-07,215.0,
2002-10,215.1,
2003-01,184.4,
2003-04,213.7,
2003-07,219.8,
2003-10,248.7,
2004-01,260.7,
2004-04,261.8,
2004-07,253.7,
2004-10,268.4,
2005-01,279.1,
2005-04,296.1,
2005-07,322.4,
2005-10,346.5,
2006-01,380.7,
2006-04,350.8,
2006-07,370.1,
2006-10,394.4,
2007-01,402.5,
2007-04,427.4,
2007-07,408.7,
2007-10,395.6,
2008-01,338.4,
2008-04,338.0,
2008-07,303.9,
2008-10,246.4,
2009-01,236.7,
2009-04,269.9,
2009-07,293.3,
2009-10,326.1,
2010-01,348.5,
2010-04,339.1,
2010-07,360.9,
2010-10,397.6,
2011-01,398.4,
2011-04,400.9,
2011-07,349.1,
2011-10,372.6,
2012-01,407.2,
2012-04,395.4,
2012-07,430.6,
2012-10,456.3,
2013-01,488.3,
2013-04,482.5,
2013-07,514.2,
2013-10,541.7,
2014-01,549.8,
2014-04,574.5,
2014-07,586.7,
