"",BBK01.OEAH21O,BBK01.OEAH21O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:55,
2002-01,3.932,
2002-04,4.173,
2002-07,4.092,
2002-10,4.198,
2003-01,4.487,
2003-04,4.668,
2003-07,5.320,
2003-10,5.613,
2004-01,6.556,
2004-04,6.989,
2004-07,7.253,
2004-10,8.251,
2005-01,18.875,
2005-04,18.903,
2005-07,19.209,
2005-10,19.730,
2006-01,20.150,
2006-04,20.088,
2006-07,20.605,
2006-10,20.932,
2007-01,21.016,
2007-04,21.176,
2007-07,21.220,
2007-10,21.651,
2008-01,22.121,
2008-04,22.081,
2008-07,17.760,
2008-10,18.598,
2009-01,19.500,
2009-04,19.478,
2009-07,19.734,
2009-10,20.706,
2010-01,20.714,
2010-04,20.800,
2010-07,20.671,
2010-10,20.457,
2011-01,20.177,
2011-04,20.033,
2011-07,19.986,
2011-10,19.761,
2012-01,19.676,
2012-04,19.554,
2012-07,19.560,
2012-10,19.730,
2013-01,19.491,
2013-04,19.007,
2013-07,18.580,
2013-10,18.649,
2014-01,18.532,
2014-04,18.617,
2014-07,18.299,
