"",BBK01.TUD434,BBK01.TUD434_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in the home country / with agreed maturities / of which: up to 2 years / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:21,
1979-12,81538,
1980-01,78630,
1980-02,80860,
1980-03,80736,
1980-04,81352,
1980-05,84484,
1980-06,82257,
1980-07,84474,
1980-08,86764,
1980-09,83456,
1980-10,86071,
1980-11,88321,
1980-12,95737,
1981-01,93362,
1981-02,95637,
1981-03,96595,
1981-04,101531,
1981-05,105215,
1981-06,103596,
1981-07,108442,
1981-08,112433,
1981-09,112230,
1981-10,114091,
1981-11,112907,
1981-12,118613,
1982-01,117124,
1982-02,117828,
1982-03,116034,
1982-04,116915,
1982-05,118937,
1982-06,115851,
1982-07,118914,
1982-08,120815,
1982-09,119370,
1982-10,121061,
1982-11,116681,
1982-12,122298,
1983-01,116911,
1983-02,116542,
1983-03,112931,
1983-04,111123,
1983-05,111804,
1983-06,108771,
1983-07,110761,
1983-08,113169,
1983-09,112487,
1983-10,114347,
1983-11,112202,
1983-12,117531,
1984-01,114293,
1984-02,115756,
1984-03,112866,
1984-04,114223,
1984-05,117597,
1984-06,115896,
1984-07,118186,
1984-08,122013,
1984-09,120906,
1984-10,122847,
1984-11,121029,
1984-12,123311,
1985-01,122305,
1985-02,123994,
1985-03,121578,
1985-04,123096,
1985-05,125998,
1985-06,124991,
1985-07,125426,
1985-08,126906,
1985-09,123295,
1985-10,124321,
1985-11,123323,
1985-12,132368,
1986-01,133219,
1986-02,132784,
1986-03,127183,
1986-04,124551,
1986-05,126848,
1986-06,126536,
1986-07,128570,
1986-08,132771,
1986-09,130195,
1986-10,133699,
1986-11,134282,
1986-12,136876,
1987-01,138455,
1987-02,137703,
1987-03,132836,
1987-04,132229,
1987-05,135422,
1987-06,130234,
1987-07,131982,
1987-08,134265,
1987-09,131208,
1987-10,134472,
1987-11,134910,
1987-12,141619,
1988-01,139606,
1988-02,137510,
1988-03,132272,
1988-04,133112,
1988-05,134349,
1988-06,130925,
1988-07,130572,
1988-08,134572,
1988-09,136215,
1988-10,138331,
1988-11,139761,
1988-12,144191,
1989-01,141857,
1989-02,143477,
1989-03,143754,
1989-04,146689,
1989-05,148767,
1989-06,148996,
1989-07,153027,
1989-08,158111,
1989-09,158934,
1989-10,161679,
1989-11,165597,
1989-12,176496,
1990-01,179810,
1990-02,183653,
1990-03,183291,
1990-04,184968,
1990-05,190374,
1990-06,191153,
1990-07,192378,
1990-08,202440,
1990-09,205777,
1990-10,210977,
1990-11,212747,
1990-12,221120,
1991-01,227207,
1991-02,232945,
1991-03,230848,
1991-04,232136,
1991-05,237385,
1991-06,236535,
1991-07,237676,
1991-08,245367,
1991-09,244567,
1991-10,248193,
1991-11,251460,
1991-12,261619,
1992-01,269662,
1992-02,274438,
1992-03,272879,
1992-04,274977,
1992-05,280095,
1992-06,278701,
1992-07,284632,
1992-08,289979,
1992-09,297868,
1992-10,296085,
1992-11,289193,
1992-12,288128,
1993-01,295927,
1993-02,297772,
1993-03,297721,
1993-04,299875,
1993-05,304382,
1993-06,302335,
1993-07,307370,
1993-08,308495,
1993-09,303687,
1993-10,305528,
1993-11,303333,
1993-12,321326,
1994-01,325532,
1994-02,326659,
1994-03,326608,
1994-04,325875,
1994-05,324583,
1994-06,315706,
1994-07,313201,
1994-08,310175,
1994-09,301122,
1994-10,295314,
1994-11,284571,
1994-12,280803,
1995-01,278982,
1995-02,274427,
1995-03,269425,
1995-04,263730,
1995-05,263887,
1995-06,255716,
1995-07,252735,
1995-08,255764,
1995-09,250774,
1995-10,245321,
1995-11,240717,
1995-12,241328,
1996-01,243962,
1996-02,242115,
1996-03,235521,
1996-04,230872,
1996-05,231244,
1996-06,225119,
1996-07,223623,
1996-08,226545,
1996-09,221123,
1996-10,217828,
1996-11,212989,
1996-12,220144,
1997-01,224846,
1997-02,221580,
1997-03,216646,
1997-04,215063,
1997-05,216509,
1997-06,208759,
1997-07,208602,
1997-08,210877,
1997-09,206901,
1997-10,208497,
1997-11,209746,
1997-12,218207,
1998-01,218310,
1998-02,217911,
1998-03,212062,
1998-04,211641,
1998-05,216382,
1998-06,210043,
1998-07,213795,
1998-08,215892,
1998-09,212397,
1998-10,214294,
1998-11,213733,
1998-12,235998,
1999-01,238399,
1999-02,237562,
1999-03,238147,
1999-04,232708,
1999-05,232752,
1999-06,226185,
1999-07,227707,
1999-08,229815,
1999-09,227068,
1999-10,232155,
1999-11,234067,
1999-12,247049,
2000-01,239046,
2000-02,240313,
2000-03,239389,
2000-04,236520,
2000-05,245782,
2000-06,243654,
2000-07,245091,
2000-08,251839,
