"",BBK01.OEAC10H,BBK01.OEAC10H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:33,
2002-01,119.916,
2002-04,119.332,
2002-07,118.945,
2002-10,118.648,
2003-01,118.162,
2003-04,117.655,
2003-07,128.785,
2003-10,129.664,
2004-01,128.782,
2004-04,128.665,
2004-07,127.814,
2004-10,124.441,
2005-01,123.867,
2005-04,122.906,
2005-07,122.365,
2005-10,121.615,
2006-01,121.296,
2006-04,119.938,
2006-07,119.502,
2006-10,117.647,
2007-01,117.678,
2007-04,115.418,
2007-07,114.555,
2007-10,111.550,
2008-01,110.176,
2008-04,109.005,
2008-07,107.879,
2008-10,106.208,
2009-01,104.495,
2009-04,90.806,
2009-07,90.307,
2009-10,90.279,
2010-01,88.567,
2010-04,88.592,
2010-07,88.130,
2010-10,87.926,
2011-01,86.788,
2011-04,87.159,
2011-07,87.336,
2011-10,88.382,
2012-01,88.288,
2012-04,88.871,
2012-07,87.113,
2012-10,86.877,
2013-01,86.590,
2013-04,86.777,
2013-07,84.806,
2013-10,84.642,
2014-01,84.254,
2014-04,83.865,
2014-07,84.800,
