"",BBK01.TU2075,BBK01.TU2075_FLAGS
"",Deposits / of non-banks (non-MFIs) / German non-banks / Medium and long term / of which: enterprises and households,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:50,
1984-12,0.140,
1985-01,0.137,
1985-02,0.144,
1985-03,0.134,
1985-04,0.137,
1985-05,0.135,
1985-06,0.138,
1985-07,0.172,
1985-08,0.175,
1985-09,0.192,
1985-10,0.289,
1985-11,0.286,
1985-12,0.288,
1986-01,0.288,
1986-02,0.274,
1986-03,0.514,
1986-04,0.517,
1986-05,0.524,
1986-06,0.517,
1986-07,0.541,
1986-08,0.534,
1986-09,0.485,
1986-10,0.889,
1986-11,0.883,
1986-12,0.879,
1987-01,0.883,
1987-02,0.936,
1987-03,0.973,
1987-04,0.978,
1987-05,0.960,
1987-06,0.892,
1987-07,0.915,
1987-08,0.919,
1987-09,0.931,
1987-10,0.960,
1987-11,0.707,
1987-12,0.452,
1988-01,0.471,
1988-02,0.515,
1988-03,0.534,
1988-04,0.538,
1988-05,0.472,
1988-06,0.481,
1988-07,0.463,
1988-08,0.494,
1988-09,0.496,
1988-10,0.484,
1988-11,0.457,
1988-12,0.485,
1989-01,0.640,
1989-02,0.708,
1989-03,0.720,
1989-04,0.747,
1989-05,0.856,
1989-06,0.971,
1989-07,0.954,
1989-08,0.955,
1989-09,0.934,
1989-10,0.968,
1989-11,0.941,
1989-12,0.992,
1990-01,1.007,
1990-02,1.010,
1990-03,1.069,
1990-04,1.144,
1990-05,1.236,
1990-06,1.356,
1990-07,1.408,
1990-08,1.518,
1990-09,1.517,
1990-10,1.515,
1990-11,1.530,
1990-12,1.558,
1991-01,1.588,
1991-02,1.614,
1991-03,1.571,
1991-04,1.644,
1991-05,1.573,
1991-06,1.536,
1991-07,1.489,
1991-08,1.367,
1991-09,1.278,
1991-10,1.361,
1991-11,1.396,
1991-12,1.345,
1992-01,1.483,
1992-02,1.581,
1992-03,1.614,
1992-04,1.805,
1992-05,1.826,
1992-06,1.662,
1992-07,1.634,
1992-08,1.663,
1992-09,1.517,
1992-10,1.497,
1992-11,1.471,
1992-12,1.641,
1993-01,1.840,
1993-02,1.765,
1993-03,1.704,
1993-04,1.673,
1993-05,1.739,
1993-06,1.725,
1993-07,1.716,
1993-08,1.723,
1993-09,1.709,
1993-10,1.753,
1993-11,1.764,
1993-12,1.683,
1994-01,1.756,
1994-02,1.670,
1994-03,1.191,
1994-04,1.263,
1994-05,1.223,
1994-06,1.339,
1994-07,1.521,
1994-08,1.323,
1994-09,1.432,
1994-10,1.640,
1994-11,1.647,
1994-12,1.570,
1995-01,1.607,
1995-02,1.728,
1995-03,1.707,
1995-04,1.769,
1995-05,1.914,
1995-06,1.987,
1995-07,2.012,
1995-08,2.138,
1995-09,2.737,
1995-10,2.702,
1995-11,2.677,
1995-12,2.611,
1996-01,2.777,
1996-02,2.763,
1996-03,2.784,
1996-04,3.003,
1996-05,3.040,
1996-06,3.807,
1996-07,2.937,
1996-08,2.848,
1996-09,2.788,
1996-10,2.815,
1996-11,3.689,
1996-12,3.808,
1997-01,3.602,
1997-02,3.571,
1997-03,3.666,
1997-04,3.619,
1997-05,3.557,
1997-06,3.498,
1997-07,3.454,
1997-08,3.506,
1997-09,3.482,
1997-10,3.427,
1997-11,3.517,
1997-12,3.598,
1998-01,3.585,
1998-02,3.482,
1998-03,3.524,
1998-04,3.486,
1998-05,3.060,
1998-06,3.088,
1998-07,3.144,
1998-08,3.209,
1998-09,3.255,
1998-10,3.305,
1998-11,2.935,
1998-12,3.027,
1999-01,0.927,
1999-02,1.159,
1999-03,0.843,
1999-04,0.885,
1999-05,0.925,
1999-06,1.439,
1999-07,1.445,
1999-08,1.504,
1999-09,1.290,
1999-10,1.343,
1999-11,1.682,
1999-12,1.697,
2000-01,1.687,
2000-02,1.720,
2000-03,2.552,
2000-04,2.744,
2000-05,2.717,
2000-06,2.677,
2000-07,2.717,
2000-08,2.629,
2000-09,2.722,
2000-10,2.774,
2000-11,2.653,
2000-12,3.213,
2001-01,3.751,
2001-02,3.777,
2001-03,3.874,
2001-04,3.928,
2001-05,3.979,
2001-06,4.093,
2001-07,3.800,
2001-08,4.305,
2001-09,3.703,
2001-10,3.884,
2001-11,5.651,
2001-12,3.831,
2002-01,3.816,
2002-02,3.793,
2002-03,3.793,
2002-04,3.738,
2002-05,3.726,
2002-06,3.680,
2002-07,6.831,
2002-08,4.244,
2002-09,4.598,
2002-10,4.548,
2002-11,4.221,
2002-12,4.458,
2003-01,4.485,
2003-02,4.522,
2003-03,4.441,
2003-04,4.471,
