"",BBK01.QUY156,BBK01.QUY156_FLAGS
"","Consolidated German banks: Foreign money market paper, bonds and notes, shares / Ecuador / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:26,
2002-03,0.032,
2002-04,0.003,
2002-05,0.001,
2002-06,0.000,
2002-07,0.002,
2002-08,0.001,
2002-09,0.001,
2002-10,0.002,
2002-11,0.001,
2002-12,0.001,
2003-01,0.001,
2003-02,0.001,
2003-03,0.001,
2003-04,0.002,
2003-05,0.002,
2003-06,0.004,
2003-07,0.037,
2003-08,0.057,
2003-09,0.075,
2003-10,0.055,
2003-11,0.065,
2003-12,0.065,
2004-01,0.052,
2004-02,0.053,
2004-03,0.057,
2004-04,0.057,
2004-05,0.043,
2004-06,0.057,
2004-07,0.056,
2004-08,0.057,
2004-09,0.060,
2004-10,0.068,
2004-11,0.051,
2004-12,0.077,
2005-01,0.084,
2005-02,0.086,
2005-03,0.078,
2005-04,0.088,
2005-05,0.074,
2005-06,0.087,
2005-07,0.108,
2005-08,0.070,
2005-09,0.106,
2005-10,0.088,
2005-11,0.094,
2005-12,0.098,
2006-01,0.112,
2006-02,0.121,
2006-03,0.122,
2006-04,0.087,
2006-05,0.097,
2006-06,0.085,
2006-07,0.074,
2006-08,0.098,
2006-09,0.102,
2006-10,0.079,
2006-11,0.075,
2006-12,0.061,
2007-01,0.129,
2007-02,0.141,
2007-03,0.099,
2007-04,0.086,
2007-05,0.091,
2007-06,0.010,
2007-07,0.068,
2007-08,0.059,
2007-09,0.056,
2007-10,0.063,
2007-11,0.077,
2007-12,0.007,
2008-01,0.008,
2008-02,0.002,
2008-03,0.004,
2008-04,0.007,
2008-05,0.006,
2008-06,0.006,
2008-07,0.004,
2008-08,0.009,
2008-09,0.011,
2008-10,0.012,
2008-11,0.014,
2008-12,0.013,
2009-01,0.014,
2009-02,0.015,
2009-03,0.045,
2009-04,0.044,
2009-05,0.050,
2009-06,0.008,
2009-07,0.008,
2009-08,0.008,
2009-09,0.009,
2009-10,0.009,
2009-11,0.009,
2009-12,0.009,
2010-01,0.009,
2010-02,0.008,
2010-03,0.008,
2010-04,0.008,
2010-05,0.010,
2010-06,0.010,
2010-07,0.009,
2010-08,0.009,
2010-09,0.008,
2010-10,0.009,
2010-11,0.010,
2010-12,0.007,
2011-01,0.007,
2011-02,0.008,
2011-03,0.008,
2011-04,0.008,
2011-05,0.008,
2011-06,0.008,
2011-07,0.008,
2011-08,0.009,
2011-09,0.008,
2011-10,0.008,
2011-11,0.008,
2011-12,0.009,
2012-01,0.008,
2012-02,0.008,
2012-03,0.008,
2012-04,0.008,
2012-05,0.009,
2012-06,0.000,
2012-07,0.000,
2012-08,0.000,
2012-09,0.000,
2012-10,0.000,
2012-11,0.000,
2012-12,0.000,
2013-01,0.000,
2013-02,0.000,
2013-03,0.000,
2013-04,0.000,
2013-05,0.000,
2013-06,0.000,
2013-07,0.000,
2013-08,0.001,
2013-09,0.000,
2013-10,0.000,
2013-11,0.000,
2013-12,0.000,
2014-01,0.000,
2014-02,0.000,
2014-03,0.000,
2014-04,0.000,
2014-05,0.000,
2014-06,0.000,
2014-07,0.000,
2014-08,0.000,
2014-09,0.000,
2014-10,-0.003,
