"",BBK01.OUC347,BBK01.OUC347_FLAGS
"",Lending to the Federal Government and its special funds / Total / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:20,
1999-01,14.839,
1999-02,15.059,
1999-03,15.382,
1999-04,11.941,
1999-05,17.173,
1999-06,11.396,
1999-07,10.145,
1999-08,3.364,
1999-09,11.477,
1999-10,13.296,
1999-11,14.382,
1999-12,9.381,
2000-01,12.905,
2000-02,16.442,
2000-03,12.540,
2000-04,9.372,
2000-05,9.645,
2000-06,12.708,
2000-07,13.722,
2000-08,13.515,
2000-09,11.122,
2000-10,13.973,
2000-11,17.590,
2000-12,17.071,
2001-01,24.732,
2001-02,24.040,
2001-03,30.062,
2001-04,23.769,
2001-05,23.474,
2001-06,26.863,
2001-07,31.991,
2001-08,26.978,
2001-09,18.388,
2001-10,16.017,
2001-11,12.158,
2001-12,15.244,
2002-01,15.946,
2002-02,18.723,
2002-03,16.720,
2002-04,14.585,
2002-05,19.545,
2002-06,20.098,
2002-07,24.865,
2002-08,23.451,
2002-09,28.066,
2002-10,24.407,
2002-11,26.550,
2002-12,20.969,
2003-01,25.173,
2003-02,22.133,
2003-03,28.062,
2003-04,28.949,
2003-05,30.304,
2003-06,27.600,
2003-07,24.213,
2003-08,19.464,
2003-09,17.822,
2003-10,20.172,
2003-11,20.165,
2003-12,9.351,
2004-01,12.710,
2004-02,24.065,
2004-03,24.782,
2004-04,22.675,
2004-05,24.663,
2004-06,29.449,
2004-07,32.028,
2004-08,35.182,
2004-09,35.895,
2004-10,40.993,
2004-11,37.928,
2004-12,32.281,
2005-01,33.242,
2005-02,29.813,
2005-03,33.174,
2005-04,29.388,
2005-05,26.037,
2005-06,19.206,
2005-07,20.452,
2005-08,21.280,
2005-09,18.596,
2005-10,18.633,
2005-11,20.664,
2005-12,16.953,
2006-01,16.182,
2006-02,14.111,
2006-03,15.344,
2006-04,15.405,
2006-05,25.528,
2006-06,16.092,
2006-07,16.350,
2006-08,18.814,
2006-09,12.239,
2006-10,14.459,
2006-11,17.362,
2006-12,10.642,
2007-01,16.804,
2007-02,16.294,
2007-03,14.493,
2007-04,14.529,
2007-05,18.451,
2007-06,11.877,
2007-07,16.721,
2007-08,15.846,
2007-09,16.221,
2007-10,12.467,
2007-11,15.359,
2007-12,11.253,
2008-01,13.896,
2008-02,19.808,
2008-03,25.296,
2008-04,31.463,
2008-05,31.596,
2008-06,17.488,
2008-07,16.691,
2008-08,14.483,
2008-09,7.886,
2008-10,8.473,
2008-11,6.624,
2008-12,5.958,
2009-01,11.204,
2009-02,11.594,
2009-03,11.172,
2009-04,13.644,
2009-05,10.065,
2009-06,9.865,
2009-07,17.194,
2009-08,10.047,
2009-09,9.126,
2009-10,16.597,
2009-11,8.276,
2009-12,8.758,
2010-01,8.592,
2010-02,8.646,
2010-03,11.162,
2010-04,11.446,
2010-05,12.159,
2010-06,13.931,
2010-07,13.844,
2010-08,14.628,
2010-09,16.160,
2010-10,28.709,
2010-11,32.029,
2010-12,30.467,
2011-01,34.323,
2011-02,30.805,
2011-03,30.157,
2011-04,29.694,
2011-05,28.912,
2011-06,26.256,
2011-07,28.054,
2011-08,26.188,
2011-09,25.807,
2011-10,25.101,
2011-11,23.896,
2011-12,20.473,
2012-01,21.077,
2012-02,18.266,
2012-03,15.889,
2012-04,14.979,
2012-05,11.762,
2012-06,12.838,
2012-07,11.477,
2012-08,12.153,
2012-09,14.362,
2012-10,15.063,
2012-11,19.483,
2012-12,12.854,
2013-01,11.898,
2013-02,12.504,
2013-03,13.812,
2013-04,18.990,
2013-05,9.713,
2013-06,10.574,
2013-07,15.030,
2013-08,13.231,
2013-09,12.547,
2013-10,13.720,
2013-11,11.748,
2013-12,11.781,
2014-01,14.063,
2014-02,14.190,
2014-03,10.727,
2014-04,10.550,
2014-05,11.787,
2014-06,12.108,
2014-07,12.352,
2014-08,11.123,
2014-09,10.771,
2014-10,12.905,
2014-11,10.788,
2014-12,9.769,Provisional value
