"",BBK01.OEXB09N,BBK01.OEXB09N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:59,
2002-01,23.712,
2002-04,24.308,
2002-07,23.850,
2002-10,25.040,
2003-01,24.331,
2003-04,24.677,
2003-07,24.267,
2003-10,24.410,
2004-01,23.761,
2004-04,24.020,
2004-07,24.084,
2004-10,17.144,
2005-01,18.856,
2005-04,18.763,
2005-07,18.577,
2005-10,19.887,
2006-01,19.526,
2006-04,19.074,
2006-07,19.662,
2006-10,19.380,
2007-01,20.679,
2007-04,21.355,
2007-07,20.938,
2007-10,21.517,
2008-01,24.693,
2008-04,26.699,
2008-07,26.554,
2008-10,24.625,
2009-01,23.816,
2009-04,23.488,
2009-07,22.117,
2009-10,20.138,
2010-01,20.325,
2010-04,21.197,
2010-07,21.189,
2010-10,20.834,
2011-01,25.091,
2011-04,21.888,
2011-07,25.913,
2011-10,21.223,
2012-01,22.006,
2012-04,22.043,
2012-07,21.931,
2012-10,24.392,
2013-01,25.387,
2013-04,25.350,
2013-07,24.737,
2013-10,24.004,
2014-01,26.229,
2014-04,27.019,
2014-07,27.198,
