"",BBEX3.A.NOK.USD.CA.AC.A04,BBEX3.A.NOK.USD.CA.AC.A04_FLAGS
"",Exchange rates for the US dollar in Norway / USD 1 = NOK ... (middle),
unit,NOK (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:15:37,
1972,6.5866,
1973,5.7377,
1974,5.5277,
1975,5.2344,
1976,5.4531,
1977,5.3248,
1978,5.2391,
1979,5.0621,
1980,4.9363,
1981,5.7461,
1982,6.4729,
1983,7.3019,
1984,8.1694,
1985,8.5856,
1986,7.3974,
1987,6.7355,
1988,6.5262,
1989,6.9080,
1990,6.2544,
1991,6.4893,
1992,6.2060,comment
1993,7.1060,
1994,7.0521,
1995,6.3367,
1996,6.4543,
1997,7.0788,
1998,7.5473,
1999,7.7988,
2000,8.7994,
2001,8.9790,
2002,7.9723,
2003,7.0823,
2004,6.7346,
2005,6.4423,
2006,6.4155,
2007,5.8559,
2008,5.6418,
2009,6.2842,
2010,6.0436,
2011,5.6095,
2012,5.8227,
2013,5.8764,
2014,6.3006,
"","Source: Since December 2003 DNB, Oslo (formerly: DnB NOR) 1991 - November 2003 Den norske Bank, Oslo 1972 - 1990 Den norske Creditbank, Oslo",
"",Methodology: Calculated on the basis of daily buying and selling rates.,
"","Comment on 1992: On 10 December 1992, the Norwegian central bank decided to abandon the unilateral pegging of the Norwegian krone to the ECU and allow the krone to float. On the basis of the exchange rates on 9 and 11 December 1992, the krone depreciated by 6.5% against the US dollar (middle rate). No exchange rate data are available for 10 December 1992.",
