"",BBK01.SUD208,BBK01.SUD208_FLAGS
"",New business (volumes) of German banks / Non-financial corporations' deposits with an agreed maturity of up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:49,
2003-01,45720,
2003-02,39388,
2003-03,31973,
2003-04,33955,
2003-05,33417,
2003-06,41507,
2003-07,61029,
2003-08,40582,
2003-09,34584,
2003-10,40008,
2003-11,35693,
2003-12,36247,
2004-01,35633,
2004-02,38596,
2004-03,34914,
2004-04,30589,
2004-05,32753,
2004-06,31971,
2004-07,32273,
2004-08,30356,
2004-09,30538,
2004-10,29266,
2004-11,29259,
2004-12,51843,
2005-01,39113,
2005-02,33053,
2005-03,36334,
2005-04,35595,
2005-05,35025,
2005-06,48861,
2005-07,36761,
2005-08,41006,
2005-09,46851,
2005-10,39509,
2005-11,44866,
2005-12,50870,
2006-01,47599,
2006-02,41033,
2006-03,47007,
2006-04,45185,
2006-05,51722,
2006-06,50441,
2006-07,46614,
2006-08,54472,
2006-09,51870,
2006-10,61003,
2006-11,56101,
2006-12,58936,
2007-01,61502,
2007-02,56356,
2007-03,59631,
2007-04,54853,
2007-05,54833,
2007-06,54211,
2007-07,61305,
2007-08,67761,
2007-09,66416,
2007-10,66241,
2007-11,56793,
2007-12,58222,
2008-01,60058,
2008-02,59230,
2008-03,66136,
2008-04,55504,
2008-05,46331,
2008-06,50477,
2008-07,53057,
2008-08,46256,
2008-09,52263,
2008-10,60137,
2008-11,54007,
2008-12,65240,
2009-01,69444,
2009-02,43602,
2009-03,50263,
2009-04,50849,
2009-05,43357,
2009-06,42875,
2009-07,46924,
2009-08,34238,
2009-09,38890,
2009-10,40077,
2009-11,41382,
2009-12,37933,
2010-01,36579,
2010-02,30650,
2010-03,34452,
2010-04,34914,
2010-05,32850,
2010-06,29165,
2010-07,38656,
2010-08,32128,
2010-09,35618,
2010-10,35976,
2010-11,38509,
2010-12,51978,
2011-01,43391,
2011-02,31168,
2011-03,35003,
2011-04,33097,
2011-05,37292,
2011-06,36331,
2011-07,39877,
2011-08,38033,
2011-09,34917,
2011-10,36857,
2011-11,40868,
2011-12,41975,
2012-01,39165,
2012-02,34105,
2012-03,28015,
2012-04,23820,
2012-05,23443,
2012-06,22861,
2012-07,21829,
2012-08,17086,
2012-09,15215,
2012-10,22907,
2012-11,15992,
2012-12,20225,
2013-01,22534,
2013-02,16085,
2013-03,19875,
2013-04,16608,
2013-05,23572,
2013-06,14370,
2013-07,15631,
2013-08,16639,
2013-09,17489,
2013-10,18642,
2013-11,17258,
2013-12,23419,
2014-01,25407,
2014-02,22970,
2014-03,22601,
2014-04,26114,
2014-05,27178,
2014-06,24006,
2014-07,17300,
2014-08,15252,
2014-09,12441,
2014-10,13388,
2014-11,12311,
2014-12,14633,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. p = Provisional,
