"",BBK01.WXI037,BBK01.WXI037_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:40:56,
2009-01,2343,
2009-02,2472,
2009-03,2258,
2009-04,2231,
2009-05,735,
2009-06,581,
2009-07,630,
2009-08,661,
2009-09,338,
2009-10,324,
2009-11,337,
2009-12,325,
2010-01,380,
2010-02,440,
2010-03,366,
2010-04,358,
2010-05,568,
2010-06,538,
2010-07,461,
2010-08,448,
2010-09,448,
2010-10,409,
2010-11,414,
2010-12,375,
2011-01,442,
2011-02,407,
2011-03,413,
2011-04,485,
2011-05,403,
2011-06,363,
2011-07,360,
2011-08,452,
2011-09,494,
2011-10,550,
2011-11,602,
2011-12,457,
2012-01,502,
2012-02,465,
2012-03,361,
2012-04,327,
2012-05,483,
2012-06,316,
2012-07,418,
2012-08,307,
2012-09,293,
2012-10,248,
2012-11,304,
2012-12,229,
2013-01,359,
2013-02,372,
2013-03,312,
2013-04,292,
2013-05,299,
2013-06,353,
2013-07,231,
2013-08,337,
2013-09,245,
2013-10,308,
2013-11,307,
2013-12,262,
2014-01,303,
2014-02,401,
2014-03,249,
2014-04,264,
2014-05,360,
2014-06,381,
2014-07,392,
2014-08,441,
2014-09,398,
2014-10,425,
2014-11,530,
