"",BBK01.OUU173,BBK01.OUU173_FLAGS
"",Domestic bank debt securities / with a maturity  of more than 2 years  / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:00,
1999-01,10.120,
1999-02,10.148,
1999-03,10.097,
1999-04,10.144,
1999-05,9.560,
1999-06,9.790,
1999-07,9.668,
1999-08,9.690,
1999-09,9.687,
1999-10,9.400,
1999-11,8.538,
1999-12,8.407,
2000-01,8.536,
2000-02,8.726,
2000-03,8.788,
2000-04,9.120,
2000-05,9.799,
2000-06,10.022,
2000-07,10.580,
2000-08,10.594,
2000-09,11.105,
2000-10,11.262,
2000-11,11.211,
2000-12,11.186,
2001-01,11.253,
2001-02,11.499,
2001-03,11.554,
2001-04,11.934,
2001-05,11.952,
2001-06,11.918,
2001-07,11.818,
2001-08,11.437,
2001-09,11.227,
2001-10,10.957,
2001-11,10.896,
2001-12,10.922,
2002-01,11.175,
2002-02,11.206,
2002-03,11.287,
2002-04,11.286,
2002-05,11.361,
2002-06,11.113,
2002-07,10.846,
2002-08,10.665,
2002-09,10.569,
2002-10,10.487,
2002-11,10.580,
2002-12,10.594,
2003-01,10.514,
2003-02,10.358,
2003-03,10.276,
2003-04,10.013,
2003-05,10.277,
2003-06,10.392,
2003-07,10.156,
2003-08,10.112,
2003-09,9.721,
2003-10,9.814,
2003-11,9.768,
2003-12,9.746,
2004-01,9.609,
2004-02,9.964,
2004-03,10.228,
2004-04,10.895,
2004-05,10.961,
2004-06,10.853,
2004-07,11.002,
2004-08,10.936,
2004-09,10.998,
2004-10,10.723,
2004-11,10.811,
2004-12,10.788,
2005-01,10.839,
2005-02,10.967,
2005-03,11.594,
2005-04,11.775,
2005-05,11.868,
2005-06,12.164,
2005-07,12.203,
2005-08,12.109,
2005-09,12.225,
2005-10,12.402,
2005-11,12.320,
2005-12,11.646,
2006-01,11.581,
2006-02,11.403,
2006-03,11.605,
2006-04,11.241,
2006-05,11.168,
2006-06,11.082,
2006-07,10.584,
2006-08,11.194,
2006-09,11.751,
2006-10,11.757,
2006-11,11.797,
2006-12,11.690,
2007-01,11.581,
2007-02,11.262,
2007-03,9.793,
2007-04,9.874,
2007-05,9.857,
2007-06,9.632,
2007-07,9.414,
2007-08,9.377,
2007-09,9.395,
2007-10,9.457,
2007-11,9.538,
2007-12,10.186,
2008-01,10.481,
2008-02,10.613,
2008-03,10.656,
2008-04,11.043,
2008-05,11.490,
2008-06,11.260,
2008-07,11.195,
2008-08,10.424,
2008-09,10.218,
2008-10,10.064,
2008-11,10.118,
2008-12,10.236,
2009-01,11.134,
2009-02,11.742,
2009-03,11.955,
2009-04,12.823,
2009-05,13.450,
2009-06,15.189,
2009-07,15.172,
2009-08,15.414,
2009-09,15.446,
2009-10,15.776,
2009-11,15.631,
2009-12,15.645,
2010-01,15.819,
2010-02,15.691,
2010-03,15.771,
2010-04,15.614,
2010-05,15.756,
2010-06,15.604,
2010-07,15.593,
2010-08,15.569,
2010-09,15.567,
2010-10,15.672,
2010-11,15.870,
2010-12,15.425,
2011-01,15.549,
2011-02,15.844,
2011-03,15.279,
2011-04,14.733,
2011-05,14.668,
2011-06,14.141,
2011-07,13.793,
2011-08,13.875,
2011-09,13.799,
2011-10,13.764,
2011-11,13.538,
2011-12,14.266,
2012-01,14.170,
2012-02,14.164,
2012-03,14.404,
2012-04,14.357,
2012-05,14.229,
2012-06,13.953,
2012-07,13.984,
2012-08,14.029,
2012-09,14.005,
2012-10,14.114,
2012-11,14.128,
2012-12,13.896,
2013-01,13.841,
2013-02,13.751,
2013-03,13.961,
2013-04,13.225,
2013-05,13.331,
2013-06,13.259,
2013-07,13.292,
2013-08,12.945,
2013-09,12.879,
2013-10,12.883,
2013-11,12.898,
2013-12,12.813,
2014-01,12.807,
2014-02,12.792,
2014-03,12.759,
2014-04,12.566,
2014-05,12.605,
2014-06,12.562,
2014-07,12.310,
2014-08,12.314,
2014-09,12.288,
2014-10,12.256,
2014-11,12.288,
2014-12,12.356,Provisional value
