"",BBK01.PQ1513,BBK01.PQ1513_FLAGS
"",Lending to financial institutions (excluding MFIs) and insurance / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:20,
1968-10,0.064,
1969-01,0.070,
1969-04,0.078,
1969-07,0.081,
1969-10,0.088,
1970-01,0.081,
1970-04,0.082,
1970-07,0.079,
1970-10,0.072,
1971-01,0.059,
1971-04,0.063,
1971-07,0.066,
1971-10,0.066,
1972-01,0.056,
1972-04,0.075,
1972-07,0.071,
1972-10,0.079,
1973-01,0.075,
1973-04,0.091,
1973-07,0.077,
1973-10,0.080,
1974-01,0.078,
1974-04,0.084,
1974-07,0.127,
1974-10,0.138,
1975-01,0.139,
1975-04,0.222,
1975-07,0.198,
1975-10,0.195,
1976-01,0.247,
1976-04,0.244,
1976-07,0.252,
1976-10,0.236,
1977-01,0.237,
1977-04,0.245,
1977-07,0.293,
1977-10,0.300,
1978-01,0.278,
1978-04,0.319,
1978-07,0.285,
1978-10,0.342,
1979-01,0.330,
1979-04,0.587,
1979-07,0.571,
1979-10,0.598,
1980-01,0.418,
1980-04,0.591,
1980-07,0.776,
1980-10,0.955,
1981-01,1.083,
1981-04,1.103,
1981-07,1.230,
1981-10,1.352,
1982-01,1.316,
1982-04,1.351,
1982-07,1.297,
1982-10,1.022,
1983-01,0.895,
1983-04,0.880,
1983-07,0.781,
1983-10,0.711,
1984-01,1.133,
1984-04,1.217,
1984-07,1.635,
1984-10,1.711,
1985-01,1.569,
1985-04,1.525,
1985-07,1.555,
1985-10,1.546,
1986-01,1.178,
1986-04,1.059,
1986-07,1.058,
1986-10,1.082,
1987-01,0.937,
1987-04,0.878,
1987-07,0.865,
1987-10,1.034,
1988-01,1.110,
1988-04,1.133,
1988-07,1.244,
1988-10,1.244,
1989-01,1.329,
1989-04,1.477,
1989-07,1.462,
1989-10,1.427,
1990-01,1.449,
1990-04,1.450,
1990-07,1.365,
1990-10,1.504,
1991-01,1.448,
1991-04,1.736,
1991-07,1.620,
1991-10,1.565,
1992-01,1.647,
1992-04,1.725,
1992-07,1.686,
1992-10,1.646,
1993-01,1.468,
1993-04,1.635,
1993-07,1.878,
1993-10,2.216,
1994-01,2.258,
1994-04,2.178,
1994-07,2.194,
1994-10,2.164,
1995-01,2.197,
1995-04,2.294,
1995-07,1.965,
1995-10,2.097,
1996-01,1.688,
1996-04,1.785,
1996-07,1.542,
1996-10,1.823,
1997-01,1.768,
1997-04,1.888,
1997-07,1.713,
1997-10,2.871,
1998-01,2.656,
1998-04,2.683,
1998-07,2.697,
1998-10,3.087,
1999-01,1.959,
1999-04,2.009,
1999-07,2.015,
1999-10,1.404,
2000-01,1.245,
2000-04,1.386,
2000-07,1.525,
2000-10,1.094,
2001-01,1.029,
2001-04,2.162,
2001-07,1.130,
2001-10,1.149,
2002-01,2.005,
2002-04,1.140,
2002-07,1.350,
2002-10,1.166,
2003-01,2.379,
2003-04,2.846,
2003-07,2.886,
2003-10,3.731,
2004-01,3.008,
2004-04,3.603,
2004-07,2.500,
2004-10,2.089,
2005-01,2.177,
2005-04,2.148,
2005-07,2.073,
2005-10,1.662,
2006-01,2.548,
2006-04,1.891,
2006-07,2.048,
2006-10,1.543,
2007-01,1.842,
2007-04,2.481,
2007-07,1.960,
2007-10,1.988,
2008-01,4.429,
2008-04,4.175,
2008-07,2.947,
2008-10,3.676,
2009-01,4.711,
2009-04,5.351,
2009-07,3.161,
2009-10,4.807,
2010-01,5.471,
2010-04,2.670,
2010-07,5.608,
2010-10,2.683,
2011-01,5.876,
2011-04,3.602,
2011-07,7.405,
2011-10,5.704,
2012-01,8.191,
2012-04,6.226,
2012-07,5.830,
2012-10,8.137,
2013-01,8.657,
2013-04,8.121,
2013-07,4.507,
2013-10,4.596,
2014-01,4.675,
2014-04,4.814,
2014-07,4.859,
2014-10,5.282,
