"",BBK01.PQH355,BBK01.PQH355_FLAGS
"",Lending to domestic enterprises / Short-term / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:24,
1968-10,3.543,
1969-01,3.777,
1969-04,4.067,
1969-07,4.163,
1969-10,4.605,
1970-01,5.306,
1970-04,5.698,
1970-07,5.623,
1970-10,5.534,
1971-01,5.671,
1971-04,5.875,
1971-07,6.217,
1971-10,6.332,
1972-01,6.500,
1972-04,6.926,
1972-07,7.079,
1972-10,7.528,
1973-01,7.581,
1973-04,7.874,
1973-07,7.729,
1973-10,7.817,
1974-01,7.988,
1974-04,8.198,
1974-07,8.152,
1974-10,7.958,
1975-01,8.130,
1975-04,8.164,
1975-07,7.929,
1975-10,7.934,
1976-01,8.259,
1976-04,8.651,
1976-07,9.102,
1976-10,9.078,
1977-01,9.508,
1977-04,9.826,
1977-07,9.702,
1977-10,9.868,
1978-01,10.056,
1978-04,10.561,
1978-07,10.512,
1978-10,10.632,
1979-01,11.458,
1979-04,12.393,
1979-07,12.846,
1979-10,13.211,
1980-01,13.611,
1980-04,14.380,
1980-07,14.340,
1980-10,14.999,
1981-01,16.811,
1981-04,17.472,
1981-07,17.162,
1981-10,16.743,
1982-01,17.387,
1982-04,17.869,
1982-07,17.487,
1982-10,16.775,
1983-01,16.664,
1983-04,17.256,
1983-07,17.443,
1983-10,17.591,
1984-01,18.591,
1984-04,19.276,
1984-07,19.302,
1984-10,18.867,
1985-01,20.460,
1985-04,20.953,
1985-07,19.884,
1985-10,19.260,
1986-01,20.555,
1986-04,20.463,
1986-07,19.535,
1986-10,18.605,
1987-01,19.504,
1987-04,19.350,
1987-07,18.882,
1987-10,18.026,
1988-01,18.728,
1988-04,19.271,
1988-07,19.547,
1988-10,19.290,
1989-01,20.550,
1989-04,21.714,
1989-07,21.867,
1989-10,21.410,
1990-01,22.952,
1990-04,24.313,
1990-07,24.073,
1990-10,24.308,
1991-01,27.114,
1991-04,29.262,
1991-07,29.286,
1991-10,30.250,
1992-01,30.882,
1992-04,32.499,
1992-07,32.296,
1992-10,32.041,
1993-01,33.268,
1993-04,33.341,
1993-07,33.272,
1993-10,31.963,
1994-01,32.150,
1994-04,33.551,
1994-07,33.637,
1994-10,33.561,
1995-01,35.456,
1995-04,37.505,
1995-07,38.016,
1995-10,37.566,
1996-01,37.994,
1996-04,39.024,
1996-07,38.349,
1996-10,38.336,
1997-01,38.768,
1997-04,38.944,
1997-07,38.891,
1997-10,38.047,
1998-01,38.451,
1998-04,39.520,
1998-07,40.090,
1998-10,39.665,
1999-01,33.833,
1999-04,34.352,
1999-07,34.666,
1999-10,33.910,
2000-01,35.197,
2000-04,36.995,
2000-07,37.439,
2000-10,37.747,
2001-01,39.425,
2001-04,40.932,
2001-07,40.799,
2001-10,39.565,
2002-01,40.442,
2002-04,40.788,
2002-07,39.951,
2002-10,38.609,
2003-01,38.298,
2003-04,37.864,
2003-07,37.169,
2003-10,35.044,
2004-01,34.444,
2004-04,34.665,
2004-07,33.541,
2004-10,31.928,
2005-01,32.344,
2005-04,31.734,
2005-07,30.648,
2005-10,29.711,
2006-01,30.172,
2006-04,30.218,
2006-07,29.622,
2006-10,28.449,
2007-01,29.144,
2007-04,29.611,
2007-07,29.898,
2007-10,30.208,
2008-01,31.216,
2008-04,31.494,
2008-07,31.447,
2008-10,31.560,
2009-01,33.870,
2009-04,34.477,
2009-07,32.438,
2009-10,30.240,
2010-01,30.959,
2010-04,30.609,
2010-07,29.806,
2010-10,28.574,
2011-01,30.102,
2011-04,30.470,
2011-07,30.101,
2011-10,28.683,
2012-01,30.363,
2012-04,31.004,
2012-07,31.051,
2012-10,30.538,
2013-01,32.232,
2013-04,32.358,
2013-07,30.095,
2013-10,28.806,
2014-01,29.594,
2014-04,29.444,
2014-07,28.854,
2014-10,27.147,
