"",BBK01.OEAA01N,BBK01.OEAA01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:00,
2002-01,527.301,
2002-04,530.159,
2002-07,532.476,
2002-10,534.309,
2003-01,530.508,
2003-04,528.155,
2003-07,527.791,
2003-10,513.454,
2004-01,517.065,
2004-04,515.767,
2004-07,517.831,
2004-10,472.744,
2005-01,491.620,
2005-04,491.281,
2005-07,496.575,
2005-10,503.293,
2006-01,521.793,
2006-04,531.157,
2006-07,541.621,
2006-10,543.226,
2007-01,540.929,
2007-04,549.905,
2007-07,555.274,
2007-10,562.623,
2008-01,561.081,
2008-04,573.783,
2008-07,559.947,
2008-10,567.742,
2009-01,556.586,
2009-04,564.374,
2009-07,573.058,
2009-10,566.171,
2010-01,568.544,
2010-04,592.142,
2010-07,577.911,
2010-10,578.097,
2011-01,575.828,
2011-04,578.845,
2011-07,595.409,
2011-10,594.609,
2012-01,589.512,
2012-04,575.996,
2012-07,575.147,
2012-10,558.630,
2013-01,565.347,
2013-04,564.551,
2013-07,541.257,
2013-10,539.415,
2014-01,544.158,
2014-04,545.746,
2014-07,546.806,
