"",BBK01.QUY024,BBK01.QUY024_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / United States / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:34,
2002-03,379.403,
2002-04,385.123,
2002-05,356.751,
2002-06,347.968,
2002-07,346.246,
2002-08,356.311,
2002-09,353.102,
2002-10,340.415,
2002-11,338.840,
2002-12,303.080,
2003-01,301.086,
2003-02,306.844,
2003-03,301.579,
2003-04,301.700,
2003-05,294.517,
2003-06,300.862,
2003-07,303.037,
2003-08,309.601,
2003-09,286.695,
2003-10,286.518,
2003-11,299.556,
2003-12,260.645,
2004-01,273.281,
2004-02,275.763,
2004-03,283.096,
2004-04,270.674,
2004-05,258.925,
2004-06,258.693,
2004-07,272.087,
2004-08,260.343,
2004-09,258.968,
2004-10,270.046,
2004-11,267.742,
2004-12,249.786,
2005-01,272.169,
2005-02,286.156,
2005-03,300.528,
2005-04,301.940,
2005-05,304.373,
2005-06,307.708,
2005-07,305.674,
2005-08,309.099,
2005-09,316.711,
2005-10,327.132,
2005-11,337.273,
2005-12,324.498,
2006-01,333.071,
2006-02,342.582,
2006-03,332.457,
2006-04,323.775,
2006-05,329.566,
2006-06,329.949,
2006-07,351.861,
2006-08,367.695,
2006-09,359.276,
2006-10,354.808,
2006-11,367.612,
2006-12,351.134,
2007-01,367.225,
2007-02,352.000,
2007-03,387.876,
2007-04,390.100,
2007-05,396.233,
2007-06,393.385,
2007-07,406.947,
2007-08,386.286,
2007-09,397.214,
2007-10,395.933,
2007-11,388.395,
2007-12,386.590,
2008-01,393.093,
2008-02,375.672,
2008-03,348.973,
2008-04,358.266,
2008-05,355.610,
2008-06,347.178,
2008-07,336.164,
2008-08,356.843,
2008-09,387.137,
2008-10,432.093,
2008-11,393.989,
2008-12,325.609,
2009-01,360.329,
2009-02,353.219,
2009-03,319.803,
2009-04,325.919,
2009-05,308.186,
2009-06,307.174,
2009-07,283.300,
2009-08,304.976,
2009-09,295.418,
2009-10,298.191,
2009-11,278.883,
2009-12,270.717,
2010-01,292.877,
2010-02,319.042,
2010-03,281.183,
2010-04,336.188,
2010-05,375.106,
2010-06,357.073,
2010-07,314.820,
2010-08,308.664,
2010-09,289.233,
2010-10,283.652,
2010-11,295.599,
2010-12,278.062,
2011-01,281.298,
2011-02,282.714,
2011-03,263.955,
2011-04,300.313,
2011-05,329.729,
2011-06,306.172,
2011-07,298.190,
2011-08,306.146,
2011-09,353.108,
2011-10,324.284,
2011-11,331.620,
2011-12,326.910,
2012-01,335.744,
2012-02,331.861,
2012-03,305.509,
2012-04,326.268,
2012-05,346.267,
2012-06,318.158,
2012-07,321.343,
2012-08,297.215,
2012-09,320.806,
2012-10,302.957,
2012-11,306.238,
2012-12,299.918,
2013-01,297.025,
2013-02,299.398,
2013-03,312.889,
2013-04,305.873,
2013-05,309.688,
2013-06,288.758,
2013-07,288.380,
2013-08,291.072,
2013-09,292.611,
2013-10,296.816,
2013-11,290.557,
2013-12,268.931,
2014-01,322.327,
2014-02,318.061,
2014-03,302.757,
2014-04,306.735,
2014-05,317.771,
2014-06,335.015,
2014-07,342.539,
2014-08,326.706,
2014-09,333.846,
2014-10,344.677,
