"",BBK01.OEAH03L,BBK01.OEAH03L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:05,
2002-01,252.424,
2002-04,240.851,
2002-07,238.270,
2002-10,224.725,
2003-01,243.023,
2003-04,237.313,
2003-07,253.203,
2003-10,244.894,
2004-01,237.296,
2004-04,227.773,
2004-07,246.085,
2004-10,267.802,
2005-01,256.836,
2005-04,262.216,
2005-07,273.529,
2005-10,256.083,
2006-01,260.369,
2006-04,260.563,
2006-07,283.250,
2006-10,270.627,
2007-01,270.581,
2007-04,283.418,
2007-07,279.414,
2007-10,299.462,
2008-01,310.559,
2008-04,298.462,
2008-07,312.200,
2008-10,304.098,
2009-01,280.165,
2009-04,267.637,
2009-07,248.657,
2009-10,239.459,
2010-01,231.939,
2010-04,236.238,
2010-07,243.716,
2010-10,265.308,
2011-01,251.170,
2011-04,273.612,
2011-07,269.582,
2011-10,264.791,
2012-01,255.326,
2012-04,254.399,
2012-07,248.637,
2012-10,251.669,
2013-01,256.054,
2013-04,274.142,
2013-07,233.789,
2013-10,249.498,
2014-01,238.639,
2014-04,232.429,
2014-07,244.022,
