"",BBK01.OEAH25T,BBK01.OEAH25T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:48,
2002-01,11.171,
2002-04,10.857,
2002-07,10.862,
2002-10,11.173,
2003-01,11.209,
2003-04,11.122,
2003-07,11.128,
2003-10,11.427,
2004-01,11.416,
2004-04,11.324,
2004-07,11.270,
2004-10,11.507,
2005-01,12.297,
2005-04,12.216,
2005-07,12.179,
2005-10,12.367,
2006-01,12.376,
2006-04,12.268,
2006-07,12.152,
2006-10,12.261,
2007-01,12.296,
2007-04,12.208,
2007-07,12.117,
2007-10,12.326,
2008-01,12.264,
2008-04,12.135,
2008-07,11.986,
2008-10,12.385,
2009-01,12.373,
2009-04,12.279,
2009-07,12.266,
2009-10,12.523,
2010-01,12.504,
2010-04,12.438,
2010-07,12.442,
2010-10,12.702,
2011-01,12.774,
2011-04,12.695,
2011-07,12.611,
2011-10,12.724,
2012-01,12.800,
2012-04,12.724,
2012-07,12.725,
2012-10,12.890,
2013-01,12.916,
2013-04,12.841,
2013-07,12.832,
2013-10,12.884,
2014-01,12.859,
2014-04,12.819,
2014-07,12.818,
