"",BBK01.OEAD03V,BBK01.OEAD03V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:01:54,
2002-01,0.151,
2002-04,0.141,
2002-07,0.131,
2002-10,0.131,
2003-01,0.138,
2003-04,0.119,
2003-07,0.113,
2003-10,0.115,
2004-01,0.114,
2004-04,0.110,
2004-07,0.110,
2004-10,0.106,
2005-01,0.101,
2005-04,0.098,
2005-07,0.093,
2005-10,0.095,
2006-01,0.098,
2006-04,0.097,
2006-07,0.088,
2006-10,0.085,
2007-01,0.086,
2007-04,0.084,
2007-07,0.084,
2007-10,0.092,
2008-01,0.094,
2008-04,0.087,
2008-07,0.088,
2008-10,0.112,
2009-01,0.110,
2009-04,0.108,
2009-07,0.104,
2009-10,0.093,
2010-01,0.091,
2010-04,0.092,
2010-07,0.099,
2010-10,0.092,
2011-01,0.091,
2011-04,0.084,
2011-07,0.087,
2011-10,0.100,
2012-01,0.106,
2012-04,0.107,
2012-07,0.104,
2012-10,0.109,
2013-01,0.113,
2013-04,0.107,
2013-07,0.112,
2013-10,0.107,
2014-01,0.109,
2014-04,0.109,
2014-07,0.107,
