"",BBK01.OUZ095,BBK01.OUZ095_FLAGS
"","Treasury bills and treasury discount paper, total, Regional banks and other commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:13,
1999-01,1.910,
1999-02,2.022,
1999-03,2.318,
1999-04,2.432,
1999-05,2.427,
1999-06,2.903,
1999-07,2.801,
1999-08,2.669,
1999-09,2.482,
1999-10,2.498,
1999-11,3.055,
1999-12,2.960,
2000-01,3.049,
2000-02,3.170,
2000-03,3.151,
2000-04,3.115,
2000-05,3.045,
2000-06,3.061,
2000-07,3.233,
2000-08,3.323,
2000-09,2.837,
2000-10,2.901,
2000-11,2.689,
2000-12,2.524,
2001-01,2.637,
2001-02,2.474,
2001-03,2.218,
2001-04,2.351,
2001-05,2.522,
2001-06,2.441,
2001-07,2.408,
2001-08,2.467,
2001-09,2.705,
2001-10,2.197,
2001-11,2.372,
2001-12,2.980,
2002-01,2.408,
2002-02,2.690,
2002-03,2.233,
2002-04,2.340,
2002-05,2.291,
2002-06,2.039,
2002-07,1.872,
2002-08,2.087,
2002-09,2.110,
2002-10,2.040,
2002-11,2.385,
2002-12,1.979,
2003-01,2.165,
2003-02,2.175,
2003-03,2.234,
2003-04,2.123,
2003-05,2.177,
2003-06,2.250,
2003-07,2.318,
2003-08,2.462,
2003-09,2.871,
2003-10,2.995,
2003-11,2.799,
2003-12,2.639,
2004-01,2.232,
2004-02,2.210,
2004-03,1.982,
2004-04,2.030,
2004-05,1.447,
2004-06,1.127,
2004-07,1.140,
2004-08,1.150,
2004-09,1.153,
2004-10,0.896,
2004-11,1.040,
2004-12,0.746,
2005-01,0.921,
2005-02,0.911,
2005-03,0.949,
2005-04,0.925,
2005-05,0.966,
2005-06,1.016,
2005-07,1.022,
2005-08,1.055,
2005-09,0.768,
2005-10,0.760,
2005-11,1.102,
2005-12,1.283,
2006-01,1.271,
2006-02,1.332,
2006-03,1.373,
2006-04,1.307,
2006-05,1.264,
2006-06,1.282,
2006-07,1.313,
2006-08,1.223,
2006-09,1.251,
2006-10,1.256,
2006-11,1.194,
2006-12,1.244,
2007-01,1.282,
2007-02,1.296,
2007-03,1.278,
2007-04,1.313,
2007-05,1.317,
2007-06,1.789,
2007-07,1.592,
2007-08,1.819,
2007-09,1.770,
2007-10,1.713,
2007-11,1.366,
2007-12,1.435,
2008-01,1.383,
2008-02,1.384,
2008-03,1.287,
2008-04,1.096,
2008-05,1.387,
2008-06,1.319,
2008-07,1.253,
2008-08,1.396,
2008-09,0.626,
2008-10,-1.578,
2008-11,-1.735,
2008-12,-1.774,
2009-01,-1.670,
2009-02,-1.676,
2009-03,-1.670,
2009-04,-1.693,
2009-05,-1.700,
2009-06,-1.695,
2009-07,-1.249,
2009-08,-1.198,
2009-09,0.833,
2009-10,0.533,
2009-11,0.421,
2009-12,0.076,
2010-01,0.084,
2010-02,0.092,
2010-03,0.095,
2010-04,0.069,
2010-05,0.072,
2010-06,0.216,
2010-07,0.269,
2010-08,0.226,
2010-09,0.195,
2010-10,0.186,
2010-11,1.019,
2010-12,0.882,
2011-01,0.581,
2011-02,0.580,
2011-03,0.693,
2011-04,0.586,
2011-05,0.502,
2011-06,0.423,
2011-07,0.357,
2011-08,0.271,
2011-09,0.467,
2011-10,0.465,
2011-11,0.503,
2011-12,0.278,
2012-01,0.344,
2012-02,0.253,
2012-03,0.177,
2012-04,0.153,
2012-05,0.216,
2012-06,0.294,
2012-07,0.343,
2012-08,0.336,
2012-09,0.361,
2012-10,0.593,
2012-11,0.598,
2012-12,0.427,
2013-01,0.484,
2013-02,0.491,
2013-03,0.404,
2013-04,0.484,
2013-05,0.518,
2013-06,0.613,
2013-07,0.347,
2013-08,0.309,
2013-09,0.210,
2013-10,0.093,
2013-11,0.076,
2013-12,0.047,
2014-01,0.126,
2014-02,0.128,
2014-03,0.130,
2014-04,0.100,
2014-05,0.121,
2014-06,0.334,
2014-07,0.338,
2014-08,0.338,
2014-09,0.249,
2014-10,0.248,
2014-11,0.230,
