"",BBK01.PQ1621,BBK01.PQ1621_FLAGS
"",Mortgage loans to domestic enterprises and resident individuals secured by residential real estate / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:12,
1968-10,1.622,
1969-01,1.695,
1969-04,1.742,
1969-07,1.832,
1969-10,1.910,
1970-01,1.935,
1970-04,2.017,
1970-07,2.074,
1970-10,2.196,
1971-01,2.272,
1971-04,2.379,
1971-07,2.528,
1971-10,2.706,
1972-01,2.834,
1972-04,2.984,
1972-07,3.174,
1972-10,3.463,
1973-01,3.632,
1973-04,3.787,
1973-07,3.927,
1973-10,4.391,
1974-01,4.423,
1974-04,4.531,
1974-07,4.597,
1974-10,4.761,
1975-01,4.829,
1975-04,4.936,
1975-07,5.100,
1975-10,5.281,
1976-01,5.462,
1976-04,5.607,
1976-07,5.829,
1976-10,6.180,
1977-01,6.275,
1977-04,6.492,
1977-07,6.702,
1977-10,6.893,
1978-01,6.959,
1978-04,7.142,
1978-07,7.398,
1978-10,7.684,
1979-01,7.799,
1979-04,8.109,
1979-07,8.493,
1979-10,8.950,
1980-01,9.147,
1980-04,9.434,
1980-07,9.714,
1980-10,9.337,
1981-01,9.507,
1981-04,9.707,
1981-07,9.890,
1981-10,10.166,
1982-01,10.172,
1982-04,10.259,
1982-07,10.428,
1982-10,10.628,
1983-01,10.620,
1983-04,10.723,
1983-07,10.947,
1983-10,11.331,
1984-01,11.389,
1984-04,11.593,
1984-07,11.918,
1984-10,12.220,
1985-01,12.257,
1985-04,12.389,
1985-07,12.578,
1985-10,13.887,
1986-01,13.806,
1986-04,13.826,
1986-07,13.885,
1986-10,14.103,
1987-01,13.961,
1987-04,14.025,
1987-07,14.166,
1987-10,14.486,
1988-01,14.538,
1988-04,14.721,
1988-07,14.980,
1988-10,15.206,
1989-01,15.314,
1989-04,15.596,
1989-07,15.798,
1989-10,16.268,
1990-01,16.465,
1990-04,16.778,
1990-07,17.486,
1990-10,18.164,
1991-01,18.618,
1991-04,19.344,
1991-07,20.336,
1991-10,21.743,
1992-01,22.976,
1992-04,24.203,
1992-07,25.591,
1992-10,27.489,
1993-01,28.281,
1993-04,30.030,
1993-07,31.922,
1993-10,33.988,
1994-01,37.879,
1994-04,39.754,
1994-07,41.784,
1994-10,44.292,
1995-01,45.547,
1995-04,46.889,
1995-07,48.502,
1995-10,50.153,
1996-01,50.605,
1996-04,52.095,
1996-07,53.584,
1996-10,55.189,
1997-01,55.790,
1997-04,58.141,
1997-07,61.706,
1997-10,63.282,
1998-01,64.134,
1998-04,64.681,
1998-07,66.401,
1998-10,68.226,
1999-01,63.148,
1999-04,64.940,
1999-07,67.438,
1999-10,80.743,
2000-01,82.218,
2000-04,83.806,
2000-07,86.001,
2000-10,89.293,
2001-01,90.670,
2001-04,91.783,
2001-07,93.524,
2001-10,93.051,
2002-01,93.297,
2002-04,99.417,
2002-07,100.899,
2002-10,102.452,
2003-01,100.912,
2003-04,102.637,
2003-07,133.809,
2003-10,136.496,
2004-01,137.584,
2004-04,139.364,
2004-07,141.713,
2004-10,143.297,
2005-01,142.791,
2005-04,144.371,
2005-07,146.808,
2005-10,149.468,
2006-01,152.970,
2006-04,154.296,
2006-07,156.821,
2006-10,158.016,
2007-01,157.896,
2007-04,158.625,
2007-07,159.715,
2007-10,161.013,
2008-01,159.667,
2008-04,160.630,
2008-07,162.055,
2008-10,163.094,
2009-01,163.436,
2009-04,164.608,
2009-07,166.741,
2009-10,168.914,
2010-01,169.198,
2010-04,171.093,
2010-07,173.492,
2010-10,175.793,
2011-01,176.962,
2011-04,179.223,
2011-07,181.739,
2011-10,183.967,
2012-01,182.851,
2012-04,182.405,
2012-07,185.484,
2012-10,188.533,
2013-01,189.938,
2013-04,192.768,
2013-07,196.382,
2013-10,199.307,
2014-01,200.759,
2014-04,203.455,
2014-07,206.955,
2014-10,210.385,
