"",BBK01.OEAH26O,BBK01.OEAH26O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:57,
2002-01,-0.823,
2002-04,-1.283,
2002-07,-1.600,
2002-10,-3.918,
2003-01,-5.126,
2003-04,-5.441,
2003-07,-6.100,
2003-10,-7.834,
2004-01,-9.124,
2004-04,-9.538,
2004-07,-9.709,
2004-10,-10.137,
2005-01,26.567,
2005-04,26.256,
2005-07,26.322,
2005-10,26.309,
2006-01,25.706,
2006-04,25.241,
2006-07,24.620,
2006-10,24.262,
2007-01,23.343,
2007-04,22.754,
2007-07,21.893,
2007-10,21.191,
2008-01,20.704,
2008-04,20.372,
2008-07,19.780,
2008-10,19.629,
2009-01,19.964,
2009-04,20.532,
2009-07,21.070,
2009-10,21.638,
2010-01,22.188,
2010-04,22.644,
2010-07,23.157,
2010-10,23.797,
2011-01,24.078,
2011-04,24.174,
2011-07,24.045,
2011-10,24.484,
2012-01,24.456,
2012-04,24.162,
2012-07,23.905,
2012-10,23.833,
2013-01,23.415,
2013-04,23.332,
2013-07,23.275,
2013-10,23.453,
2014-01,23.504,
2014-04,23.314,
2014-07,23.158,
