"",BBK01.OEAH45L,BBK01.OEAH45L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:20,
2002-01,2.734,
2002-04,2.653,
2002-07,2.708,
2002-10,2.720,
2003-01,2.522,
2003-04,2.311,
2003-07,2.195,
2003-10,2.111,
2004-01,2.180,
2004-04,2.002,
2004-07,2.042,
2004-10,2.309,
2005-01,2.146,
2005-04,2.189,
2005-07,2.308,
2005-10,2.271,
2006-01,2.323,
2006-04,2.547,
2006-07,3.471,
2006-10,3.746,
2007-01,3.986,
2007-04,4.442,
2007-07,4.868,
2007-10,5.842,
2008-01,6.123,
2008-04,6.899,
2008-07,7.586,
2008-10,7.415,
2009-01,6.133,
2009-04,5.463,
2009-07,5.372,
2009-10,4.512,
2010-01,3.981,
2010-04,5.160,
2010-07,5.859,
2010-10,4.907,
2011-01,5.438,
2011-04,5.798,
2011-07,4.360,
2011-10,4.356,
2012-01,4.576,
2012-04,4.633,
2012-07,4.337,
2012-10,3.918,
2013-01,3.752,
2013-04,3.473,
2013-07,3.138,
2013-10,3.052,
2014-01,3.215,
2014-04,3.462,
2014-07,3.443,
