"",BBK01.RU5727,BBK01.RU5727_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Hungary / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:47,
1982-06,0.057,
1982-07,0.055,
1982-08,0.042,
1982-09,0.037,
1982-10,0.049,
1982-11,0.039,
1982-12,0.084,
1983-01,0.079,
1983-02,0.051,
1983-03,0.060,
1983-04,0.041,
1983-05,0.051,
1983-06,0.053,
1983-07,0.045,
1983-08,0.046,
1983-09,0.040,
1983-10,0.042,
1983-11,0.065,
1983-12,0.083,
1984-01,0.086,
1984-02,0.056,
1984-03,0.120,
1984-04,0.094,
1984-05,0.110,
1984-06,0.086,
1984-07,0.097,
1984-08,0.117,
1984-09,0.123,
1984-10,0.115,
1984-11,0.154,
1984-12,0.107,
1985-01,0.128,
1985-02,0.166,
1985-03,0.161,
1985-04,0.169,
1985-05,0.155,
1985-06,0.098,
1985-07,0.110,
1985-08,0.130,
1985-09,0.116,
1985-10,0.171,
1985-11,0.116,
1985-12,0.203,
1986-01,0.136,
1986-02,0.104,
1986-03,0.282,
1986-04,0.135,
1986-05,0.143,
1986-06,0.134,
1986-07,0.123,
1986-08,0.106,
1986-09,0.124,
1986-10,0.104,
1986-11,0.105,
1986-12,0.116,
1987-01,0.084,
1987-02,0.095,
1987-03,0.084,
1987-04,0.075,
1987-05,0.095,
1987-06,0.119,
1987-07,0.059,
1987-08,0.046,
1987-09,0.064,
1987-10,0.068,
1987-11,0.051,
1987-12,0.067,
1988-01,0.069,
1988-02,0.065,
1988-03,0.070,
1988-04,0.071,
1988-05,0.065,
1988-06,0.082,
1988-07,0.063,
1988-08,0.087,
1988-09,0.084,
1988-10,0.081,
1988-11,0.103,
1988-12,0.091,
1989-01,0.066,
1989-02,0.073,
1989-03,0.099,
1989-04,0.071,
1989-05,0.081,
1989-06,0.096,
1989-07,0.086,
1989-08,0.071,
1989-09,0.088,
1989-10,0.072,
1989-11,0.081,
1989-12,0.089,
1990-01,0.104,
1990-02,0.148,
1990-03,0.083,
1990-04,0.113,
1990-05,0.149,
1990-06,0.155,
1990-07,0.119,
1990-08,0.118,
1990-09,0.130,
1990-10,0.123,
1990-11,0.115,
1990-12,0.143,
1991-01,0.143,
1991-02,0.150,
1991-03,0.160,
1991-04,0.134,
1991-05,0.171,
1991-06,0.177,
1991-07,0.194,
1991-08,0.165,
1991-09,0.215,
1991-10,0.197,
1991-11,0.205,
1991-12,0.209,
1992-01,0.150,
1992-02,0.204,
1992-03,0.305,
1992-04,0.220,
1992-05,0.326,
1992-06,0.270,
1992-07,0.261,
1992-08,0.257,
1992-09,0.293,
1992-10,0.236,
1992-11,0.206,
1992-12,0.194,
1993-01,0.199,
1993-02,0.264,
1993-03,0.261,
1993-04,0.241,
1993-05,0.262,
1993-06,0.291,
1993-07,0.349,
1993-08,0.254,
1993-09,0.413,
1993-10,0.371,
1993-11,0.358,
1993-12,0.295,
1994-01,0.334,
1994-02,0.324,
1994-03,0.306,
1994-04,0.250,
1994-05,0.349,
1994-06,0.322,
1994-07,0.260,
1994-08,0.248,
1994-09,0.190,
1994-10,0.299,
1994-11,0.242,
1994-12,0.284,
1995-01,0.230,
1995-02,0.252,
1995-03,0.230,
1995-04,0.230,
1995-05,0.273,
1995-06,0.222,
1995-07,0.254,
1995-08,0.200,
1995-09,0.278,
1995-10,0.201,
1995-11,0.187,
1995-12,0.225,
1996-01,0.212,
1996-02,0.232,
1996-03,0.549,
1996-04,0.316,
1996-05,0.394,
1996-06,0.380,
1996-07,0.265,
1996-08,0.266,
1996-09,0.395,
1996-10,0.352,
1996-11,0.224,
1996-12,0.237,
1997-01,0.258,
1997-02,0.309,
1997-03,0.408,
1997-04,0.246,
1997-05,0.268,
1997-06,0.338,
1997-07,0.269,
1997-08,0.432,
1997-09,0.575,
1997-10,0.658,
1997-11,0.561,
1997-12,0.624,
1998-01,0.404,
1998-02,0.332,
1998-03,0.354,
1998-04,0.326,
1998-05,0.413,
1998-06,0.309,
1998-07,0.448,
1998-08,0.401,
1998-09,0.485,
1998-10,0.585,
1998-11,0.424,
1998-12,0.858,
1999-01,0.684,
1999-02,0.509,
1999-03,0.602,
1999-04,0.477,
1999-05,0.576,
1999-06,0.764,
1999-07,0.626,
1999-08,0.978,
1999-09,0.534,
1999-10,0.539,
1999-11,1.011,
1999-12,1.527,
2000-01,0.516,
2000-02,0.603,
2000-03,1.040,
2000-04,0.856,
2000-05,0.908,
2000-06,0.562,
2000-07,0.835,
2000-08,0.802,
2000-09,0.769,
2000-10,0.498,
2000-11,0.678,
2000-12,0.617,
2001-01,0.747,
2001-02,0.536,
2001-03,0.590,
2001-04,0.527,
2001-05,0.598,
2001-06,1.336,
2001-07,0.612,
2001-08,0.826,
2001-09,0.915,
2001-10,0.824,
2001-11,0.935,
2001-12,0.778,
2002-01,0.802,
2002-02,0.834,
2002-03,0.894,
2002-04,0.808,
2002-05,0.923,
2002-06,0.697,
2002-07,0.543,
2002-08,0.799,
2002-09,0.628,
2002-10,0.645,
2002-11,0.807,
2002-12,0.867,
2003-01,0.579,
2003-02,0.730,
2003-03,0.703,
2003-04,0.807,
2003-05,1.020,
2003-06,0.763,
2003-07,0.917,
2003-08,0.850,
2003-09,1.282,
2003-10,0.854,
2003-11,0.546,
2003-12,0.786,
2004-01,0.662,
2004-02,0.693,
2004-03,0.808,
2004-04,0.710,
2004-05,0.827,
2004-06,0.773,
2004-07,0.562,
2004-08,0.542,
2004-09,0.801,
2004-10,0.702,
2004-11,0.725,
2004-12,0.835,
2005-01,0.930,
2005-02,0.492,
2005-03,0.548,
2005-04,0.623,
2005-05,0.501,
2005-06,0.558,
2005-07,0.615,
2005-08,0.464,
2005-09,0.656,
2005-10,0.506,
2005-11,0.748,
2005-12,1.494,
2006-01,0.987,
2006-02,0.735,
2006-03,1.317,
2006-04,0.935,
2006-05,0.977,
2006-06,1.163,
2006-07,0.981,
2006-08,1.073,
2006-09,1.270,
2006-10,1.354,
2006-11,1.358,
2006-12,0.904,
2007-01,1.255,
2007-02,1.253,
2007-03,1.068,
2007-04,1.030,
2007-05,1.140,
2007-06,1.190,
2007-07,1.085,
2007-08,0.725,
2007-09,1.278,
2007-10,1.023,
2007-11,1.016,
2007-12,1.332,
2008-01,0.950,
2008-02,0.945,
2008-03,0.800,
2008-04,1.099,
2008-05,0.778,
2008-06,0.679,
2008-07,0.923,
2008-08,0.913,
2008-09,1.044,
2008-10,1.111,
2008-11,1.643,
2008-12,1.115,
2009-01,0.907,
2009-02,1.073,
2009-03,1.214,
2009-04,1.020,
2009-05,1.049,
2009-06,0.840,
2009-07,0.643,
2009-08,0.787,
2009-09,0.919,
2009-10,0.941,
2009-11,1.057,
2009-12,0.769,
2010-01,1.210,
2010-02,1.230,
2010-03,1.313,
2010-04,0.873,
2010-05,1.716,
2010-06,1.151,
2010-07,1.391,
2010-08,1.471,
2010-09,1.691,
2010-10,1.368,
2010-11,1.178,
2010-12,1.097,
2011-01,1.251,
2011-02,1.714,
2011-03,1.395,
2011-04,1.633,
2011-05,1.929,
2011-06,1.107,
2011-07,1.458,
2011-08,1.843,
2011-09,1.653,
2011-10,1.489,
2011-11,0.992,
2011-12,0.731,
2012-01,1.502,
2012-02,1.269,
2012-03,1.139,
2012-04,1.243,
2012-05,1.372,
2012-06,1.164,
2012-07,1.588,
2012-08,1.788,
2012-09,1.357,
2012-10,1.362,
2012-11,1.717,
2012-12,0.725,
2013-01,1.716,
2013-02,1.619,
2013-03,0.759,
2013-04,1.571,
2013-05,0.958,
2013-06,0.645,
2013-07,0.872,
2013-08,0.707,
2013-09,0.798,
2013-10,0.947,
2013-11,1.281,
2013-12,0.719,
2014-01,1.036,
2014-02,0.758,
2014-03,1.063,
2014-04,1.481,
2014-05,0.779,
2014-06,1.156,
2014-07,1.056,
2014-08,1.099,
2014-09,0.847,
2014-10,1.075,
2014-11,0.889,
2014-12,0.762,
