"",BBK01.SUD217,BBK01.SUD217_FLAGS
"",New business (volumes) of German banks / Housing loans to households with an initial rate fixation of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:02,
2003-01,2871,
2003-02,2260,
2003-03,2559,
2003-04,3135,
2003-05,2676,
2003-06,2685,
2003-07,3589,
2003-08,2701,
2003-09,3166,
2003-10,3292,
2003-11,2903,
2003-12,3710,
2004-01,3280,
2004-02,2457,
2004-03,3240,
2004-04,3127,
2004-05,2736,
2004-06,3479,
2004-07,3279,
2004-08,2291,
2004-09,2371,
2004-10,2343,
2004-11,2131,
2004-12,2682,
2005-01,2321,
2005-02,1962,
2005-03,2210,
2005-04,2376,
2005-05,2204,
2005-06,2449,
2005-07,2699,
2005-08,2439,
2005-09,2331,
2005-10,2395,
2005-11,2620,
2005-12,3138,
2006-01,2857,
2006-02,2275,
2006-03,2588,
2006-04,2364,
2006-05,2435,
2006-06,2395,
2006-07,2415,
2006-08,2398,
2006-09,1964,
2006-10,2254,
2006-11,2295,
2006-12,2494,
2007-01,2744,
2007-02,2009,
2007-03,2565,
2007-04,2315,
2007-05,2167,
2007-06,2128,
2007-07,2484,
2007-08,2207,
2007-09,1967,
2007-10,2380,
2007-11,2248,
2007-12,2094,
2008-01,2776,
2008-02,2085,
2008-03,2181,
2008-04,2966,
2008-05,2510,
2008-06,2634,
2008-07,2829,
2008-08,1932,
2008-09,1979,
2008-10,2431,
2008-11,2363,
2008-12,2918,
2009-01,3343,
2009-02,2749,
2009-03,3343,
2009-04,3521,
2009-05,3031,
2009-06,3410,
2009-07,3747,
2009-08,2812,
2009-09,2587,
2009-10,2707,
2009-11,2462,
2009-12,2741,
2010-01,2512,
2010-02,2096,
2010-03,2470,
2010-04,2485,
2010-05,2271,
2010-06,2323,
2010-07,2843,
2010-08,2330,
2010-09,2340,
2010-10,2407,
2010-11,2378,
2010-12,2659,
2011-01,2803,
2011-02,2470,
2011-03,2793,
2011-04,2601,
2011-05,2531,
2011-06,2051,
2011-07,2395,
2011-08,2348,
2011-09,2146,
2011-10,2329,
2011-11,2371,
2011-12,2450,
2012-01,2417,
2012-02,2069,
2012-03,2433,
2012-04,2390,
2012-05,2116,
2012-06,2079,
2012-07,2468,
2012-08,2117,
2012-09,2013,
2012-10,2243,
2012-11,2415,
2012-12,1747,
2013-01,2236,
2013-02,1802,
2013-03,2045,
2013-04,2364,
2013-05,2004,
2013-06,2054,
2013-07,2727,
2013-08,2166,
2013-09,2017,
2013-10,2373,
2013-11,1912,
2013-12,2119,
2014-01,2460,
2014-02,2061,
2014-03,2266,
2014-04,2574,
2014-05,2229,
2014-06,2091,
2014-07,2638,
2014-08,2018,
2014-09,2063,
2014-10,2197,
2014-11,2185,
2014-12,2095,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. p = Provisional",
