"",BBK01.SU0002,BBK01.SU0002_FLAGS
"","Lending rates of banks / Current account credit of EUR 100,000 and more but less than EUR 500,000 / Lowest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:28:48,
1967-06,6.00,
1967-07,.,No value available
1967-08,.,No value available
1967-09,6.00,
1967-10,.,No value available
1967-11,.,No value available
1967-12,4.50,
1968-01,.,No value available
1968-02,.,No value available
1968-03,7.00,
1968-04,.,No value available
1968-05,.,No value available
1968-06,7.00,
1968-07,.,No value available
1968-08,.,No value available
1968-09,7.00,
1968-10,.,No value available
1968-11,7.00,
1968-12,.,No value available
1969-01,.,No value available
1969-02,7.00,
1969-03,.,No value available
1969-04,.,No value available
1969-05,7.00,
1969-06,.,No value available
1969-07,.,No value available
1969-08,8.00,
1969-09,.,No value available
1969-10,.,No value available
1969-11,8.50,
1969-12,.,No value available
1970-01,.,No value available
1970-02,9.25,
1970-03,.,No value available
1970-04,.,No value available
1970-05,10.50,
1970-06,.,No value available
1970-07,.,No value available
1970-08,10.50,
1970-09,.,No value available
1970-10,.,No value available
1970-11,10.50,
1970-12,.,No value available
1971-01,9.75,
1971-02,10.00,
1971-03,.,No value available
1971-04,.,No value available
1971-05,9.00,
1971-06,.,No value available
1971-07,.,No value available
1971-08,9.00,
1971-09,.,No value available
1971-10,.,No value available
1971-11,8.50,
1971-12,.,No value available
1972-01,.,No value available
1972-02,8.00,
1972-03,.,No value available
1972-04,.,No value available
1972-05,7.50,
1972-06,.,No value available
1972-07,.,No value available
1972-08,7.50,
1972-09,.,No value available
1972-10,.,No value available
1972-11,8.25,
1972-12,.,No value available
1973-01,.,No value available
1973-02,9.00,
1973-03,.,No value available
1973-04,.,No value available
1973-05,10.50,
1973-06,.,No value available
1973-07,11.75,
1973-08,12.00,
1973-09,.,No value available
1973-10,.,No value available
1973-11,12.75,
1973-12,.,No value available
1974-01,.,No value available
1974-02,12.75,
1974-03,.,No value available
1974-04,.,No value available
1974-05,12.75,
1974-06,.,No value available
1974-07,.,No value available
1974-08,12.50,
1974-09,.,No value available
1974-10,.,No value available
1974-11,12.00,
1974-12,.,No value available
1975-01,.,No value available
1975-02,11.00,
1975-03,10.25,
1975-04,10.00,
1975-05,9.50,
1975-06,9.00,
1975-07,9.00,
1975-08,8.50,
1975-09,8.00,
1975-10,8.00,
1975-11,7.75,
1975-12,7.75,
1976-01,7.75,
1976-02,7.75,
1976-03,7.50,
1976-04,7.50,
1976-05,7.25,
1976-06,7.50,
1976-07,7.50,
1976-08,7.50,
1976-09,7.25,
1976-10,7.50,
1976-11,7.50,
1976-12,7.50,
1977-01,7.50,
1977-02,7.25,
1977-03,7.25,
1977-04,7.25,
1977-05,7.00,
1977-06,7.00,
1977-07,7.00,
1977-08,7.00,
1977-09,7.00,
1977-10,6.75,
1977-11,6.75,
1977-12,6.75,
1978-01,6.50,
1978-02,6.50,
1978-03,6.50,
1978-04,6.25,
1978-05,6.25,
1978-06,6.25,
1978-07,6.50,
1978-08,6.50,
1978-09,6.50,
1978-10,6.50,
1978-11,6.50,
1978-12,6.50,
1979-01,6.50,
1979-02,6.50,
1979-03,6.50,
1979-04,7.00,
1979-05,7.25,
1979-06,7.50,
1979-07,7.75,
1979-08,8.25,
1979-09,8.50,
1979-10,8.50,
1979-11,9.00,
1979-12,9.50,
1980-01,9.50,
1980-02,9.75,
1980-03,10.50,
1980-04,11.00,
1980-05,11.45,
1980-06,11.50,
1980-07,11.50,
1980-08,11.50,
1980-09,11.50,
1980-10,11.50,
1980-11,11.50,
1980-12,11.50,
1981-01,11.50,
1981-02,11.75,
1981-03,13.00,
1981-04,13.25,
1981-05,13.50,
1981-06,14.00,
1981-07,14.00,
1981-08,14.25,
1981-09,14.50,
1981-10,14.25,
1981-11,14.00,
1981-12,14.00,
1982-01,14.00,
1982-02,13.50,
1982-03,13.50,
1982-04,13.00,
1982-05,12.50,
1982-06,12.50,
1982-07,12.25,
1982-08,12.25,
1982-09,11.75,
1982-10,11.50,
1982-11,10.75,
1982-12,10.00,
1983-01,9.75,
1983-02,9.75,
1983-03,9.50,
1983-04,8.50,
1983-05,8.50,
1983-06,8.50,
1983-07,8.50,
1983-08,8.50,
1983-09,8.50,
1983-10,8.50,
1983-11,8.50,
1983-12,8.50,
1984-01,8.50,
1984-02,8.50,
1984-03,8.50,
1984-04,8.50,
1984-05,8.50,
1984-06,8.50,
1984-07,8.50,
1984-08,8.75,
1984-09,8.75,
1984-10,8.50,
1984-11,8.75,
1984-12,8.50,
1985-01,8.50,
1985-02,8.50,
1985-03,8.50,
1985-04,8.50,
1985-05,8.50,
1985-06,8.50,
1985-07,8.50,
1985-08,8.00,
1985-09,7.75,
1985-10,7.75,
1985-11,8.00,
1985-12,7.75,
1986-01,7.75,
1986-02,8.00,
1986-03,7.50,
1986-04,7.25,
1986-05,7.50,
1986-06,7.50,
1986-07,7.25,
1986-08,7.25,
1986-09,7.25,
1986-10,7.25,
1986-11,7.25,
1986-12,7.25,
1987-01,7.25,
1987-02,7.25,
1987-03,7.00,
1987-04,7.00,
1987-05,7.00,
1987-06,6.75,
1987-07,6.75,
1987-08,7.00,
1987-09,7.00,
1987-10,7.00,
1987-11,7.00,
1987-12,6.75,
1988-01,6.75,
1988-02,6.75,
1988-03,6.75,
1988-04,6.75,
1988-05,6.75,
1988-06,6.50,
1988-07,7.00,
1988-08,7.00,
1988-09,7.25,
1988-10,7.25,
1988-11,7.25,
1988-12,7.25,
1989-01,7.25,
1989-02,7.75,
1989-03,7.75,
1989-04,8.00,
1989-05,8.25,
1989-06,8.50,
1989-07,8.75,
1989-08,8.75,
1989-09,8.75,
1989-10,9.50,
1989-11,9.75,
1989-12,9.75,
1990-01,9.75,
1990-02,9.75,
1990-03,10.00,
1990-04,10.00,
1990-05,10.00,
1990-06,10.00,
1990-07,10.00,
1990-08,10.25,
1990-09,10.25,
1990-10,10.25,
1990-11,10.50,
1990-12,10.50,
1991-01,10.00,
1991-02,10.25,
1991-03,10.50,
1991-04,10.50,
1991-05,10.50,
1991-06,10.50,
1991-07,10.50,
1991-08,10.75,
1991-09,11.00,
1991-10,11.25,
1991-11,11.25,
1991-12,11.00,
1992-01,11.50,
1992-02,11.50,
