"",BBK01.TSD305,BBK01.TSD305_FLAGS
"",Deposits / With an agreed maturity of up to 2 years / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:04,
1999-01,240.7,
1999-02,239.4,
1999-03,242.6,
1999-04,239.7,
1999-05,237.6,
1999-06,235.2,
1999-07,235.3,
1999-08,235.9,
1999-09,236.1,
1999-10,241.7,
1999-11,246.1,
1999-12,249.1,
2000-01,243.5,
2000-02,244.4,
2000-03,246.3,
2000-04,244.5,
2000-05,250.8,
2000-06,253.6,
2000-07,255.1,
2000-08,258.0,
2000-09,265.4,
2000-10,265.9,
2000-11,272.2,
2000-12,272.4,
2001-01,279.6,
2001-02,283.5,
2001-03,288.0,
2001-04,290.4,
2001-05,288.5,
2001-06,295.4,
2001-07,297.2,
2001-08,296.4,
2001-09,298.6,
2001-10,298.4,
2001-11,296.2,
2001-12,292.3,
2002-01,286.8,
2002-02,285.3,
2002-03,286.6,
2002-04,286.1,
2002-05,284.8,
2002-06,289.6,
2002-07,289.2,
2002-08,288.4,
2002-09,285.5,
2002-10,288.7,
2002-11,283.6,
2002-12,282.6,
2003-01,284.2,
2003-02,287.0,
2003-03,283.4,
2003-04,279.5,
2003-05,281.7,
2003-06,276.1,
2003-07,271.6,
2003-08,273.0,
2003-09,260.6,
2003-10,255.2,
2003-11,256.4,
2003-12,252.2,
2004-01,244.5,
2004-02,243.3,
2004-03,244.8,
2004-04,237.6,
2004-05,242.5,
2004-06,237.1,
2004-07,238.8,
2004-08,237.9,
2004-09,234.0,
2004-10,234.7,
2004-11,226.9,
2004-12,242.5,
2005-01,233.5,
2005-02,230.8,
2005-03,226.1,
2005-04,231.3,
2005-05,231.2,
2005-06,229.8,
2005-07,228.4,
2005-08,228.0,
2005-09,229.4,
2005-10,230.8,
2005-11,233.6,
2005-12,235.9,
2006-01,242.8,
2006-02,246.6,
2006-03,249.3,
2006-04,260.0,
2006-05,256.8,
2006-06,266.1,
2006-07,268.0,
2006-08,275.8,
2006-09,287.6,
2006-10,295.1,
2006-11,304.7,
2006-12,309.9,
2007-01,321.9,
2007-02,329.7,
2007-03,339.9,
2007-04,354.5,
2007-05,356.7,
2007-06,374.0,
2007-07,379.7,
2007-08,403.6,
2007-09,421.0,
2007-10,435.7,
2007-11,450.6,
2007-12,485.8,
2008-01,495.2,
2008-02,520.8,
2008-03,523.9,
2008-04,544.5,
2008-05,556.6,
2008-06,558.3,
2008-07,589.1,
2008-08,599.2,
2008-09,601.4,
2008-10,617.2,
2008-11,630.4,
2008-12,607.0,
2009-01,576.9,
2009-02,560.0,
2009-03,542.5,
2009-04,534.0,
2009-05,514.1,
2009-06,484.1,
2009-07,461.4,
2009-08,439.2,
2009-09,415.0,
2009-10,384.9,
2009-11,371.4,
2009-12,364.1,
2010-01,346.6,
2010-02,342.9,
2010-03,344.0,
2010-04,320.4,
2010-05,313.1,
2010-06,312.0,
2010-07,307.8,
2010-08,309.6,
2010-09,313.4,
2010-10,315.1,
2010-11,313.8,
2010-12,313.2,
2011-01,315.4,
2011-02,323.0,
2011-03,327.3,
2011-04,337.9,
2011-05,345.8,
2011-06,347.4,
2011-07,358.8,
2011-08,361.9,
2011-09,376.7,
2011-10,375.5,
2011-11,380.7,
2011-12,376.3,
2012-01,385.7,
2012-02,384.4,
2012-03,383.6,
2012-04,387.9,
2012-05,387.0,
2012-06,395.8,
2012-07,393.6,
2012-08,386.8,
2012-09,376.7,
2012-10,367.7,
2012-11,361.5,
2012-12,328.3,
2013-01,326.7,
2013-02,320.3,
2013-03,323.7,
2013-04,321.8,
2013-05,318.1,
2013-06,314.5,
2013-07,309.6,
2013-08,308.2,
2013-09,304.2,
2013-10,305.2,
2013-11,305.5,
2013-12,305.7,
2014-01,308.2,
2014-02,314.9,
2014-03,317.8,
2014-04,313.9,
2014-05,317.4,
2014-06,316.5,
2014-07,314.9,
2014-08,313.9,
2014-09,312.4,
2014-10,305.4,
2014-11,307.9,
2014-12,306.2,Provisional value
2015-01,309.1,
