"",BBK01.TZ4955,BBK01.TZ4955_FLAGS
"",Deposits / With an agreed maturity of up to 2 years / German contribution / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:07,
1999-01,7.5,
1999-02,-1.3,
1999-03,2.9,
1999-04,-3.0,
1999-05,-2.1,
1999-06,-2.4,
1999-07,0.2,
1999-08,0.5,
1999-09,0.2,
1999-10,3.9,
1999-11,4.2,
1999-12,3.0,
2000-01,-5.6,
2000-02,2.5,
2000-03,2.0,
2000-04,-2.0,
2000-05,6.4,
2000-06,2.8,
2000-07,1.1,
2000-08,2.8,
2000-09,7.3,
2000-10,0.4,
2000-11,6.4,
2000-12,0.6,
2001-01,6.9,
2001-02,4.0,
2001-03,4.3,
2001-04,2.5,
2001-05,-2.6,
2001-06,7.0,
2001-07,1.9,
2001-08,-0.7,
2001-09,2.2,
2001-10,-0.2,
2001-11,-2.2,
2001-12,-3.9,
2002-01,-5.6,
2002-02,-1.4,
2002-03,1.4,
2002-04,-0.5,
2002-05,-0.5,
2002-06,4.8,
2002-07,-0.5,
2002-08,-0.8,
2002-09,-3.4,
2002-10,3.2,
2002-11,-5.1,
2002-12,-0.9,
2003-01,0.9,
2003-02,2.9,
2003-03,-3.6,
2003-04,-3.8,
2003-05,2.5,
2003-06,-5.7,
2003-07,-4.4,
2003-08,1.3,
2003-09,-12.2,
2003-10,-5.4,
2003-11,1.4,
2003-12,-4.0,
2004-01,-7.8,
2004-02,-2.1,
2004-03,1.4,
2004-04,-6.9,
2004-05,4.9,
2004-06,-5.0,
2004-07,1.2,
2004-08,-0.8,
2004-09,-3.8,
2004-10,0.8,
2004-11,-7.7,
2004-12,15.8,
2005-01,-9.2,
2005-02,-2.6,
2005-03,-4.2,
2005-04,5.2,
2005-05,-0.3,
2005-06,-1.5,
2005-07,-1.4,
2005-08,-0.4,
2005-09,1.3,
2005-10,0.8,
2005-11,2.7,
2005-12,2.3,
2006-01,7.1,
2006-02,3.7,
2006-03,2.8,
2006-04,10.8,
2006-05,-3.0,
2006-06,9.2,
2006-07,2.0,
2006-08,7.9,
2006-09,11.7,
2006-10,7.4,
2006-11,9.8,
2006-12,5.3,
2007-01,11.8,
2007-02,7.9,
2007-03,10.3,
2007-04,14.7,
2007-05,2.2,
2007-06,17.3,
2007-07,5.7,
2007-08,23.9,
2007-09,17.8,
2007-10,14.7,
2007-11,14.6,
2007-12,35.3,
2008-01,8.7,
2008-02,25.7,
2008-03,3.5,
2008-04,20.6,
2008-05,12.1,
2008-06,1.8,
2008-07,30.9,
2008-08,9.2,
2008-09,1.5,
2008-10,13.7,
2008-11,15.5,
2008-12,-21.7,
2009-01,-31.0,
2009-02,-16.8,
2009-03,-17.3,
2009-04,-25.7,
2009-05,-19.3,
2009-06,-30.0,
2009-07,-22.7,
2009-08,-22.0,
2009-09,-24.0,
2009-10,-29.8,
2009-11,-13.4,
2009-12,-7.6,
2010-01,-17.7,
2010-02,-8.3,
2010-03,1.0,
2010-04,-24.7,
2010-05,-7.9,
2010-06,0.6,
2010-07,-3.6,
2010-08,1.3,
2010-09,4.2,
2010-10,1.7,
2010-11,-2.3,
2010-12,-0.7,
2011-01,2.0,
2011-02,7.8,
2011-03,4.4,
2011-04,8.4,
2011-05,7.6,
2011-06,1.7,
2011-07,11.2,
2011-08,2.6,
2011-09,14.7,
2011-10,-1.0,
2011-11,4.9,
2011-12,-4.6,
2012-01,9.5,
2012-02,-1.1,
2012-03,-0.9,
2012-04,1.6,
2012-05,-1.4,
2012-06,9.0,
2012-07,-3.3,
2012-08,-6.6,
2012-09,-10.3,
2012-10,-9.0,
2012-11,-6.1,
2012-12,-33.0,
2013-01,-1.6,
2013-02,-6.6,
2013-03,3.3,
2013-04,-2.1,
2013-05,-3.7,
2013-06,-4.0,
2013-07,-4.7,
2013-08,-1.4,
2013-09,-3.7,
2013-10,1.3,
2013-11,0.3,
2013-12,0.1,
2014-01,2.4,
2014-02,5.9,
2014-03,2.9,
2014-04,-3.9,
2014-05,3.4,
2014-06,-0.9,
2014-07,-1.6,
2014-08,-1.1,
2014-09,-1.8,
2014-10,-7.0,
2014-11,2.4,
2014-12,-1.8,Provisional value
2015-01,2.4,
