"",BBDE1.M.DE.Y.AEB1.N2C270000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C270000.F.C.I10.A_FLAGS
"",Orders received from the domestic market / At constant prices / Germany / 27 Manufacture of electrical equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:16,
1991-01,101.4,
1991-02,104.2,
1991-03,100.9,
1991-04,104.7,
1991-05,98.9,
1991-06,103.6,
1991-07,97.0,
1991-08,98.2,
1991-09,101.2,
1991-10,100.8,
1991-11,107.3,
1991-12,102.6,
1992-01,107.9,
1992-02,106.0,
1992-03,112.7,
1992-04,101.6,
1992-05,104.9,
1992-06,98.3,
1992-07,97.1,
1992-08,96.1,
1992-09,95.7,
1992-10,95.4,
1992-11,92.0,
1992-12,93.7,
1993-01,105.2,
1993-02,96.2,
1993-03,91.4,
1993-04,91.9,
1993-05,88.7,
1993-06,87.4,
1993-07,93.8,
1993-08,90.0,
1993-09,94.5,
1993-10,89.6,
1993-11,89.4,
1993-12,95.8,
1994-01,103.6,
1994-02,98.3,
1994-03,93.6,
1994-04,92.8,
1994-05,94.7,
1994-06,96.4,
1994-07,95.1,
1994-08,98.1,
1994-09,110.0,
1994-10,102.6,
1994-11,96.2,
1994-12,124.4,
1995-01,100.0,
1995-02,99.6,
1995-03,100.6,
1995-04,104.8,
1995-05,96.2,
1995-06,99.8,
1995-07,95.1,
1995-08,94.8,
1995-09,103.2,
1995-10,84.7,
1995-11,90.3,
1995-12,102.4,
1996-01,93.4,
1996-02,89.6,
1996-03,95.3,
1996-04,89.4,
1996-05,90.5,
1996-06,95.7,
1996-07,95.8,
1996-08,90.3,
1996-09,94.4,
1996-10,90.7,
1996-11,89.4,
1996-12,95.9,
1997-01,92.8,
1997-02,92.9,
1997-03,93.9,
1997-04,96.6,
1997-05,94.5,
1997-06,102.0,
1997-07,96.1,
1997-08,94.2,
1997-09,97.6,
1997-10,94.0,
1997-11,99.9,
1997-12,96.8,
1998-01,99.8,
1998-02,99.3,
1998-03,101.0,
1998-04,101.6,
1998-05,100.3,
1998-06,94.7,
1998-07,97.3,
1998-08,96.8,
1998-09,97.4,
1998-10,95.2,
1998-11,98.3,
1998-12,95.6,
1999-01,94.9,
1999-02,93.5,
1999-03,99.9,
1999-04,98.5,
1999-05,104.1,
1999-06,101.1,
1999-07,100.3,
1999-08,107.8,
1999-09,100.2,
1999-10,102.1,
1999-11,101.2,
1999-12,99.3,
2000-01,98.5,
2000-02,99.4,
2000-03,101.0,
2000-04,101.8,
2000-05,104.5,
2000-06,101.5,
2000-07,110.1,
2000-08,105.9,
2000-09,106.9,
2000-10,105.6,
2000-11,104.3,
2000-12,109.1,
2001-01,105.0,
2001-02,108.9,
2001-03,119.4,
2001-04,103.6,
2001-05,107.5,
2001-06,108.9,
2001-07,104.9,
2001-08,107.7,
2001-09,103.5,
2001-10,98.3,
2001-11,95.7,
2001-12,106.2,
2002-01,101.4,
2002-02,96.0,
2002-03,99.8,
2002-04,96.4,
2002-05,93.6,
2002-06,97.3,
2002-07,96.9,
2002-08,99.5,
2002-09,97.6,
2002-10,98.7,
2002-11,100.2,
2002-12,102.8,
2003-01,98.1,
2003-02,98.6,
2003-03,97.0,
2003-04,98.4,
2003-05,98.0,
2003-06,102.0,
2003-07,96.9,
2003-08,94.8,
2003-09,95.8,
2003-10,99.9,
2003-11,99.6,
2003-12,95.3,
2004-01,99.0,
2004-02,98.2,
2004-03,100.5,
2004-04,99.8,
2004-05,99.8,
2004-06,98.4,
2004-07,101.1,
2004-08,98.9,
2004-09,94.6,
2004-10,98.2,
2004-11,97.9,
2004-12,96.7,
2005-01,95.6,
2005-02,100.0,
2005-03,94.7,
2005-04,98.0,
2005-05,97.5,
2005-06,98.8,
2005-07,99.9,
2005-08,102.3,
2005-09,104.3,
2005-10,105.1,
2005-11,103.4,
2005-12,106.8,
2006-01,105.8,
2006-02,105.8,
2006-03,101.4,
2006-04,108.3,
2006-05,107.6,
2006-06,107.4,
2006-07,110.4,
2006-08,107.4,
2006-09,110.5,
2006-10,110.3,
2006-11,111.0,
2006-12,112.1,
2007-01,114.7,
2007-02,110.6,
2007-03,110.4,
2007-04,108.0,
2007-05,112.0,
2007-06,110.5,
2007-07,113.8,
2007-08,114.6,
2007-09,107.5,
2007-10,108.5,
2007-11,122.0,
2007-12,125.3,
2008-01,116.2,
2008-02,121.7,
2008-03,122.8,
2008-04,123.6,
2008-05,122.6,
2008-06,119.8,
2008-07,114.9,
2008-08,118.5,
2008-09,116.5,
2008-10,103.8,
2008-11,90.9,
2008-12,95.5,
2009-01,82.8,
2009-02,76.2,
2009-03,78.6,
2009-04,74.8,
2009-05,76.8,
2009-06,80.9,
2009-07,80.4,
2009-08,82.8,
2009-09,89.2,
2009-10,90.0,
2009-11,89.9,
2009-12,90.9,
2010-01,91.2,
2010-02,94.3,
2010-03,98.5,
2010-04,97.0,
2010-05,98.2,
2010-06,107.1,
2010-07,110.0,
2010-08,99.4,
2010-09,100.5,
2010-10,101.8,
2010-11,99.7,
2010-12,95.9,
2011-01,113.1,
2011-02,102.6,
2011-03,104.0,
2011-04,105.7,
2011-05,140.7,
2011-06,103.9,
2011-07,124.7,
2011-08,107.0,
2011-09,105.2,
2011-10,102.0,
2011-11,104.2,
2011-12,95.2,
2012-01,103.3,
2012-02,99.8,
2012-03,99.1,
2012-04,101.2,
2012-05,100.1,
2012-06,95.3,
2012-07,97.8,
2012-08,99.7,
2012-09,95.3,
2012-10,94.5,
2012-11,93.7,
2012-12,94.5,
2013-01,94.4,
2013-02,95.8,
2013-03,115.1,
2013-04,98.4,
2013-05,95.5,
2013-06,98.4,
2013-07,97.8,
2013-08,97.8,
2013-09,100.1,
2013-10,97.0,
2013-11,99.9,
2013-12,99.7,
2014-01,97.4,
2014-02,100.7,
2014-03,96.9,
2014-04,97.1,
2014-05,108.9,
2014-06,95.5,
2014-07,96.6,
2014-08,94.3,
2014-09,93.0,
2014-10,103.5,
2014-11,94.8,
2014-12,97.1,Provisional value
