"",BBK01.OEAC10Q,BBK01.OEAC10Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:37,
2002-01,15.682,
2002-04,15.731,
2002-07,15.324,
2002-10,15.417,
2003-01,15.350,
2003-04,18.017,
2003-07,20.239,
2003-10,20.478,
2004-01,20.275,
2004-04,14.378,
2004-07,14.806,
2004-10,15.222,
2005-01,14.862,
2005-04,14.897,
2005-07,14.904,
2005-10,14.825,
2006-01,14.708,
2006-04,15.454,
2006-07,15.079,
2006-10,15.503,
2007-01,15.321,
2007-04,13.929,
2007-07,12.087,
2007-10,11.975,
2008-01,11.459,
2008-04,11.401,
2008-07,11.576,
2008-10,11.587,
2009-01,11.521,
2009-04,11.883,
2009-07,12.236,
2009-10,12.169,
2010-01,15.776,
2010-04,16.062,
2010-07,16.303,
2010-10,16.348,
2011-01,16.628,
2011-04,16.524,
2011-07,13.764,
2011-10,13.743,
2012-01,13.769,
2012-04,14.142,
2012-07,14.070,
2012-10,16.722,
2013-01,16.459,
2013-04,15.736,
2013-07,15.519,
2013-10,19.128,
2014-01,18.717,
2014-04,18.622,
2014-07,18.833,
