"",BBK01.OEAH16T,BBK01.OEAH16T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:45,
2002-01,7.834,
2002-04,8.149,
2002-07,8.368,
2002-10,8.847,
2003-01,8.525,
2003-04,8.456,
2003-07,8.481,
2003-10,8.855,
2004-01,8.653,
2004-04,8.655,
2004-07,8.718,
2004-10,9.205,
2005-01,9.226,
2005-04,9.256,
2005-07,9.328,
2005-10,9.760,
2006-01,9.369,
2006-04,9.469,
2006-07,9.294,
2006-10,9.950,
2007-01,9.505,
2007-04,9.563,
2007-07,9.716,
2007-10,10.261,
2008-01,9.738,
2008-04,9.765,
2008-07,9.770,
2008-10,11.012,
2009-01,11.514,
2009-04,12.131,
2009-07,12.713,
2009-10,13.539,
2010-01,13.152,
2010-04,13.709,
2010-07,13.803,
2010-10,14.693,
2011-01,13.711,
2011-04,13.846,
2011-07,14.448,
2011-10,14.485,
2012-01,13.878,
2012-04,13.862,
2012-07,14.361,
2012-10,15.180,
2013-01,14.805,
2013-04,15.152,
2013-07,15.657,
2013-10,16.306,
2014-01,16.030,
2014-04,15.927,
2014-07,16.594,
