"",BBK01.QUK847,BBK01.QUK847_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Denmark / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:48,
2002-03,3.854,
2002-04,3.646,
2002-05,3.943,
2002-06,4.162,
2002-07,4.110,
2002-08,4.147,
2002-09,4.062,
2002-10,4.153,
2002-11,4.277,
2002-12,4.356,
2003-01,4.459,
2003-02,4.461,
2003-03,4.393,
2003-04,4.529,
2003-05,4.667,
2003-06,4.868,
2003-07,5.048,
2003-08,5.117,
2003-09,4.978,
2003-10,4.938,
2003-11,4.897,
2003-12,4.868,
2004-01,5.181,
2004-02,5.329,
2004-03,4.926,
2004-04,4.896,
2004-05,5.211,
2004-06,5.339,
2004-07,5.171,
2004-08,5.107,
2004-09,5.199,
2004-10,5.236,
2004-11,5.278,
2004-12,5.476,
2005-01,5.720,
2005-02,6.330,
2005-03,6.092,
2005-04,5.821,
2005-05,5.760,
2005-06,6.079,
2005-07,5.864,
2005-08,6.195,
2005-09,6.539,
2005-10,6.426,
2005-11,6.941,
2005-12,6.781,
2006-01,7.093,
2006-02,8.235,
2006-03,8.312,
2006-04,8.725,
2006-05,7.946,
2006-06,7.306,
2006-07,7.628,
2006-08,6.971,
2006-09,7.081,
2006-10,7.225,
2006-11,7.251,
2006-12,7.824,
2007-01,7.910,
2007-02,7.982,
2007-03,8.109,
2007-04,7.921,
2007-05,8.150,
2007-06,8.310,
2007-07,8.576,
2007-08,8.576,
2007-09,8.704,
2007-10,8.742,
2007-11,8.820,
2007-12,8.701,
2008-01,9.062,
2008-02,8.717,
2008-03,8.690,
2008-04,8.677,
2008-05,9.437,
2008-06,9.472,
2008-07,9.501,
2008-08,9.368,
2008-09,9.479,
2008-10,9.558,
2008-11,9.554,
2008-12,9.871,
2009-01,10.201,
2009-02,10.492,
2009-03,10.690,
2009-04,11.698,
2009-05,10.722,
2009-06,10.569,
2009-07,11.304,
2009-08,11.745,
2009-09,12.210,
2009-10,12.249,
2009-11,11.948,
2009-12,12.867,
2010-01,12.633,
2010-02,13.139,
2010-03,13.579,
2010-04,14.967,
2010-05,16.234,
2010-06,15.879,
2010-07,13.725,
2010-08,13.547,
2010-09,12.845,
2010-10,12.117,
2010-11,13.799,
2010-12,13.939,
2011-01,11.213,
2011-02,11.038,
2011-03,11.478,
2011-04,10.824,
2011-05,10.410,
2011-06,9.152,
2011-07,7.880,
2011-08,7.815,
2011-09,7.704,
2011-10,7.173,
2011-11,6.396,
2011-12,6.426,
2012-01,7.127,
2012-02,7.780,
2012-03,7.730,
2012-04,8.200,
2012-05,8.779,
2012-06,8.366,
2012-07,8.931,
2012-08,8.665,
2012-09,8.657,
2012-10,9.249,
2012-11,9.843,
2012-12,9.588,
2013-01,9.080,
2013-02,8.369,
2013-03,9.686,
2013-04,9.142,
2013-05,8.349,
2013-06,8.094,
2013-07,7.011,
2013-08,7.163,
2013-09,7.372,
2013-10,6.304,
2013-11,6.008,
2013-12,6.023,
2014-01,6.127,
2014-02,6.415,
2014-03,6.534,
2014-04,6.157,
2014-05,5.936,
2014-06,5.937,
2014-07,5.019,
2014-08,5.533,
2014-09,5.240,
2014-10,5.408,
