"",BBK01.CEH401,BBK01.CEH401_FLAGS
"",Loans debtor: All sectors                    creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:12:54,
1991-01,46.6,
1991-04,-0.7,
1991-07,-1.4,
1991-10,-3.4,
1992-01,0.6,
1992-04,-1.4,
1992-07,-1.2,
1992-10,-3.3,
1993-01,-1.5,
1993-04,1.6,
1993-07,0.3,
1993-10,-0.6,
1994-01,5.9,
1994-04,0.7,
1994-07,-0.4,
1994-10,6.3,
1995-01,6.4,
1995-04,1.5,
1995-07,1.4,
1995-10,3.0,
1996-01,1.5,
1996-04,-1.8,
1996-07,0.3,
1996-10,2.2,
1997-01,4.8,
1997-04,-0.6,
1997-07,0.4,
1997-10,1.6,
1998-01,2.7,
1998-04,6.4,
1998-07,6.2,
1998-10,7.2,
1999-01,3.5,
1999-04,1.5,
1999-07,5.3,
1999-10,-5.1,
2000-01,5.7,
2000-04,9.4,
2000-07,-9.7,
2000-10,24.7,
2001-01,23.8,
2001-04,5.3,
2001-07,-4.0,
2001-10,11.2,
2002-01,33.9,
2002-04,5.9,
2002-07,15.5,
2002-10,-15.0,
2003-01,16.7,
2003-04,0.8,
2003-07,5.4,
2003-10,-4.6,
2004-01,-2.0,
2004-04,-3.6,
2004-07,5.5,
2004-10,-7.2,
2005-01,-12.5,
2005-04,10.6,
2005-07,7.6,
2005-10,-4.1,
2006-01,18.6,
2006-04,6.3,
2006-07,11.3,
2006-10,4.2,
2007-01,-3.7,
2007-04,-2.7,
2007-07,4.9,
2007-10,18.2,
2008-01,6.6,
2008-04,4.3,
2008-07,-2.8,
2008-10,-1.0,
2009-01,8.9,
2009-04,7.9,
2009-07,-6.4,
2009-10,-10.2,
2010-01,5.8,
2010-04,14.8,
2010-07,-4.6,
2010-10,5.6,
2011-01,7.0,
2011-04,-9.1,
2011-07,-1.2,
2011-10,8.6,
2012-01,10.4,
2012-04,12.1,
2012-07,0.6,
2012-10,3.4,
2013-01,5.3,
2013-04,-1.1,
2013-07,4.3,
2013-10,-19.1,
2014-01,7.9,
