"",BBK01.OEAH38V,BBK01.OEAH38V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:59,
2002-01,0.500,
2002-04,0.493,
2002-07,0.488,
2002-10,0.466,
2003-01,0.460,
2003-04,0.449,
2003-07,0.432,
2003-10,0.472,
2004-01,0.462,
2004-04,0.473,
2004-07,0.458,
2004-10,0.458,
2005-01,0.450,
2005-04,0.429,
2005-07,0.397,
2005-10,0.388,
2006-01,0.384,
2006-04,0.359,
2006-07,0.355,
2006-10,0.332,
2007-01,0.327,
2007-04,0.326,
2007-07,0.324,
2007-10,0.295,
2008-01,0.283,
2008-04,0.281,
2008-07,0.278,
2008-10,0.301,
2009-01,0.302,
2009-04,0.311,
2009-07,0.317,
2009-10,0.330,
2010-01,0.323,
2010-04,0.323,
2010-07,0.341,
2010-10,0.337,
2011-01,0.345,
2011-04,0.349,
2011-07,0.351,
2011-10,0.352,
2012-01,0.352,
2012-04,0.352,
2012-07,0.349,
2012-10,0.341,
2013-01,0.337,
2013-04,0.349,
2013-07,0.360,
2013-10,0.367,
2014-01,0.441,
2014-04,0.558,
2014-07,0.612,
