"",BBK01.QU4157,BBK01.QU4157_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Offshore banking centres / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:40:50,
1980-12,7.711,
1981-01,.,No value available
1981-02,.,No value available
1981-03,8.380,
1981-04,.,No value available
1981-05,.,No value available
1981-06,10.685,
1981-07,.,No value available
1981-08,.,No value available
1981-09,9.956,
1981-10,.,No value available
1981-11,.,No value available
1981-12,9.596,
1982-01,.,No value available
1982-02,.,No value available
1982-03,10.466,
1982-04,.,No value available
1982-05,.,No value available
1982-06,11.240,
1982-07,11.345,
1982-08,12.838,
1982-09,12.055,
1982-10,11.476,
1982-11,11.996,
1982-12,10.762,
1983-01,11.053,
1983-02,11.090,
1983-03,12.404,
1983-04,12.174,
1983-05,12.489,
1983-06,13.304,
1983-07,13.493,
1983-08,14.413,
1983-09,13.091,
1983-10,12.087,
1983-11,12.707,
1983-12,12.853,
1984-01,12.941,
1984-02,12.126,
1984-03,12.567,
1984-04,13.595,
1984-05,13.756,
1984-06,13.673,
1984-07,15.027,
1984-08,14.186,
1984-09,15.020,
1984-10,14.575,
1984-11,14.741,
1984-12,13.861,
1985-01,14.302,
1985-02,15.765,
1985-03,14.076,
1985-04,14.185,
1985-05,13.880,
1985-06,14.600,
1985-07,13.865,
1985-08,13.669,
1985-09,13.065,
1985-10,13.037,
1985-11,12.748,
1985-12,12.457,
1986-01,12.846,
1986-02,11.910,
1986-03,12.693,
1986-04,11.947,
1986-05,12.377,
1986-06,10.932,
1986-07,10.833,
1986-08,11.412,
1986-09,12.523,
1986-10,12.004,
1986-11,11.137,
1986-12,12.307,
1987-01,12.404,
1987-02,11.277,
1987-03,11.991,
1987-04,11.061,
1987-05,11.990,
1987-06,11.571,
1987-07,11.778,
1987-08,12.521,
1987-09,12.581,
1987-10,12.821,
1987-11,12.830,
1987-12,12.852,
1988-01,12.976,
1988-02,13.361,
1988-03,13.162,
1988-04,13.515,
1988-05,14.982,
1988-06,14.857,
1988-07,16.353,
1988-08,16.016,
1988-09,15.980,
1988-10,15.328,
1988-11,15.950,
1988-12,17.384,
1989-01,19.437,
1989-02,18.878,
1989-03,19.029,
1989-04,19.138,
1989-05,19.113,
1989-06,18.722,
1989-07,17.180,
1989-08,19.012,
1989-09,17.776,
1989-10,17.153,
1989-11,17.480,
1989-12,16.598,
1990-01,16.654,
1990-02,17.762,
1990-03,19.318,
1990-04,18.290,
1990-05,19.404,
1990-06,19.333,
1990-07,18.801,
1990-08,18.407,
1990-09,17.881,
1990-10,17.755,
1990-11,18.202,
1990-12,18.557,
1991-01,18.864,
1991-02,19.047,
1991-03,19.803,
1991-04,21.373,
1991-05,21.225,
1991-06,21.891,
1991-07,22.168,
1991-08,21.985,
1991-09,21.069,
1991-10,22.002,
1991-11,21.585,
1991-12,22.159,
1992-01,21.008,
1992-02,21.212,
1992-03,22.452,
1992-04,22.308,
1992-05,21.143,
1992-06,22.068,
1992-07,20.960,
1992-08,19.755,
1992-09,21.849,
1992-10,24.680,
1992-11,24.580,
1992-12,24.438,
1993-01,22.861,
1993-02,24.000,
1993-03,22.822,
1993-04,23.623,
1993-05,23.023,
1993-06,24.563,
1993-07,25.839,
1993-08,25.430,
1993-09,24.408,
1993-10,25.380,
1993-11,26.431,
1993-12,26.301,
1994-01,24.883,
1994-02,26.365,
1994-03,26.600,
1994-04,25.423,
1994-05,25.878,
1994-06,25.797,
1994-07,26.495,
1994-08,27.840,
1994-09,28.493,
1994-10,28.810,
1994-11,28.006,
1994-12,28.741,
1995-01,30.163,
1995-02,30.328,
1995-03,30.144,
1995-04,30.989,
1995-05,29.244,
1995-06,28.386,
1995-07,29.175,
1995-08,30.738,
1995-09,32.738,
1995-10,35.229,
1995-11,39.820,
1995-12,41.158,
1996-01,43.381,
1996-02,42.986,
1996-03,47.609,
1996-04,50.876,
1996-05,51.779,
1996-06,50.493,
1996-07,49.760,
1996-08,51.629,
1996-09,49.535,
1996-10,52.918,
1996-11,55.527,
1996-12,55.842,
1997-01,59.401,
1997-02,67.635,
1997-03,73.134,
1997-04,82.943,
1997-05,74.159,
1997-06,70.526,
1997-07,81.223,
1997-08,82.469,
1997-09,76.141,
