"",BBK01.PQG357,BBK01.PQG357_FLAGS
"",Lending to domestic enterprises / Long-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:44,
1968-10,8.966,
1969-01,9.244,
1969-04,9.521,
1969-07,9.741,
1969-10,10.067,
1970-01,10.269,
1970-04,10.639,
1970-07,11.142,
1970-10,12.093,
1971-01,12.385,
1971-04,12.644,
1971-07,13.053,
1971-10,13.535,
1972-01,14.050,
1972-04,14.628,
1972-07,17.826,
1972-10,18.503,
1973-01,19.028,
1973-04,19.684,
1973-07,20.938,
1973-10,21.738,
1974-01,21.973,
1974-04,22.133,
1974-07,22.533,
1974-10,23.315,
1975-01,23.944,
1975-04,24.522,
1975-07,25.043,
1975-10,25.630,
1976-01,26.067,
1976-04,27.085,
1976-07,27.409,
1976-10,27.830,
1977-01,28.128,
1977-04,28.632,
1977-07,29.369,
1977-10,30.065,
1978-01,30.461,
1978-04,30.799,
1978-07,31.233,
1978-10,31.873,
1979-01,31.982,
1979-04,32.250,
1979-07,32.187,
1979-10,32.029,
1980-01,32.215,
1980-04,32.420,
1980-07,32.653,
1980-10,33.231,
1981-01,33.144,
1981-04,33.175,
1981-07,33.388,
1981-10,33.676,
1982-01,33.596,
1982-04,33.144,
1982-07,33.221,
1982-10,33.770,
1983-01,33.692,
1983-04,35.165,
1983-07,35.235,
1983-10,35.469,
1984-01,35.176,
1984-04,35.081,
1984-07,35.313,
1984-10,35.742,
1985-01,35.992,
1985-04,36.134,
1985-07,36.506,
1985-10,36.879,
1986-01,37.179,
1986-04,37.634,
1986-07,37.983,
1986-10,38.129,
1987-01,38.474,
1987-04,38.974,
1987-07,39.439,
1987-10,39.836,
1988-01,40.084,
1988-04,39.862,
1988-07,39.858,
1988-10,40.090,
1989-01,39.894,
1989-04,40.048,
1989-07,40.117,
1989-10,40.816,
1990-01,40.597,
1990-04,40.636,
1990-07,40.478,
1990-10,41.145,
1991-01,42.642,
1991-04,43.222,
1991-07,43.894,
1991-10,47.226,
1992-01,57.372,
1992-04,58.607,
1992-07,60.008,
1992-10,59.952,
1993-01,68.454,
1993-04,70.642,
1993-07,74.291,
1993-10,79.157,
1994-01,80.348,
1994-04,82.854,
1994-07,84.929,
1994-10,88.512,
1995-01,85.283,
1995-04,87.982,
1995-07,91.085,
1995-10,95.011,
1996-01,96.170,
1996-04,96.741,
1996-07,98.846,
1996-10,102.664,
1997-01,104.961,
1997-04,106.659,
1997-07,108.996,
1997-10,113.247,
1998-01,115.252,
1998-04,117.072,
1998-07,119.027,
1998-10,123.308,
1999-01,115.341,
1999-04,117.664,
1999-07,118.551,
1999-10,120.376,
2000-01,121.936,
2000-04,120.220,
2000-07,121.976,
2000-10,123.783,
2001-01,125.968,
2001-04,126.097,
2001-07,126.919,
2001-10,128.636,
2002-01,128.965,
2002-04,128.918,
2002-07,128.938,
2002-10,130.084,
2003-01,130.719,
2003-04,129.871,
2003-07,130.516,
2003-10,129.841,
2004-01,130.888,
2004-04,133.124,
2004-07,124.083,
2004-10,122.198,
2005-01,121.940,
2005-04,122.590,
2005-07,124.497,
2005-10,126.162,
2006-01,127.595,
2006-04,128.906,
2006-07,130.253,
2006-10,130.525,
2007-01,131.490,
2007-04,131.767,
2007-07,132.173,
2007-10,134.478,
2008-01,134.437,
2008-04,135.516,
2008-07,139.799,
2008-10,142.293,
2009-01,142.039,
2009-04,141.283,
2009-07,141.015,
2009-10,140.911,
2010-01,142.148,
2010-04,143.760,
2010-07,140.651,
2010-10,140.382,
2011-01,138.468,
2011-04,137.551,
2011-07,136.899,
2011-10,137.572,
2012-01,136.038,
2012-04,137.066,
2012-07,136.747,
2012-10,133.578,
2013-01,132.662,
2013-04,130.439,
2013-07,126.436,
2013-10,128.020,
2014-01,126.978,
2014-04,125.207,
2014-07,126.273,
2014-10,127.662,
