"",BBK01.CEB220,BBK01.CEB220_FLAGS
"",Currency and deposits debtor: Domestic financial corporations                     creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:36,
1991-01,2204.4,
1991-04,2241.0,
1991-07,2231.7,
1991-10,2313.5,
1992-01,2306.7,
1992-04,2335.6,
1992-07,2364.8,
1992-10,2428.6,
1993-01,2432.7,
1993-04,2489.1,
1993-07,2512.4,
1993-10,2659.7,
1994-01,2626.6,
1994-04,2656.2,
1994-07,2656.9,
1994-10,2761.5,
1995-01,2728.9,
1995-04,2770.0,
1995-07,2812.8,
1995-10,2951.3,
1996-01,2977.2,
1996-04,3017.3,
1996-07,3055.6,
1996-10,3216.1,
1997-01,3250.0,
1997-04,3334.5,
1997-07,3335.9,
1997-10,3485.6,
1998-01,3525.1,
1998-04,3611.5,
1998-07,3626.9,
1998-10,3812.2,
1999-01,3832.2,
1999-04,3891.5,
1999-07,3964.0,
1999-10,4065.2,
2000-01,4163.3,
2000-04,4147.6,
2000-07,4179.5,
2000-10,4309.9,
2001-01,4431.2,
2001-04,4439.3,
2001-07,4439.7,
2001-10,4435.2,
2002-01,4367.6,
2002-04,4376.5,
2002-07,4413.3,
2002-10,4512.5,
2003-01,4534.1,
2003-04,4581.2,
2003-07,4523.3,
2003-10,4560.9,
2004-01,4594.3,
2004-04,4629.6,
2004-07,4664.6,
2004-10,4709.7,
2005-01,4791.3,
2005-04,4865.0,
2005-07,4884.6,
2005-10,4901.5,
2006-01,4972.7,
2006-04,5042.0,
2006-07,5049.1,
2006-10,5116.6,
2007-01,5195.6,
2007-04,5257.7,
2007-07,5382.9,
2007-10,5572.8,
2008-01,5615.2,
2008-04,5633.5,
2008-07,5875.4,
2008-10,5963.9,
2009-01,5783.1,
2009-04,5898.8,
2009-07,5667.9,
2009-10,5620.0,
2010-01,5671.3,
2010-04,5930.5,
2010-07,5674.9,
2010-10,5713.2,
2011-01,5592.5,
2011-04,5572.1,
2011-07,5864.9,
2011-10,5897.6,
2012-01,6332.4,
2012-04,6442.6,
2012-07,6355.1,
2012-10,6108.0,
2013-01,5936.0,
2013-04,5888.0,
2013-07,5876.2,
2013-10,5786.6,
2014-01,5743.8,
