"",BBK01.OUA227,BBK01.OUA227_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year up to and including two years / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:41,
1999-01,5.464,
1999-02,5.313,
1999-03,6.319,
1999-04,6.566,
1999-05,6.395,
1999-06,6.712,
1999-07,6.761,
1999-08,7.132,
1999-09,7.078,
1999-10,8.301,
1999-11,8.756,
1999-12,8.748,
2000-01,8.742,
2000-02,8.046,
2000-03,7.767,
2000-04,8.124,
2000-05,9.045,
2000-06,8.832,
2000-07,9.892,
2000-08,9.765,
2000-09,10.073,
2000-10,10.656,
2000-11,12.227,
2000-12,12.568,
2001-01,14.022,
2001-02,14.019,
2001-03,14.309,
2001-04,14.596,
2001-05,15.404,
2001-06,14.883,
2001-07,14.512,
2001-08,13.944,
2001-09,14.075,
2001-10,14.269,
2001-11,13.698,
2001-12,13.606,
2002-01,13.348,
2002-02,11.912,
2002-03,11.372,
2002-04,10.843,
2002-05,10.908,
2002-06,10.936,
2002-07,10.078,
2002-08,10.204,
2002-09,9.807,
2002-10,9.902,
2002-11,10.119,
2002-12,10.212,
2003-01,10.143,
2003-02,10.451,
2003-03,10.548,
2003-04,10.086,
2003-05,9.995,
2003-06,9.795,
2003-07,9.614,
2003-08,9.869,
2003-09,9.869,
2003-10,9.892,
2003-11,10.206,
2003-12,10.309,
2004-01,10.082,
2004-02,9.927,
2004-03,10.879,
2004-04,10.134,
2004-05,10.302,
2004-06,10.129,
2004-07,9.979,
2004-08,10.096,
2004-09,10.081,
2004-10,10.337,
2004-11,10.049,
2004-12,9.437,
2005-01,9.685,
2005-02,9.481,
2005-03,8.854,
2005-04,9.052,
2005-05,9.030,
2005-06,9.453,
2005-07,9.405,
2005-08,8.657,
2005-09,8.631,
2005-10,8.675,
2005-11,8.913,
2005-12,8.851,
2006-01,9.069,
2006-02,9.259,
2006-03,11.908,
2006-04,11.766,
2006-05,11.941,
2006-06,12.753,
2006-07,12.798,
2006-08,13.907,
2006-09,14.441,
2006-10,15.061,
2006-11,14.924,
2006-12,15.576,
2007-01,16.385,
2007-02,16.678,
2007-03,14.900,
2007-04,15.511,
2007-05,16.041,
2007-06,17.869,
2007-07,19.313,
2007-08,19.513,
2007-09,20.124,
2007-10,20.872,
2007-11,23.253,
2007-12,26.640,
2008-01,27.667,
2008-02,28.680,
2008-03,29.630,
2008-04,30.216,
2008-05,30.766,
2008-06,31.874,
2008-07,32.484,
2008-08,33.841,
2008-09,35.339,
2008-10,36.170,
2008-11,37.775,
2008-12,36.232,
2009-01,35.450,
2009-02,35.394,
2009-03,35.268,
2009-04,35.615,
2009-05,36.598,
2009-06,35.903,
2009-07,36.176,
2009-08,35.590,
2009-09,34.749,
2009-10,34.703,
2009-11,34.028,
2009-12,34.233,
2010-01,32.319,
2010-02,31.961,
2010-03,30.994,
2010-04,29.946,
2010-05,28.669,
2010-06,27.009,
2010-07,25.912,
2010-08,25.566,
2010-09,25.385,
2010-10,25.861,
2010-11,25.879,
2010-12,26.318,
2011-01,26.363,
2011-02,26.321,
2011-03,26.774,
2011-04,27.338,
2011-05,28.135,
2011-06,27.459,
2011-07,28.735,
2011-08,30.624,
2011-09,31.485,
2011-10,32.489,
2011-11,33.294,
2011-12,33.785,
2012-01,33.744,
2012-02,34.890,
2012-03,35.211,
2012-04,34.867,
2012-05,34.986,
2012-06,35.355,
2012-07,35.151,
2012-08,34.985,
2012-09,34.599,
2012-10,34.031,
2012-11,33.855,
2012-12,33.496,
2013-01,33.919,
2013-02,33.621,
2013-03,33.506,
2013-04,33.484,
2013-05,34.058,
2013-06,33.334,
2013-07,32.128,
2013-08,30.153,
2013-09,30.001,
2013-10,30.609,
2013-11,31.150,
2013-12,31.643,
2014-01,30.962,
2014-02,31.074,
2014-03,30.819,
2014-04,30.505,
2014-05,30.907,
2014-06,30.932,
2014-07,30.375,
2014-08,30.815,
2014-09,32.262,
2014-10,32.265,
2014-11,33.845,
2014-12,34.096,Provisional value
