"",BBDE1.M.DE.Y.AEB1.N2C240000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C240000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 24 Manufacture of basic metals / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:44,
1991-01,67.6,
1991-02,68.1,
1991-03,66.1,
1991-04,63.7,
1991-05,62.4,
1991-06,61.8,
1991-07,58.4,
1991-08,61.8,
1991-09,60.9,
1991-10,61.7,
1991-11,62.2,
1991-12,63.3,
1992-01,66.0,
1992-02,64.6,
1992-03,61.8,
1992-04,60.8,
1992-05,61.4,
1992-06,60.4,
1992-07,57.8,
1992-08,57.9,
1992-09,57.6,
1992-10,53.9,
1992-11,52.3,
1992-12,49.5,
1993-01,52.8,
1993-02,50.5,
1993-03,48.9,
1993-04,50.5,
1993-05,48.4,
1993-06,50.0,
1993-07,50.3,
1993-08,48.0,
1993-09,52.3,
1993-10,51.3,
1993-11,52.9,
1993-12,52.0,
1994-01,52.0,
1994-02,53.6,
1994-03,58.6,
1994-04,58.5,
1994-05,59.7,
1994-06,60.9,
1994-07,61.7,
1994-08,63.3,
1994-09,64.7,
1994-10,63.9,
1994-11,64.9,
1994-12,68.3,
1995-01,60.5,
1995-02,64.0,
1995-03,61.8,
1995-04,61.1,
1995-05,57.8,
1995-06,56.8,
1995-07,55.5,
1995-08,54.4,
1995-09,55.3,
1995-10,52.6,
1995-11,50.6,
1995-12,49.3,
1996-01,52.2,
1996-02,48.6,
1996-03,49.7,
1996-04,50.0,
1996-05,51.5,
1996-06,52.7,
1996-07,51.8,
1996-08,52.9,
1996-09,51.9,
1996-10,52.8,
1996-11,52.7,
1996-12,53.8,
1997-01,52.0,
1997-02,55.4,
1997-03,57.0,
1997-04,56.3,
1997-05,58.0,
1997-06,58.7,
1997-07,59.6,
1997-08,59.0,
1997-09,58.7,
1997-10,61.7,
1997-11,62.1,
1997-12,64.7,
1998-01,61.6,
1998-02,61.0,
1998-03,59.8,
1998-04,60.8,
1998-05,59.8,
1998-06,60.6,
1998-07,56.5,
1998-08,58.4,
1998-09,54.7,
1998-10,54.5,
1998-11,52.7,
1998-12,52.0,
1999-01,52.4,
1999-02,50.1,
1999-03,51.9,
1999-04,51.5,
1999-05,52.0,
1999-06,53.5,
1999-07,56.3,
1999-08,56.6,
1999-09,57.9,
1999-10,59.4,
1999-11,62.2,
1999-12,62.1,
2000-01,61.6,
2000-02,63.8,
2000-03,61.7,
2000-04,64.0,
2000-05,65.8,
2000-06,62.3,
2000-07,65.7,
2000-08,65.1,
2000-09,66.5,
2000-10,64.7,
2000-11,65.5,
2000-12,63.1,
2001-01,65.7,
2001-02,64.4,
2001-03,60.9,
2001-04,62.0,
2001-05,60.6,
2001-06,58.6,
2001-07,61.1,
2001-08,59.4,
2001-09,59.3,
2001-10,58.8,
2001-11,55.7,
2001-12,60.7,
2002-01,61.4,
2002-02,59.8,
2002-03,56.2,
2002-04,61.6,
2002-05,61.5,
2002-06,62.7,
2002-07,63.3,
2002-08,61.2,
2002-09,62.0,
2002-10,67.0,
2002-11,63.6,
2002-12,61.4,
2003-01,62.2,
2003-02,64.0,
2003-03,61.7,
2003-04,61.2,
2003-05,57.6,
2003-06,59.7,
2003-07,58.8,
2003-08,59.1,
2003-09,61.1,
2003-10,62.4,
2003-11,68.0,
2003-12,65.7,
2004-01,67.3,
2004-02,70.7,
2004-03,74.6,
2004-04,73.2,
2004-05,73.6,
2004-06,70.8,
2004-07,75.4,
2004-08,74.4,
2004-09,72.9,
2004-10,74.6,
2004-11,76.5,
2004-12,77.7,
2005-01,76.6,
2005-02,72.6,
2005-03,73.1,
2005-04,70.8,
2005-05,70.6,
2005-06,72.3,
2005-07,77.1,
2005-08,76.4,
2005-09,78.9,
2005-10,84.3,
2005-11,82.9,
2005-12,88.4,
2006-01,89.1,
2006-02,90.3,
2006-03,89.4,
2006-04,95.7,
2006-05,101.6,
2006-06,100.6,
2006-07,100.3,
2006-08,106.8,
2006-09,105.1,
2006-10,108.1,
2006-11,106.3,
2006-12,106.4,
2007-01,107.0,
2007-02,104.9,
2007-03,103.9,
2007-04,106.2,
2007-05,113.8,
2007-06,119.8,
2007-07,104.2,
2007-08,108.9,
2007-09,109.7,
2007-10,110.2,
