"",BBK01.OEBB01V,BBK01.OEBB01V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:09,
2002-01,18.926,
2002-04,19.274,
2002-07,19.447,
2002-10,19.441,
2003-01,19.037,
2003-04,17.561,
2003-07,17.908,
2003-10,17.787,
2004-01,17.511,
2004-04,17.426,
2004-07,17.544,
2004-10,16.897,
2005-01,18.233,
2005-04,18.120,
2005-07,18.000,
2005-10,17.766,
2006-01,17.742,
2006-04,17.823,
2006-07,17.775,
2006-10,18.108,
2007-01,17.956,
2007-04,18.019,
2007-07,18.039,
2007-10,18.089,
2008-01,17.903,
2008-04,18.076,
2008-07,18.250,
2008-10,18.492,
2009-01,18.426,
2009-04,22.199,
2009-07,21.985,
2009-10,22.051,
2010-01,21.737,
2010-04,21.573,
2010-07,19.708,
2010-10,19.541,
2011-01,20.071,
2011-04,20.022,
2011-07,20.121,
2011-10,19.913,
2012-01,19.784,
2012-04,19.772,
2012-07,19.733,
2012-10,19.855,
2013-01,19.925,
2013-04,19.705,
2013-07,19.817,
2013-10,20.083,
2014-01,20.338,
2014-04,20.976,
2014-07,20.869,
