"",BBK01.QUK792,BBK01.QUK792_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Sweden / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:22,
2002-03,4.102,
2002-04,5.153,
2002-05,4.953,
2002-06,4.032,
2002-07,4.820,
2002-08,4.326,
2002-09,3.939,
2002-10,3.769,
2002-11,3.975,
2002-12,3.227,
2003-01,3.221,
2003-02,3.697,
2003-03,3.799,
2003-04,4.899,
2003-05,4.284,
2003-06,5.424,
2003-07,5.086,
2003-08,3.932,
2003-09,3.869,
2003-10,2.896,
2003-11,2.941,
2003-12,2.270,
2004-01,3.497,
2004-02,4.696,
2004-03,5.705,
2004-04,6.326,
2004-05,4.964,
2004-06,4.302,
2004-07,4.250,
2004-08,4.039,
2004-09,3.517,
2004-10,5.510,
2004-11,5.861,
2004-12,5.388,
2005-01,5.151,
2005-02,6.232,
2005-03,4.693,
2005-04,5.370,
2005-05,4.566,
2005-06,5.194,
2005-07,4.180,
2005-08,4.259,
2005-09,4.587,
2005-10,4.839,
2005-11,4.144,
2005-12,3.134,
2006-01,3.622,
2006-02,3.860,
2006-03,4.465,
2006-04,5.232,
2006-05,4.819,
2006-06,2.814,
2006-07,5.612,
2006-08,3.912,
2006-09,4.679,
2006-10,3.258,
2006-11,3.921,
2006-12,4.708,
2007-01,4.502,
2007-02,4.480,
2007-03,4.362,
2007-04,6.083,
2007-05,5.456,
2007-06,5.592,
2007-07,6.767,
2007-08,6.852,
2007-09,5.588,
2007-10,5.109,
2007-11,4.932,
2007-12,4.618,
2008-01,2.775,
2008-02,4.141,
2008-03,3.982,
2008-04,4.087,
2008-05,4.025,
2008-06,5.053,
2008-07,4.389,
2008-08,4.578,
2008-09,6.370,
2008-10,6.638,
2008-11,5.816,
2008-12,4.073,
2009-01,7.543,
2009-02,7.149,
2009-03,6.905,
2009-04,6.059,
2009-05,6.745,
2009-06,5.716,
2009-07,5.929,
2009-08,4.873,
2009-09,2.707,
2009-10,3.942,
2009-11,2.665,
2009-12,2.466,
2010-01,2.719,
2010-02,3.220,
2010-03,3.065,
2010-04,2.674,
2010-05,5.649,
2010-06,5.519,
2010-07,4.989,
2010-08,4.436,
2010-09,3.041,
2010-10,1.831,
2010-11,1.747,
2010-12,2.075,
2011-01,1.355,
2011-02,1.670,
2011-03,1.780,
2011-04,2.612,
2011-05,2.495,
2011-06,2.140,
2011-07,2.019,
2011-08,1.903,
2011-09,1.976,
2011-10,1.454,
2011-11,3.278,
2011-12,2.865,
2012-01,2.150,
2012-02,1.904,
2012-03,1.934,
2012-04,1.818,
2012-05,2.483,
2012-06,2.213,
2012-07,1.738,
2012-08,2.045,
2012-09,2.255,
2012-10,2.348,
2012-11,1.913,
2012-12,1.837,
2013-01,1.413,
2013-02,2.012,
2013-03,2.356,
2013-04,2.324,
2013-05,2.212,
2013-06,1.971,
2013-07,1.453,
2013-08,1.607,
2013-09,1.593,
2013-10,1.616,
2013-11,1.532,
2013-12,1.719,
2014-01,1.951,
2014-02,1.588,
2014-03,1.947,
2014-04,1.503,
2014-05,1.433,
2014-06,2.368,
2014-07,1.927,
2014-08,2.183,
2014-09,2.209,
2014-10,1.474,
