"",BBK01.OEAH58G,BBK01.OEAH58G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:26,
2002-01,47.289,
2002-04,49.375,
2002-07,48.162,
2002-10,50.975,
2003-01,52.954,
2003-04,55.240,
2003-07,55.635,
2003-10,57.156,
2004-01,57.820,
2004-04,59.248,
2004-07,58.747,
2004-10,59.268,
2005-01,46.884,
2005-04,48.291,
2005-07,48.660,
2005-10,49.046,
2006-01,49.626,
2006-04,50.768,
2006-07,49.844,
2006-10,50.073,
2007-01,51.252,
2007-04,53.207,
2007-07,53.171,
2007-10,54.535,
2008-01,54.578,
2008-04,55.396,
2008-07,54.557,
2008-10,58.834,
2009-01,64.628,
2009-04,71.321,
2009-07,71.721,
2009-10,73.214,
2010-01,76.229,
2010-04,78.788,
2010-07,77.942,
2010-10,79.419,
2011-01,78.038,
2011-04,79.592,
2011-07,79.598,
2011-10,81.243,
2012-01,82.241,
2012-04,84.814,
2012-07,86.973,
2012-10,89.795,
2013-01,91.011,
2013-04,94.922,
2013-07,95.413,
2013-10,98.381,
2014-01,98.460,
2014-04,101.656,
2014-07,102.020,
