"",BBK01.WX0055,BBK01.WX0055_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 33.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:15,
2008-12,5.36,
2009-01,5.36,
2009-02,5.36,
2009-03,5.37,
2009-04,5.37,
2009-05,5.37,
2009-06,5.37,
2009-07,5.36,
2009-08,5.35,
2009-09,5.35,Corrected value
2009-10,5.33,
2009-11,5.32,
2009-12,5.31,
2010-01,5.30,
2010-02,5.29,
2010-03,5.28,
2010-04,5.27,
2010-05,5.25,
2010-06,5.24,
2010-07,5.22,
2010-08,5.20,
2010-09,5.18,
2010-10,5.16,
2010-11,5.14,
2010-12,5.13,
2011-01,5.12,
2011-02,5.10,
2011-03,5.09,
2011-04,5.08,
2011-05,5.07,
2011-06,5.07,
2011-07,5.05,
2011-08,5.05,
2011-09,5.05,
2011-10,5.04,
2011-11,5.03,
2011-12,5.03,
2012-01,5.02,
2012-02,5.01,
2012-03,5.00,
2012-04,4.99,
2012-05,4.97,
2012-06,4.96,
2012-07,4.95,
2012-08,4.93,
2012-09,4.93,
2012-10,4.91,
2012-11,4.90,
2012-12,4.89,
2013-01,4.88,
2013-02,4.87,
2013-03,4.86,
2013-04,4.84,
2013-05,4.82,
2013-06,4.81,
2013-07,4.79,
2013-08,4.78,
2013-09,4.77,
2013-10,4.76,
2013-11,4.76,
2013-12,4.75,
2014-01,4.74,
2014-02,4.72,
2014-03,4.71,
2014-04,4.69,
2014-05,4.67,
2014-06,4.65,
2014-07,4.62,
2014-08,4.59,
2014-09,4.56,
2014-10,4.53,
2014-11,4.49,
2014-12,4.45,
2015-01,4.40,
