"",BBK01.TXI300,BBK01.TXI300_FLAGS
"",CURRENCY IN CIRCULATION / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:26,
1980-01,39542,
1980-02,40455,
1980-03,40298,
1980-04,40538,
1980-05,40744,
1980-06,40846,
1980-07,41591,
1980-08,41538,
1980-09,40994,
1980-10,41515,
1980-11,42964,
1980-12,42922,
1981-01,41700,
1981-02,41706,
1981-03,40913,
1981-04,41788,
1981-05,41653,
1981-06,41630,
1981-07,43357,
1981-08,41988,
1981-09,41321,
1981-10,41468,
1981-11,42585,
1981-12,43041,
1982-01,41708,
1982-02,41661,
1982-03,41684,
1982-04,42756,
1982-05,42935,
1982-06,42874,
1982-07,44304,
1982-08,43308,
1982-09,43464,
1982-10,43724,
1982-11,44802,
1982-12,45314,
1983-01,44375,
1983-02,44486,
1983-03,46416,
1983-04,46256,
1983-05,46089,
1983-06,46757,
1983-07,48152,
1983-08,47371,
1983-09,48081,
1983-10,47256,
1983-11,48501,
1983-12,49296,
1984-01,47647,
1984-02,47614,
1984-03,48373,
1984-04,48732,
1984-05,48666,
1984-06,49748,
1984-07,49918,
1984-08,50358,
1984-09,49776,
1984-10,49205,
1984-11,51661,
1984-12,51022,
1985-01,49656,
1985-02,49778,
1985-03,50433,
1985-04,50209,
1985-05,50929,
1985-06,50999,
1985-07,51321,
1985-08,51739,
1985-09,51143,
1985-10,51468,
1985-11,53313,
1985-12,53102,
1986-01,52436,
1986-02,52578,
1986-03,53262,
1986-04,53449,
1986-05,53929,
1986-06,53886,
1986-07,55284,
1986-08,55381,
1986-09,54726,
1986-10,55579,
1986-11,57249,
1986-12,57338,
1987-01,56531,
1987-02,56893,
1987-03,56933,
1987-04,58568,
1987-05,58767,
1987-06,59008,
1987-07,61126,
1987-08,60216,
1987-09,60079,
1987-10,61071,
1987-11,62601,
1987-12,63440,
1988-01,62665,
1988-02,62928,
1988-03,65047,
1988-04,64837,
1988-05,64895,
1988-06,66016,
1988-07,67451,
1988-08,66814,
1988-09,68099,
1988-10,67902,
1988-11,69654,
1988-12,72901,
1989-01,71071,
1989-02,71254,
1989-03,72545,
1989-04,72755,
1989-05,71623,
1989-06,73073,
1989-07,72968,
1989-08,72380,
1989-09,72596,
1989-10,71569,
1989-11,74002,
1989-12,75624,
1990-01,72565,
1990-02,72650,
1990-03,73272,
1990-04,72860,
1990-05,72549,
1990-06,73030,
1990-07,77631,
1990-08,78243,
1990-09,77861,
1990-10,77333,
1990-11,80818,
1990-12,81066,
1991-01,80587,
1991-02,80816,
1991-03,81835,
1991-04,81251,
1991-05,82320,
1991-06,82515,
1991-07,83243,
1991-08,84360,
1991-09,84304,
1991-10,85234,
1991-11,87791,
1991-12,87822,
1992-01,85809,
1992-02,86077,
1992-03,85589,
1992-04,87878,
1992-05,88070,
1992-06,88222,
1992-07,90770,
1992-08,90714,
1992-09,91649,
1992-10,93437,
1992-11,96999,
1992-12,102513,
1993-01,98426,
1993-02,98016,
1993-03,98063,
1993-04,99231,
1993-05,99860,
1993-06,99730,
1993-07,101842,
1993-08,101035,
1993-09,101936,
1993-10,103066,
1993-11,105454,
1993-12,108158,
1994-01,106116,
1994-02,106206,
1994-03,109539,
1994-04,109108,
1994-05,108993,
1994-06,109513,
1994-07,110133,
1994-08,109518,
1994-09,111417,
1994-10,110838,
1994-11,112421,
1994-12,115275,
1995-01,112234,
1995-02,111904,
1995-03,113195,
1995-04,113625,
1995-05,113249,
1995-06,113842,
1995-07,113887,
1995-08,114489,
1995-09,115679,
1995-10,115237,
1995-11,117768,
1995-12,121177,
1996-01,117707,
1996-02,118398,
1996-03,120011,
1996-04,120462,
1996-05,121761,
1996-06,121634,
1996-07,121973,
1996-08,122467,
1996-09,122541,
1996-10,123111,
1996-11,124780,
1996-12,125946,
1997-01,124006,
1997-02,124591,
1997-03,125658,
1997-04,125321,
1997-05,125585,
1997-06,125247,
1997-07,125730,
1997-08,125082,
1997-09,124194,
1997-10,124449,
1997-11,125345,
1997-12,125982,
1998-01,123555,
1998-02,124292,
1998-03,123797,
1998-04,124752,
1998-05,124440,
1998-06,123336,
1998-07,124528,
1998-08,123237,
1998-09,121572,
1998-10,121922,
1998-11,122996,
1998-12,123712,
1999-01,120997,
1999-02,121297,
1999-03,123651,
1999-04,124046,
1999-05,123939,
1999-06,124036,
1999-07,125605,
1999-08,124589,
1999-09,124853,
1999-10,125047,
1999-11,126253,
1999-12,131104,
2000-01,126130,
2000-02,125411,
2000-03,126334,
2000-04,126737,
2000-05,126686,
2000-06,126769,
2000-07,126611,
2000-08,125610,
2000-09,125934,
2000-10,124812,
2000-11,124795,
2000-12,125898,
2001-01,120650,
2001-02,120232,
2001-03,120269,
2001-04,119846,
2001-05,117939,
2001-06,116259,
2001-07,113747,
2001-08,110455,
2001-09,105845,
2001-10,99895,
2001-11,92412,
2001-12,67969,
2002-01,63825,
2002-02,68316,
2002-03,70897,
2002-04,74006,
2002-05,76469,
2002-06,79769,
2002-07,83445,
2002-08,84340,
2002-09,85927,
2002-10,87393,
2002-11,89897,
2002-12,94233,
2003-01,84881,
2003-02,86556,
2003-03,89028,
2003-04,91860,
2003-05,93198,
2003-06,95995,
2003-07,99378,
2003-08,99291,
2003-09,100189,
2003-10,101460,
2003-11,103906,
2003-12,108451,
2004-01,103479,
2004-02,104375,
2004-03,106658,
2004-04,109316,
2004-05,111578,
2004-06,113832,
2004-07,117421,
2004-08,116658,
2004-09,117981,
2004-10,119020,
2004-11,121098,
2004-12,125890,
2005-01,123854,
2005-02,124902,
2005-03,127365,
2005-04,129700,
2005-05,130729,
2005-06,134119,
2005-07,136322,
2005-08,135158,
2005-09,136181,
2005-10,137202,
2005-11,139286,
2005-12,143466,
2006-01,140580,
2006-02,141089,
2006-03,143503,
2006-04,145533,
2006-05,146756,
2006-06,149475,
2006-07,152096,
2006-08,151104,
2006-09,151546,
2006-10,152890,
2006-11,154699,
2006-12,160071,
2007-01,155747,
2007-02,156418,
2007-03,158878,
2007-04,161123,
2007-05,161117,
2007-06,163719,
2007-07,165983,
2007-08,165075,
2007-09,164598,
2007-10,165765,
2007-11,167286,
2007-12,171973,
2008-01,167906,
2008-02,169425,
2008-03,170782,
2008-04,173582,
2008-05,174017,
2008-06,176243,
2008-07,178195,
2008-08,177233,
2008-09,177727,
2008-10,188310,
2008-11,189567,
2008-12,195212,
2009-01,177013,
2009-02,177687,
2009-03,178984,
2009-04,180616,
2009-05,180729,
2009-06,182231,
2009-07,185567,
2009-08,184203,
2009-09,184274,
2009-10,185037,
2009-11,186538,
2009-12,190802,
2010-01,187887,
2010-02,188517,
2010-03,191435,
2010-04,192053,
2010-05,193242,
2010-06,195503,
2010-07,197160,
2010-08,195821,
2010-09,195435,
2010-10,195466,
2010-11,196567,
2010-12,200381,
2011-01,197584,
2011-02,197407,
2011-03,198022,
2011-04,199548,
2011-05,200942,
2011-06,203491,
2011-07,205505,
2011-08,204517,
2011-09,205811,
2011-10,207572,
2011-11,209086,
2011-12,212619,
2012-01,209566,
2012-02,209434,
2012-03,209277,
2012-04,210262,
2012-05,212319,
