"",BBDE1.M.DE.Y.AEA1.N2C290000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C290000.F.V.I10.A_FLAGS
"","Orders received / At current prices / Germany / 29 Manufacture of motor vehicles, trailers and semi-trailers / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:29,
1991-01,51.4,
1991-02,45.7,
1991-03,49.0,
1991-04,46.1,
1991-05,46.3,
1991-06,47.8,
1991-07,44.0,
1991-08,52.9,
1991-09,48.7,
1991-10,47.4,
1991-11,49.9,
1991-12,49.1,
1992-01,48.3,
1992-02,52.0,
1992-03,48.7,
1992-04,44.5,
1992-05,44.2,
1992-06,42.9,
1992-07,43.6,
1992-08,42.2,
1992-09,43.7,
1992-10,40.6,
1992-11,39.4,
1992-12,44.0,
1993-01,41.9,
1993-02,37.1,
1993-03,36.8,
1993-04,37.4,
1993-05,39.3,
1993-06,38.3,
1993-07,39.6,
1993-08,38.8,
1993-09,42.0,
1993-10,41.5,
1993-11,41.1,
1993-12,42.6,
1994-01,41.1,
1994-02,43.9,
1994-03,48.0,
1994-04,45.6,
1994-05,43.7,
1994-06,46.8,
1994-07,45.5,
1994-08,45.6,
1994-09,45.3,
1994-10,46.3,
1994-11,48.1,
1994-12,48.2,
1995-01,46.0,
1995-02,46.9,
1995-03,45.9,
1995-04,45.6,
1995-05,47.2,
1995-06,44.8,
1995-07,44.9,
1995-08,44.2,
1995-09,45.1,
1995-10,45.4,
1995-11,45.9,
1995-12,48.7,
1996-01,47.4,
1996-02,45.4,
1996-03,49.1,
1996-04,49.9,
1996-05,50.1,
1996-06,50.4,
1996-07,48.9,
1996-08,52.5,
1996-09,49.6,
1996-10,53.5,
1996-11,51.3,
1996-12,51.0,
1997-01,53.4,
1997-02,51.8,
1997-03,56.1,
1997-04,55.3,
1997-05,56.2,
1997-06,55.7,
1997-07,54.6,
1997-08,55.1,
1997-09,54.9,
1997-10,55.4,
1997-11,55.6,
1997-12,57.0,
1998-01,58.1,
1998-02,58.3,
1998-03,59.9,
1998-04,62.2,
1998-05,59.6,
1998-06,59.7,
1998-07,62.4,
1998-08,60.5,
1998-09,62.4,
1998-10,63.0,
1998-11,63.0,
1998-12,65.2,
1999-01,62.8,
1999-02,61.9,
1999-03,63.6,
1999-04,64.1,
1999-05,64.2,
1999-06,65.9,
1999-07,66.4,
1999-08,70.9,
