"",BBK01.OU6255,BBK01.OU6255_FLAGS
"",Sight deposits of domestic enterprises (non-MFIs) / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:22,
1968-12,0.047,
1969-01,0.035,
1969-02,0.055,
1969-03,0.055,
1969-04,0.053,
1969-05,0.059,
1969-06,0.080,
1969-07,0.052,
1969-08,0.056,
1969-09,0.062,
1969-10,0.056,
1969-11,0.051,
1969-12,0.058,
1970-01,0.060,
1970-02,0.049,
1970-03,0.059,
1970-04,0.050,
1970-05,0.055,
1970-06,0.058,
1970-07,0.058,
1970-08,0.055,
1970-09,0.054,
1970-10,0.049,
1970-11,0.048,
1970-12,0.044,
1971-01,0.053,
1971-02,0.046,
1971-03,0.053,
1971-04,0.048,
1971-05,0.052,
1971-06,0.068,
1971-07,0.060,
1971-08,0.069,
1971-09,0.060,
1971-10,0.058,
1971-11,0.063,
1971-12,0.100,
1972-01,0.072,
1972-02,0.066,
1972-03,0.065,
1972-04,0.054,
1972-05,0.064,
1972-06,0.070,
1972-07,0.065,
1972-08,0.065,
1972-09,0.068,
1972-10,0.058,
1972-11,0.057,
1972-12,0.071,
1973-01,0.080,
1973-02,0.069,
1973-03,0.078,
1973-04,0.068,
1973-05,0.065,
1973-06,0.075,
1973-07,0.071,
1973-08,0.080,
1973-09,0.080,
1973-10,0.072,
1973-11,0.072,
1973-12,0.078,
1974-01,0.052,
1974-02,0.052,
1974-03,0.058,
1974-04,0.044,
1974-05,0.047,
1974-06,0.054,
1974-07,0.048,
1974-08,0.056,
1974-09,0.060,
1974-10,0.045,
1974-11,0.044,
1974-12,0.052,
1975-01,0.058,
1975-02,0.054,
1975-03,0.064,
1975-04,0.059,
1975-05,0.067,
1975-06,0.092,
1975-07,0.090,
1975-08,0.101,
1975-09,0.114,
1975-10,0.109,
1975-11,0.103,
1975-12,0.134,
1976-01,0.126,
1976-02,0.111,
1976-03,0.149,
1976-04,0.167,
1976-05,0.170,
1976-06,0.199,
1976-07,0.169,
1976-08,0.156,
1976-09,0.164,
1976-10,0.099,
1976-11,0.131,
1976-12,0.096,
1977-01,0.116,
1977-02,0.107,
1977-03,0.116,
1977-04,0.119,
1977-05,0.139,
1977-06,0.119,
1977-07,0.114,
1977-08,0.123,
1977-09,0.132,
1977-10,0.118,
1977-11,0.147,
1977-12,0.145,
1978-01,0.098,
1978-02,0.127,
1978-03,0.121,
1978-04,0.092,
1978-05,0.121,
1978-06,0.139,
1978-07,0.166,
1978-08,0.131,
1978-09,0.128,
1978-10,0.123,
1978-11,0.124,
1978-12,0.121,
1979-01,0.173,
1979-02,0.118,
1979-03,0.133,
1979-04,0.131,
1979-05,0.160,
1979-06,0.187,
1979-07,0.160,
1979-08,0.176,
1979-09,0.173,
1979-10,0.173,
1979-11,0.189,
1979-12,0.160,
1980-01,0.197,
1980-02,0.167,
1980-03,0.154,
1980-04,0.188,
1980-05,0.224,
1980-06,0.192,
1980-07,0.196,
1980-08,0.208,
1980-09,0.227,
1980-10,0.210,
1980-11,0.235,
1980-12,0.142,
1981-01,0.129,
1981-02,0.130,
1981-03,0.138,
1981-04,0.101,
1981-05,0.168,
1981-06,0.133,
1981-07,0.121,
1981-08,0.097,
1981-09,0.100,
1981-10,0.124,
1981-11,0.120,
1981-12,0.154,
1982-01,0.092,
1982-02,0.100,
1982-03,0.134,
1982-04,0.083,
1982-05,0.078,
1982-06,0.105,
1982-07,0.100,
1982-08,0.115,
1982-09,0.119,
1982-10,0.125,
1982-11,0.084,
1982-12,0.149,
1983-01,0.093,
1983-02,0.108,
1983-03,0.124,
1983-04,0.120,
1983-05,0.171,
1983-06,0.257,
1983-07,0.105,
1983-08,0.137,
1983-09,0.174,
1983-10,0.122,
1983-11,0.138,
1983-12,0.087,
1984-01,0.062,
1984-02,0.103,
1984-03,0.102,
1984-04,0.056,
1984-05,0.046,
1984-06,0.052,
1984-07,0.051,
1984-08,0.049,
1984-09,0.059,
1984-10,0.047,
1984-11,0.054,
1984-12,0.071,
1985-01,0.078,
1985-02,0.050,
1985-03,0.052,
1985-04,0.062,
1985-05,0.058,
1985-06,0.104,
1985-07,0.098,
1985-08,0.051,
1985-09,0.050,
1985-10,0.046,
1985-11,0.093,
1985-12,0.165,
1986-01,0.082,
1986-02,0.102,
1986-03,0.071,
1986-04,0.065,
1986-05,0.061,
1986-06,0.057,
1986-07,0.043,
1986-08,0.040,
1986-09,0.057,
1986-10,0.040,
1986-11,0.076,
1986-12,0.058,
1987-01,0.054,
1987-02,0.051,
1987-03,0.066,
1987-04,0.094,
1987-05,0.069,
1987-06,0.084,
1987-07,0.074,
1987-08,0.066,
1987-09,0.082,
1987-10,0.061,
1987-11,0.074,
1987-12,0.074,
1988-01,0.062,
1988-02,0.073,
1988-03,0.124,
1988-04,0.082,
1988-05,0.063,
1988-06,0.080,
1988-07,0.095,
1988-08,0.049,
1988-09,0.073,
1988-10,0.082,
1988-11,0.105,
1988-12,0.203,
1989-01,0.200,
1989-02,0.199,
1989-03,0.065,
1989-04,0.140,
1989-05,0.076,
1989-06,0.098,
1989-07,0.145,
1989-08,0.069,
1989-09,0.059,
1989-10,0.117,
1989-11,0.083,
1989-12,0.234,
1990-01,0.068,
1990-02,0.069,
1990-03,0.242,
1990-04,0.082,
1990-05,0.176,
1990-06,0.146,
1990-07,0.138,
1990-08,0.092,
1990-09,0.171,
1990-10,0.115,
1990-11,0.114,
1990-12,0.170,
1991-01,0.145,
1991-02,0.216,
1991-03,0.125,
1991-04,0.142,
1991-05,0.123,
1991-06,0.196,
1991-07,0.204,
1991-08,0.165,
1991-09,0.132,
1991-10,0.136,
1991-11,0.240,
1991-12,0.327,
1992-01,0.264,
1992-02,0.258,
1992-03,0.248,
1992-04,0.255,
1992-05,0.262,
1992-06,0.238,
1992-07,0.167,
1992-08,0.123,
1992-09,0.104,
1992-10,0.165,
1992-11,0.152,
1992-12,0.277,
1993-01,0.367,
1993-02,0.198,
1993-03,0.222,
1993-04,0.267,
1993-05,0.254,
1993-06,0.282,
1993-07,0.203,
1993-08,0.263,
1993-09,0.191,
1993-10,0.240,
1993-11,0.236,
1993-12,0.275,
1994-01,0.274,
1994-02,0.343,
1994-03,0.325,
1994-04,0.375,
1994-05,0.345,
1994-06,0.261,
1994-07,0.320,
1994-08,0.336,
1994-09,0.242,
1994-10,0.198,
1994-11,0.242,
1994-12,0.318,
1995-01,0.495,
1995-02,0.513,
1995-03,0.352,
1995-04,0.390,
1995-05,0.309,
1995-06,0.407,
1995-07,0.318,
1995-08,0.269,
1995-09,0.356,
1995-10,0.304,
1995-11,0.308,
1995-12,0.681,
1996-01,0.620,
1996-02,0.630,
1996-03,0.577,
1996-04,0.390,
1996-05,0.520,
1996-06,0.631,
1996-07,0.432,
1996-08,0.509,
