"",BBK01.OUG040,BBK01.OUG040_FLAGS
"",Foreign securities / Bonds and debt securities issued by foreign non-banks / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:52:07,
1968-12,0.354,
1969-01,0.322,
1969-02,0.459,
1969-03,0.552,
1969-04,0.628,
1969-05,0.644,
1969-06,0.645,
1969-07,0.628,
1969-08,0.680,
1969-09,0.685,
1969-10,0.704,
1969-11,0.747,
1969-12,0.716,
1970-01,0.688,
1970-02,0.699,
1970-03,0.703,
1970-04,0.712,
1970-05,0.713,
1970-06,0.706,
1970-07,0.694,
1970-08,0.610,
1970-09,0.578,
1970-10,0.613,
1970-11,0.537,
1970-12,0.583,
1971-01,0.589,
1971-02,0.535,
1971-03,0.521,
1971-04,0.561,
1971-05,0.623,
1971-06,0.594,
1971-07,0.541,
1971-08,0.591,
1971-09,0.545,
1971-10,0.565,
1971-11,0.476,
1971-12,0.448,
1972-01,0.400,
1972-02,0.421,
1972-03,0.363,
1972-04,0.365,
1972-05,0.345,
1972-06,0.326,
1972-07,0.304,
1972-08,0.300,
1972-09,0.316,
1972-10,0.328,
1972-11,0.322,
1972-12,0.233,
1973-01,0.232,
1973-02,0.163,
1973-03,0.182,
1973-04,0.175,
1973-05,0.164,
1973-06,0.176,
1973-07,0.208,
1973-08,0.221,
1973-09,0.266,
1973-10,0.227,
1973-11,0.297,
1973-12,0.242,
1974-01,0.278,
1974-02,0.354,
1974-03,0.357,
1974-04,0.351,
1974-05,0.347,
1974-06,0.341,
1974-07,0.343,
1974-08,0.343,
1974-09,0.342,
1974-10,0.343,
1974-11,0.354,
1974-12,0.339,
1975-01,0.338,
1975-02,0.303,
1975-03,0.329,
1975-04,0.397,
1975-05,0.387,
1975-06,0.354,
1975-07,0.354,
1975-08,0.328,
1975-09,0.337,
1975-10,0.325,
1975-11,0.301,
1975-12,0.316,
1976-01,0.285,
1976-02,0.284,
1976-03,0.302,
1976-04,0.322,
