"",BBDE1.M.DE.Y.AEA1.N2C130000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C130000.F.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / 13 Manufacture of textiles / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:02,
1991-01,194.7,
1991-02,190.2,
1991-03,191.3,
1991-04,191.4,
1991-05,184.7,
1991-06,189.8,
1991-07,182.0,
1991-08,180.9,
1991-09,177.1,
1991-10,183.9,
1991-11,182.6,
1991-12,182.7,
1992-01,184.3,
1992-02,178.9,
1992-03,172.4,
1992-04,173.0,
1992-05,169.7,
1992-06,169.8,
1992-07,164.7,
1992-08,166.5,
1992-09,166.0,
1992-10,160.3,
1992-11,158.9,
1992-12,159.2,
1993-01,162.3,
1993-02,151.5,
1993-03,155.2,
1993-04,151.7,
1993-05,154.6,
1993-06,153.1,
1993-07,153.8,
1993-08,157.4,
1993-09,156.4,
1993-10,155.5,
1993-11,152.8,
1993-12,148.8,
1994-01,154.3,
1994-02,160.2,
1994-03,150.5,
1994-04,154.2,
1994-05,149.0,
1994-06,145.8,
1994-07,144.5,
1994-08,151.3,
1994-09,149.3,
1994-10,153.8,
1994-11,153.4,
1994-12,148.9,
1995-01,149.4,
1995-02,149.3,
1995-03,146.0,
1995-04,148.0,
1995-05,148.3,
1995-06,141.8,
1995-07,142.6,
1995-08,144.9,
1995-09,142.9,
1995-10,140.9,
1995-11,138.5,
1995-12,137.2,
1996-01,137.7,
1996-02,138.4,
1996-03,147.2,
1996-04,143.9,
1996-05,146.4,
1996-06,145.1,
1996-07,139.0,
1996-08,142.6,
1996-09,141.5,
1996-10,142.4,
1996-11,142.4,
1996-12,146.0,
1997-01,142.2,
1997-02,143.9,
1997-03,145.8,
1997-04,140.1,
1997-05,141.4,
1997-06,145.0,
1997-07,146.6,
1997-08,143.1,
1997-09,140.7,
1997-10,144.0,
1997-11,143.6,
1997-12,143.9,
1998-01,146.4,
1998-02,147.6,
1998-03,144.5,
1998-04,147.5,
1998-05,145.9,
1998-06,144.0,
1998-07,145.5,
1998-08,140.7,
1998-09,141.0,
1998-10,139.8,
1998-11,137.8,
1998-12,138.4,
1999-01,136.3,
1999-02,134.3,
1999-03,132.1,
1999-04,134.8,
1999-05,131.0,
1999-06,130.9,
1999-07,133.6,
1999-08,134.7,
1999-09,135.5,
1999-10,132.6,
1999-11,134.9,
1999-12,133.4,
2000-01,133.9,
2000-02,140.4,
2000-03,140.5,
2000-04,138.2,
2000-05,143.4,
2000-06,138.9,
2000-07,141.0,
2000-08,143.5,
2000-09,142.9,
2000-10,142.8,
2000-11,141.0,
2000-12,145.5,
2001-01,140.3,
2001-02,137.8,
2001-03,135.8,
2001-04,131.4,
2001-05,134.2,
2001-06,138.1,
2001-07,131.7,
2001-08,131.2,
2001-09,129.7,
2001-10,128.9,
2001-11,129.4,
2001-12,127.1,
2002-01,123.9,
2002-02,126.3,
2002-03,128.1,
2002-04,127.0,
2002-05,126.2,
2002-06,125.6,
2002-07,124.2,
2002-08,123.9,
2002-09,121.2,
2002-10,123.9,
2002-11,124.5,
2002-12,122.5,
2003-01,126.4,
2003-02,123.3,
2003-03,123.6,
2003-04,124.9,
2003-05,118.6,
2003-06,118.2,
2003-07,123.1,
2003-08,117.0,
2003-09,115.2,
2003-10,119.9,
2003-11,116.5,
2003-12,113.4,
2004-01,119.5,
2004-02,119.0,
2004-03,120.0,
2004-04,119.2,
2004-05,119.2,
2004-06,118.4,
2004-07,123.2,
2004-08,116.7,
2004-09,118.4,
2004-10,115.5,
2004-11,114.7,
2004-12,116.7,
2005-01,115.3,
2005-02,116.0,
2005-03,116.2,
2005-04,115.7,
2005-05,113.2,
2005-06,113.7,
2005-07,113.8,
2005-08,112.2,
2005-09,113.7,
2005-10,115.4,
2005-11,112.3,
2005-12,113.9,
2006-01,112.5,
2006-02,112.9,
2006-03,113.0,
2006-04,113.0,
2006-05,116.6,
2006-06,116.0,
2006-07,117.8,
2006-08,118.0,
2006-09,116.2,
2006-10,116.1,
2006-11,118.3,
2006-12,118.5,
2007-01,119.2,
2007-02,117.1,
2007-03,116.4,
2007-04,118.7,
2007-05,119.8,
2007-06,122.4,
2007-07,118.3,
2007-08,120.4,
2007-09,117.0,
2007-10,117.1,
2007-11,119.0,
2007-12,116.2,
2008-01,119.7,
2008-02,118.9,
2008-03,115.4,
2008-04,115.4,
2008-05,112.8,
2008-06,113.4,
2008-07,109.3,
2008-08,115.0,
2008-09,104.1,
