"",BBK01.TSD304,BBK01.TSD304_FLAGS
"",Deposits / Overnight / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:03,
1999-01,383.3,
1999-02,385.3,
1999-03,386.7,
1999-04,393.7,
1999-05,400.8,
1999-06,411.1,
1999-07,410.6,
1999-08,413.0,
1999-09,416.7,
1999-10,416.8,
1999-11,422.5,
1999-12,409.4,
2000-01,430.9,
2000-02,438.0,
2000-03,439.7,
2000-04,447.8,
2000-05,437.8,
2000-06,434.7,
2000-07,432.0,
2000-08,431.0,
2000-09,427.1,
2000-10,429.0,
2000-11,432.0,
2000-12,432.1,
2001-01,439.2,
2001-02,449.3,
2001-03,453.7,
2001-04,458.3,
2001-05,464.7,
2001-06,470.7,
2001-07,471.1,
2001-08,480.2,
2001-09,494.5,
2001-10,498.1,
2001-11,505.8,
2001-12,513.7,
2002-01,519.4,
2002-02,518.4,
2002-03,520.0,
2002-04,526.7,
2002-05,534.7,
2002-06,542.5,
2002-07,546.2,
2002-08,546.6,
2002-09,552.6,
2002-10,557.4,
2002-11,569.1,
2002-12,581.1,
2003-01,572.2,
2003-02,579.9,
2003-03,586.9,
2003-04,594.0,
2003-05,599.7,
2003-06,614.7,
2003-07,609.7,
2003-08,614.9,
2003-09,619.6,
2003-10,626.2,
2003-11,630.7,
2003-12,629.2,
2004-01,638.4,
2004-02,645.6,
2004-03,647.2,
2004-04,652.6,
2004-05,649.0,
2004-06,650.5,
2004-07,649.7,
2004-08,654.5,
2004-09,662.9,
2004-10,662.6,
2004-11,671.8,
2004-12,652.4,
2005-01,677.0,
2005-02,684.4,
2005-03,684.8,
2005-04,686.8,
2005-05,695.6,
2005-06,702.9,
2005-07,712.1,
2005-08,717.1,
2005-09,718.3,
2005-10,724.3,
2005-11,720.0,
2005-12,722.4,
2006-01,726.3,
2006-02,726.1,
2006-03,734.5,
2006-04,742.8,
2006-05,737.8,
2006-06,746.8,
2006-07,746.0,
2006-08,742.4,
2006-09,737.4,
2006-10,733.1,
2006-11,741.1,
2006-12,756.3,
2007-01,757.5,
2007-02,758.8,
2007-03,763.2,
2007-04,760.4,
2007-05,768.5,
2007-06,774.4,
2007-07,786.2,
2007-08,781.1,
2007-09,788.0,
2007-10,778.3,
2007-11,789.5,
2007-12,785.6,
2008-01,791.4,
2008-02,789.1,
2008-03,798.6,
2008-04,784.6,
2008-05,789.1,
2008-06,793.5,
2008-07,779.4,
2008-08,783.4,
2008-09,795.4,
2008-10,826.0,
2008-11,817.1,
2008-12,828.4,
2009-01,890.5,
2009-02,910.2,
2009-03,909.7,
2009-04,923.6,
2009-05,926.8,
2009-06,943.2,
2009-07,954.0,
2009-08,968.0,
2009-09,983.0,
2009-10,1008.6,
2009-11,1012.5,
2009-12,1010.5,
2010-01,1044.5,
2010-02,1048.1,
2010-03,1037.1,
2010-04,1074.5,
2010-05,1087.2,
2010-06,1089.6,
2010-07,1094.8,
2010-08,1097.3,
2010-09,1092.8,
2010-10,1090.6,
2010-11,1098.0,
2010-12,1103.3,
2011-01,1122.9,
2011-02,1110.1,
2011-03,1118.0,
2011-04,1118.4,
2011-05,1120.3,
2011-06,1128.4,
2011-07,1130.4,
2011-08,1142.1,
2011-09,1146.5,
2011-10,1148.6,
2011-11,1152.3,
2011-12,1167.4,
2012-01,1174.2,
2012-02,1182.5,
2012-03,1198.1,
2012-04,1201.1,
2012-05,1220.0,
2012-06,1240.0,
2012-07,1265.8,
2012-08,1275.6,
2012-09,1294.2,
2012-10,1339.3,
2012-11,1346.4,
2012-12,1357.8,
2013-01,1363.3,
2013-02,1369.1,
2013-03,1368.4,
2013-04,1387.3,
2013-05,1393.2,
2013-06,1397.0,
2013-07,1409.2,
2013-08,1419.0,
2013-09,1427.7,
2013-10,1440.6,
2013-11,1433.8,
2013-12,1439.7,
2014-01,1454.4,
2014-02,1465.6,
2014-03,1468.2,
2014-04,1491.2,
2014-05,1503.8,
2014-06,1501.8,
2014-07,1510.4,
2014-08,1522.1,
2014-09,1525.7,
2014-10,1534.7,
2014-11,1544.8,
2014-12,1548.9,Provisional value
2015-01,1586.8,
