"",BBK01.PC3719,BBK01.PC3719_FLAGS
"","Lending to electricity, gas and water supply; mining and quarrrying / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:24,
1985-10,0.468,
1986-01,0.636,
1986-04,0.559,
1986-07,0.568,
1986-10,0.505,
1987-01,0.509,
1987-04,0.414,
1987-07,0.473,
1987-10,0.287,
1988-01,0.398,
1988-04,0.380,
1988-07,0.258,
1988-10,0.265,
1989-01,0.331,
1989-04,0.287,
1989-07,0.233,
1989-10,0.246,
1990-01,0.314,
1990-04,0.242,
1990-07,0.216,
1990-10,0.200,
1991-01,0.217,
1991-04,0.211,
1991-07,0.217,
1991-10,0.256,
1992-01,0.189,
1992-04,0.228,
1992-07,0.182,
1992-10,0.303,
1993-01,0.278,
1993-04,0.334,
1993-07,0.280,
1993-10,0.509,
1994-01,0.491,
1994-04,0.484,
1994-07,0.590,
1994-10,0.380,
1995-01,0.381,
1995-04,0.414,
1995-07,0.542,
1995-10,0.417,
1996-01,0.609,
1996-04,0.669,
1996-07,0.474,
1996-10,0.461,
1997-01,0.523,
1997-04,0.708,
1997-07,0.574,
1997-10,0.557,
1998-01,0.581,
1998-04,0.592,
1998-07,0.538,
1998-10,0.518,
1999-01,0.488,
1999-04,0.433,
1999-07,0.366,
1999-10,0.377,
2000-01,0.478,
2000-04,0.564,
2000-07,0.678,
2000-10,0.724,
2001-01,0.942,
2001-04,0.976,
2001-07,0.870,
2001-10,0.864,
2002-01,1.140,
2002-04,2.131,
2002-07,1.704,
2002-10,1.509,
2003-01,1.410,
2003-04,1.091,
2003-07,0.904,
2003-10,0.881,
2004-01,1.091,
2004-04,1.412,
2004-07,1.366,
2004-10,1.131,
2005-01,1.357,
2005-04,1.006,
2005-07,1.087,
2005-10,4.259,
2006-01,4.331,
2006-04,4.284,
2006-07,4.171,
2006-10,4.183,
2007-01,4.113,
2007-04,4.232,
2007-07,4.217,
2007-10,4.514,
2008-01,4.839,
2008-04,4.669,
2008-07,4.544,
2008-10,6.047,
2009-01,6.265,
2009-04,5.996,
2009-07,6.103,
2009-10,6.280,
2010-01,6.346,
2010-04,6.358,
2010-07,6.431,
2010-10,6.345,
2011-01,6.397,
2011-04,6.432,
2011-07,6.573,
2011-10,6.548,
2012-01,6.869,
2012-04,6.880,
2012-07,7.346,
2012-10,7.433,
2013-01,7.769,
2013-04,5.453,
2013-07,5.497,
2013-10,5.633,
2014-01,5.405,
2014-04,5.165,
2014-07,4.863,
2014-10,4.880,
