"",BBK01.WX4208,BBK01.WX4208_FLAGS
"",Sales of foreign shares at transaction values,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 09:16:24,
2000-01,7353,
2000-02,33169,
2000-03,12298,
2000-04,6824,
2000-05,8421,
2000-06,13670,
2000-07,23005,
2000-08,10096,
2000-09,9369,
2000-10,10553,
2000-11,6077,
2000-12,-23107,
2001-01,16157,
2001-02,3590,
2001-03,-7882,
2001-04,12909,
2001-05,37301,
2001-06,-866,
2001-07,6956,
2001-08,-807,
2001-09,-7652,
2001-10,5428,
2001-11,1703,
2001-12,-1747,
2002-01,3674,
2002-02,4748,
2002-03,-1896,
2002-04,2445,
2002-05,7079,
2002-06,7637,
2002-07,6481,
2002-08,879,
2002-09,-2476,
2002-10,2529,
2002-11,-394,
2002-12,-600,
2003-01,-2745,
2003-02,-5747,
2003-03,-2410,
2003-04,-11963,
2003-05,4516,
2003-06,10485,
2003-07,3206,
2003-08,133,
2003-09,-5672,
2003-10,2278,
2003-11,-1075,
2003-12,4052,
2004-01,-4917,
2004-02,5516,
2004-03,-665,
2004-04,-5200,
2004-05,4301,
2004-06,-314,
2004-07,-2260,
2004-08,-2418,
2004-09,-4817,
2004-10,484,
2004-11,1293,
2004-12,-4477,
2005-01,-4665,
2005-02,3783,
2005-03,799,
2005-04,-3530,
2005-05,2927,
2005-06,-1142,
2005-07,856,
2005-08,1493,
2005-09,-445,
2005-10,-1320,
2005-11,23999,
2005-12,-4157,
2006-01,6893,
2006-02,4126,
2006-03,-4250,
2006-04,-8899,
2006-05,-2746,
2006-06,4388,
2006-07,-5437,
2006-08,3483,
2006-09,19155,
2006-10,-700,
2006-11,6765,
2006-12,-5563,
2007-01,-16182,
2007-02,5021,
2007-03,-5161,
2007-04,-5511,
2007-05,14564,
2007-06,405,
2007-07,-2190,
2007-08,-3499,
2007-09,-14108,
2007-10,10976,
2007-11,-2977,
2007-12,3600,
2008-01,-2297,
2008-02,-485,
2008-03,-4575,
2008-04,-5940,
2008-05,-2383,
2008-06,-640,
2008-07,-45,
2008-08,1144,
2008-09,-4,
2008-10,-7242,
2008-11,-5783,
2008-12,-12528,
2009-01,2288,
2009-02,346,
2009-03,1444,
2009-04,1177,
2009-05,2126,
2009-06,-1810,
2009-07,2079,
2009-08,-252,
2009-09,-975,
2009-10,-1952,
2009-11,1847,
2009-12,5700,
2010-01,-307,
2010-02,-218,
2010-03,1779,
2010-04,-2825,
2010-05,3085,
2010-06,11304,
2010-07,-8011,
2010-08,1989,
2010-09,-52,
2010-10,3311,
2010-11,7409,
2010-12,254,
2011-01,3022,
2011-02,-4469,
2011-03,-2827,
2011-04,3760,
2011-05,4896,
2011-06,3721,
2011-07,-6112,
2011-08,-2871,
2011-09,-4304,
2011-10,1748,
2011-11,-1677,
2011-12,7118,
2012-01,-1642,
2012-02,-2815,
2012-03,3172,
2012-04,-1050,
2012-05,3052,
2012-06,-8992,
2012-07,5059,
2012-08,-4229,
2012-09,1525,
2012-10,7860,
2012-11,1035,
2012-12,11069,
2013-01,3332,
2013-02,-1980,
2013-03,6173,
2013-04,9,
2013-05,5122,
2013-06,752,
2013-07,7877,
2013-08,632,
2013-09,1421,
2013-10,1666,
2013-11,-1480,
2013-12,-3615,
2014-01,3816,
2014-02,-4883,
2014-03,4984,
2014-04,2114,
2014-05,8811,
2014-06,2380,
2014-07,1543,
2014-08,-1784,
2014-09,507,
2014-10,-3221,
2014-11,-537,
2014-12,12256,
