"",BBK01.QUW278,BBK01.QUW278_FLAGS
"","Foreign branches in Hong Kong: Claims on non-residents, total / All countries / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:42:38,
2001-12,25.275,
2002-01,29.503,
2002-02,33.116,
2002-03,31.810,
2002-04,33.013,
2002-05,31.364,
2002-06,29.696,
2002-07,29.536,
2002-08,29.699,
2002-09,29.259,
2002-10,27.939,
2002-11,26.974,
2002-12,24.720,
2003-01,22.860,
2003-02,24.695,
2003-03,23.599,
2003-04,23.184,
2003-05,20.445,
2003-06,21.157,
2003-07,23.604,
2003-08,22.375,
2003-09,20.029,
2003-10,22.164,
2003-11,20.771,
2003-12,19.301,
2004-01,20.991,
2004-02,21.221,
2004-03,22.381,
2004-04,22.664,
2004-05,21.660,
2004-06,20.898,
2004-07,23.164,
2004-08,22.612,
2004-09,24.165,
2004-10,22.902,
2004-11,22.134,
2004-12,22.848,
2005-01,22.607,
2005-02,23.964,
2005-03,23.396,
2005-04,24.849,
2005-05,22.890,
2005-06,24.007,
2005-07,24.869,
2005-08,25.214,
2005-09,23.978,
2005-10,27.761,
2005-11,28.291,
2005-12,26.355,
2006-01,26.091,
2006-02,26.908,
2006-03,27.036,
2006-04,25.909,
2006-05,25.328,
2006-06,27.624,
2006-07,28.103,
2006-08,30.646,
2006-09,29.349,
2006-10,29.652,
2006-11,28.047,
2006-12,27.724,
2007-01,26.642,
2007-02,29.064,
2007-03,29.272,
2007-04,27.005,
2007-05,28.684,
2007-06,29.577,
2007-07,31.615,
2007-08,30.750,
2007-09,28.158,
2007-10,36.574,
2007-11,35.658,
2007-12,34.165,
2008-01,36.943,
2008-02,37.009,
2008-03,33.978,
2008-04,33.021,
2008-05,33.503,
2008-06,32.369,
2008-07,32.788,
2008-08,33.772,
2008-09,32.088,
2008-10,32.223,
2008-11,29.159,
2008-12,26.741,
2009-01,25.516,
2009-02,27.525,
2009-03,25.865,
2009-04,25.065,
2009-05,24.243,
2009-06,22.956,
2009-07,22.655,
2009-08,22.526,
2009-09,22.954,
2009-10,23.123,
2009-11,20.457,
2009-12,19.016,
2010-01,20.514,
2010-02,19.358,
2010-03,18.566,
2010-04,16.949,
2010-05,18.407,
2010-06,18.843,
2010-07,16.930,
2010-08,17.999,
2010-09,18.366,
2010-10,21.040,
2010-11,18.301,
2010-12,14.821,
2011-01,16.109,
2011-02,16.215,
2011-03,14.775,
2011-04,17.820,
2011-05,16.486,
2011-06,14.934,
2011-07,14.508,
2011-08,14.460,
2011-09,15.295,
2011-10,14.679,
2011-11,15.614,
2011-12,14.948,
2012-01,16.609,
2012-02,15.241,
2012-03,14.020,
2012-04,14.350,
2012-05,14.752,
2012-06,13.419,
2012-07,13.136,
2012-08,13.085,
2012-09,12.461,
2012-10,11.477,
2012-11,11.945,
2012-12,11.722,
2013-01,12.148,
2013-02,13.631,
2013-03,12.757,
2013-04,11.326,
2013-05,11.969,
2013-06,11.549,
2013-07,9.992,
2013-08,10.078,
2013-09,9.943,
2013-10,9.551,
2013-11,11.352,
2013-12,11.366,
2014-01,11.276,
2014-02,12.142,
2014-03,13.057,
2014-04,13.200,
2014-05,12.508,
2014-06,13.283,
2014-07,13.348,
2014-08,13.568,
2014-09,13.061,
2014-10,13.084,
2014-11,13.558,
